,autovalores
"('sourcebus.1',)",0.33757435937458835
"('sourcebus.2',)",0.3713184995118936
"('sourcebus.3',)",0.5210482545109937
"('800.1',)",0.3402020834779543
"('800.2',)",0.37419304140248594
"('800.3',)",0.5251102025797029
"('802.1',)",8.339482086628855
"('802.2',)",8.614753642842905
"('802.3',)",9.474103271546868
"('806.1',)",9.206231110483117
"('806.2',)",13.588479159567068
"('806.3',)",14.021579076925383
"('808.1',)",12.850887465613566
"('808.2',)",13.29463134380673
"('808.3',)",21.8050316254487
"('810.2',)",22.16596522753529
"('812.1',)",22.616064731219023
"('812.2',)",20.962913129544578
"('812.3',)",19.261493322663647
"('814.1',)",17.476651619616586
"('814.2',)",17.32102539812463
"('814.3',)",26.212123274208132
"('814r.1',)",19.05429046252493
"('814r.2',)",30.21914593425588
"('814r.3',)",26.945198761270607
"('850.1',)",26.72474399924887
"('850.2',)",44.747384464327304
"('850.3',)",40.38625664006497
"('816.1',)",41.761165789495514
"('816.2',)",40.512871779100664
"('816.3',)",45.77445771303037
"('818.1',)",45.450191931111256
"('824.1',)",50.755290532552046
"('824.2',)",77.46946052199176
"('824.3',)",62.12875353224806
"('820.1',)",79.68090198064725
"('822.1',)",103.35815009308196
"('826.2',)",70.22767726742542
"('828.1',)",71.4666759449105
"('828.2',)",114.538607792043
"('828.3',)",75.50694774353576
"('830.1',)",72.93122108705661
"('830.2',)",82.82698525763224
"('830.3',)",123.65829766784874
"('854.1',)",129.58603990661857
"('854.2',)",115.27504802802085
"('854.3',)",160.96395524434658
"('832.1',)",134.72184209565881
"('832.2',)",164.70410076901888
"('832.3',)",174.89734465349645
"('858.1',)",194.09268233168592
"('858.2',)",194.48410241918538
"('858.3',)",207.02793121115062
"('834.1',)",225.47044613237378
"('834.2',)",223.34912322694828
"('834.3',)",238.19335213143373
"('860.1',)",271.6069589198605
"('860.2',)",300.5808649109102
"('860.3',)",298.27959686744174
"('842.1',)",358.69036881801946
"('842.2',)",352.01628570602674
"('842.3',)",398.37403799705737
"('836.1',)",462.1407700060302
"('836.2',)",644.9128058717896
"('836.3',)",681.6107100474882
"('840.1',)",736.4849619155973
"('840.2',)",805.5961222800947
"('840.3',)",872.7856364969397
"('862.1',)",883.921494506548
"('862.2',)",900.5318707233888
"('862.3',)",906.5198525209745
"('844.1',)",1132.707082805963
"('844.2',)",1267.8318489581186
"('844.3',)",1427.815797437022
"('846.1',)",960.8994225079507
"('846.2',)",1541.7451158468527
"('846.3',)",1690.1219581414066
"('848.1',)",1902.4759558236751
"('848.2',)",2265.4362022708906
"('848.3',)",2524.677569870521
"('852r.1',)",3052.5234435264447
"('852r.2',)",6368.164026373122
"('852r.3',)",21306.664390314236
"('888.1',)",4057.5568634286456
"('888.2',)",37944.30596955021
"('888.3',)",32801.99965753764
"('856.2',)",4106.960455500351
"('852.1',)",1338.2284338390396
"('852.2',)",2831.776655537227
"('852.3',)",12060.410235817246
"('864.1',)",25325.090591124947
"('838.2',)",2082.148186477693
"('890.1',)",13534.6655587733
"('890.2',)",13934.674091579192
"('890.3',)",7041.287959563361
