,autovalores
"('890.1',)",31368.741911590132
"('856.2',)",27866.733171898606
"('888.3',)",21667.84827154386
"('852.1',)",12591.331778679847
"('890.3',)",11519.677153257508
"('890.2',)",10777.897754269861
"('852.2',)",9251.053110456181
"('864.1',)",4240.297383084319
"('846.3',)",4009.1366634970486
"('838.2',)",2673.1796255121303
"('848.2',)",2467.5815849319324
"('888.2',)",2316.2868052868284
"('848.3',)",2026.2165467977354
"('852r.1',)",1615.6769905378312
"('852.3',)",1480.062910416559
"('852r.2',)",1401.7399209735865
"('888.1',)",1207.7280581573218
"('848.1',)",1129.2740260051842
"('846.2',)",1029.0659661414347
"('846.1',)",876.5554334117344
"('852r.3',)",847.6540694779192
"('844.2',)",788.3584783256023
"('844.3',)",686.151818362119
"('844.1',)",677.2444182526656
"('862.2',)",610.393213561199
"('862.3',)",582.5282217051723
"('862.1',)",553.4109379641477
"('840.3',)",546.6136312010291
"('840.2',)",524.025827802081
"('840.1',)",513.6736410414059
"('836.3',)",463.8596634286905
"('860.3',)",384.428717336073
"('842.2',)",296.49490497137197
"('842.1',)",271.1235760724659
"('836.1',)",249.7635838536934
"('836.2',)",246.53389186790966
"('842.3',)",229.40489407488138
"('860.2',)",211.0606219318073
"('860.1',)",173.13995695430555
"('834.3',)",158.41222662606557
"('834.2',)",140.89175424662992
"('858.3',)",135.91083703002806
"('834.1',)",123.65253922139331
"('858.2',)",122.43933024897088
"('832.3',)",117.95812969085723
"('854.2',)",111.98210581142838
"('858.1',)",104.75357467142493
"('832.2',)",98.39248614920712
"('854.1',)",89.06938355814407
"('830.3',)",88.82664674846409
"('828.2',)",73.21000918609559
"('832.1',)",70.24276036669157
"('854.3',)",69.99946866124303
"('830.2',)",67.81582612715388
"('828.1',)",67.70379139640397
"('822.1',)",61.2406478755776
"('830.1',)",58.51415933760641
"('826.2',)",54.30578538260064
"('828.3',)",48.20374491487538
"('816.2',)",45.91176466978696
"('820.1',)",42.53043146771665
"('824.3',)",37.40641518910607
"('824.2',)",35.52007298823752
"('850.3',)",34.1640616925511
"('824.1',)",32.03382876176533
"('818.1',)",29.930472532890583
"('816.3',)",28.198931529455066
"('816.1',)",25.93633863705189
"('850.2',)",24.25128874272156
"('814r.3',)",21.31306022033142
"('814.3',)",16.876221363352002
"('814r.1',)",16.214659230175506
"('850.1',)",16.092096247936002
"('808.3',)",14.02228106162536
"('814.2',)",13.531531972295392
"('814r.2',)",13.378227732031673
"('808.2',)",13.185124062108327
"('806.3',)",12.898448665760803
"('812.3',)",12.51527017226942
"('812.2',)",11.139464386260292
"('814.1',)",11.038341086304651
"('808.1',)",10.346051616377027
"('802.3',)",8.363349078872288
"('810.2',)",8.003102373755082
"('812.1',)",7.73279265887858
"('806.2',)",6.651667698236903
"('806.1',)",6.469639133118766
"('802.2',)",5.488893072459604
"('802.1',)",5.317935691483282
"('800.3',)",0.3160234011791632
"('sourcebus.3',)",0.3135809639691759
"('800.2',)",0.26262420793180824
"('sourcebus.2',)",0.2605978262725757
"('800.1',)",0.2167751153305449
"('sourcebus.1',)",0.21510520079065584
