,autovalores
"('848.3',)",53426.815548276456
"('888.1',)",40264.51352101683
"('852.2',)",38443.01606168803
"('888.3',)",31186.262981603853
"('890.1',)",17158.904673403667
"('890.3',)",16859.801482041355
"('852.1',)",15065.301649229326
"('890.2',)",13016.745143624694
"('888.2',)",10960.459182727922
"('846.3',)",7498.4332637779535
"('848.1',)",7012.412732359185
"('852r.2',)",4804.655776486311
"('838.2',)",4257.152489014318
"('864.1',)",4155.258558697975
"('856.2',)",3632.652301143891
"('852.3',)",3380.6180061107066
"('852r.3',)",3136.32448602446
"('852r.1',)",2705.487351455089
"('848.2',)",2607.968858691949
"('846.2',)",2366.8482211919895
"('844.3',)",2281.1292649030006
"('846.1',)",2107.5647678523464
"('844.2',)",2079.623716601921
"('862.3',)",1726.812318742727
"('844.1',)",1658.7840683129045
"('862.2',)",1613.6111356965177
"('862.1',)",1564.8251619590076
"('840.3',)",1242.496832126387
"('840.2',)",1235.3929753053908
"('840.1',)",1207.9734758818868
"('836.3',)",1092.2484106326538
"('836.2',)",939.5635807806145
"('836.1',)",825.0808461700503
"('860.3',)",715.2813322453632
"('842.2',)",517.7625474830834
"('842.3',)",504.38175921735075
"('834.3',)",503.8129802181794
"('842.1',)",459.2194496960539
"('834.2',)",417.6265347597352
"('860.1',)",408.30228327015755
"('860.2',)",403.15687820826645
"('834.1',)",390.9515874355259
"('858.3',)",357.01451423660353
"('858.2',)",347.6521187255566
"('858.1',)",327.47579404718874
"('832.3',)",312.90343764773274
"('832.2',)",307.6152967698809
"('854.1',)",244.01595058440927
"('830.3',)",233.08516232284416
"('830.2',)",216.37387419873468
"('832.1',)",212.46461676760612
"('854.3',)",204.9894410731869
"('854.2',)",202.15715837536925
"('828.2',)",194.77827499357215
"('830.1',)",151.97235726928756
"('820.1',)",146.07928343231237
"('828.3',)",130.25645315344804
"('822.1',)",124.59949094575099
"('828.1',)",115.61878508668237
"('826.2',)",104.19597977452555
"('824.1',)",93.14234923732425
"('818.1',)",83.02153903056202
"('816.1',)",74.93827018114507
"('824.3',)",74.7903118393297
"('824.2',)",74.00963973589546
"('816.3',)",65.31196593417019
"('814r.2',)",62.68003870946647
"('816.2',)",62.37360178421448
"('850.3',)",56.56073669928341
"('814r.3',)",54.17982802580182
"('850.1',)",50.55770258917395
"('850.2',)",50.13965339620084
"('812.3',)",42.27462448277301
"('808.3',)",41.2729606495334
"('814.3',)",39.370883072253854
"('808.2',)",37.90496293171932
"('814.2',)",37.08741426392953
"('814.1',)",35.78426539533969
"('814r.1',)",35.44802179570356
"('806.3',)",25.735535743286157
"('810.2',)",24.957415518075898
"('808.1',)",24.201940337745903
"('812.2',)",24.098521516464125
"('812.1',)",23.959518836682854
"('802.3',)",18.729507045568234
"('806.2',)",17.63335052362349
"('806.1',)",17.07968598119635
"('802.2',)",11.916537796384494
"('802.1',)",11.556679625969092
"('800.3',)",0.9862621160133508
"('sourcebus.3',)",0.9786315857635132
"('800.2',)",0.69671524344945
"('sourcebus.2',)",0.6913569297973796
"('800.1',)",0.47063611157622837
"('sourcebus.1',)",0.4670088539128929
