,autovalores
"('864.1',)",26386.31438011069
"('888.2',)",20202.10642807413
"('888.1',)",16975.876146786097
"('890.2',)",7708.94503079321
"('852.2',)",5863.223251075811
"('856.2',)",4917.869075805333
"('838.2',)",4860.146365343163
"('848.3',)",1815.8969832863843
"('852r.2',)",1732.5068031805527
"('890.3',)",1473.395777527945
"('852r.3',)",1265.87520899513
"('852.1',)",1041.7014602745458
"('852r.1',)",955.2306638810509
"('848.2',)",819.5203102197079
"('888.3',)",741.3240755469825
"('846.3',)",624.690898375978
"('848.1',)",528.8948587094771
"('852.3',)",517.0833134268407
"('846.1',)",453.8719017298282
"('890.1',)",419.86821089671054
"('844.3',)",398.1456236336292
"('844.1',)",346.54211483112493
"('844.2',)",324.9436481818982
"('846.2',)",316.76084157844025
"('862.3',)",295.7922795055638
"('862.2',)",273.97218438322466
"('862.1',)",252.25125809716687
"('840.3',)",242.19199122171287
"('840.2',)",235.3271980965621
"('840.1',)",209.6942641108583
"('836.3',)",190.50638835221977
"('842.3',)",162.76384001430887
"('836.2',)",153.05406511097698
"('842.2',)",150.49959036740367
"('836.1',)",138.24115600509865
"('842.1',)",128.75913013818737
"('860.3',)",112.34224711090727
"('860.2',)",101.10826662574551
"('860.1',)",84.8203966011797
"('834.3',)",70.99375840021588
"('834.2',)",60.61387802995504
"('858.3',)",58.29544046173892
"('832.3',)",56.26804703346115
"('858.1',)",55.48391173237262
"('834.1',)",55.27419445889176
"('858.2',)",51.974234563706354
"('832.2',)",47.98605671069476
"('832.1',)",47.52978190342937
"('830.2',)",43.925813705000735
"('854.3',)",42.4514117871993
"('854.2',)",39.27967388403718
"('830.3',)",37.484668175925776
"('854.1',)",36.693403920608596
"('826.2',)",28.77265366126147
"('830.1',)",26.67114593535473
"('828.2',)",26.46239815750982
"('828.3',)",26.412255064156412
"('824.3',)",24.31087012159676
"('828.1',)",22.227037168037384
"('816.3',)",20.82800783807335
"('820.1',)",19.58696949184509
"('822.1',)",19.21999587388118
"('816.2',)",17.87633633636851
"('824.2',)",16.142130563087353
"('824.1',)",14.465523536538509
"('818.1',)",14.244182616622954
"('850.3',)",12.693967929082815
"('816.1',)",11.577797071356455
"('850.2',)",10.380968561822101
"('814r.2',)",9.542616493682894
"('814r.3',)",8.439793838868784
"('850.1',)",8.372688656215859
"('814.2',)",6.816251204333911
"('814.1',)",6.258094721601027
"('814.3',)",6.145465462028267
"('814r.1',)",6.081835969938752
"('808.2',)",5.804250800616117
"('808.1',)",5.153914325889553
"('806.3',)",5.039557853572226
"('810.2',)",4.841102143979522
"('808.3',)",4.423520843903928
"('812.3',)",4.380312273896876
"('812.2',)",4.162834163609874
"('812.1',)",4.027352984970642
"('802.3',)",3.353707821820081
"('806.1',)",3.023838554205657
"('806.2',)",2.9367455859832727
"('802.2',)",2.177749077112542
"('802.1',)",2.1132276716056597
"('800.3',)",0.1642911414651936
"('sourcebus.3',)",0.16302249160191215
"('800.2',)",0.11938260201231723
"('sourcebus.2',)",0.11845818009208936
"('800.1',)",0.08599522818588452
"('sourcebus.1',)",0.08533323745449008
