,autovalores
"('848.3',)",53416.03155193618
"('888.1',)",40249.85266443502
"('852.1',)",38439.09521713284
"('888.3',)",31182.606693316946
"('890.2',)",17156.69651863555
"('890.3',)",16857.92475126005
"('852.2',)",15063.59862973065
"('890.1',)",13012.243894368568
"('888.2',)",10957.183052346694
"('846.3',)",7495.857656884347
"('848.1',)",7010.277562656859
"('852r.1',)",4803.216319571361
"('838.2',)",4255.935218365408
"('864.1',)",4154.081774822952
"('856.2',)",3631.596860318083
"('852.3',)",3380.0834358131974
"('852r.3',)",3135.3343785639854
"('852r.2',)",2704.8427389678795
"('848.2',)",2607.136226056069
"('846.2',)",2366.137735497734
"('844.3',)",2280.4491395639902
"('846.1',)",2106.830204995601
"('844.2',)",2079.1681858665197
"('862.3',)",1726.246882483706
"('844.1',)",1658.1974735925298
"('862.2',)",1613.053389555135
"('862.1',)",1564.2914858427064
"('840.3',)",1242.219016810315
"('840.2',)",1235.1127969679278
"('840.1',)",1207.5922644047635
"('836.3',)",1092.0251555833686
"('836.2',)",939.3962622327462
"('836.1',)",824.8037837463502
"('842.3',)",715.0405055054904
"('842.1',)",517.6528650582792
"('842.2',)",504.21388210454614
"('834.3',)",503.71404773583805
"('860.3',)",459.0790482450196
"('834.2',)",417.47907836441084
"('860.1',)",408.18220544024393
"('860.2',)",403.0891618648695
"('834.1',)",390.8093920618221
"('858.3',)",356.9205062705391
"('858.2',)",347.5390543267897
"('858.1',)",327.3588684373247
"('832.3',)",312.825316779462
"('832.2',)",307.50817175993336
"('830.2',)",243.95943688087894
"('830.3',)",233.0008468431569
"('854.1',)",216.29515951694646
"('832.1',)",212.39076854465355
"('854.3',)",204.9444205649692
"('854.2',)",202.106259903699
"('828.2',)",194.70769403083685
"('830.1',)",151.91896518810339
"('820.1',)",146.0262666192546
"('828.3',)",130.21056265482989
"('822.1',)",124.56817301269487
"('828.1',)",115.57783720248828
"('826.2',)",104.17796237879969
"('824.1',)",93.10941756338833
"('818.1',)",82.99220502534155
"('816.1',)",74.91187138180017
"('824.3',)",74.78954603958641
"('824.2',)",74.00859041777096
"('816.3',)",65.29737877679392
"('814r.2',)",62.66738528223224
"('816.2',)",62.36184539572854
"('850.3',)",56.55076424953474
"('814r.3',)",54.16108728524301
"('850.1',)",50.53944169472839
"('850.2',)",50.12154449735306
"('810.2',)",42.25926419334466
"('808.3',)",41.2579464384941
"('814.3',)",39.356673791025926
"('808.2',)",37.89422378111022
"('814.2',)",37.08074357419582
"('814.1',)",35.771353044777875
"('814r.1',)",35.43521870657456
"('806.3',)",25.72658786626473
"('812.1',)",24.948390284916645
"('808.1',)",24.197708652067472
"('812.3',)",24.089828578645143
"('812.2',)",23.955335597461424
"('802.3',)",18.726212166077964
"('806.2',)",17.626976802297715
"('806.1',)",17.073531811844266
"('802.2',)",11.914456470195054
"('802.1',)",11.554657833042253
"('800.3',)",0.9859050784482831
"('sourcebus.3',)",0.9782773107513872
"('800.2',)",0.6964632385205505
"('sourcebus.2',)",0.69110686403085
"('800.1',)",0.4705538757108027
"('sourcebus.1',)",0.4669272494074737
