,autovalores
"('890.1',)",28938.386878055342
"('856.2',)",23990.276956375852
"('888.3',)",19451.95661027065
"('890.2',)",9731.87736560413
"('890.3',)",8561.640254827684
"('838.2',)",8358.41557322588
"('864.1',)",7138.142297702299
"('852r.1',)",2867.6302207135163
"('848.3',)",2805.433835549366
"('852.3',)",2034.3072304977234
"('852r.2',)",1827.1092656224014
"('848.2',)",1641.966314506006
"('848.1',)",1512.1834412311855
"('888.2',)",1154.472414655346
"('888.1',)",1130.9061982269682
"('846.3',)",981.9613649619579
"('852r.3',)",845.0467334276609
"('852.2',)",822.8000869967382
"('846.1',)",700.1329634982028
"('844.3',)",621.9561537110834
"('844.2',)",613.97815420197
"('862.3',)",538.5372877353566
"('852.1',)",505.65420224783395
"('844.1',)",477.77863007389726
"('846.2',)",469.8932934118589
"('840.2',)",400.85940500814047
"('840.3',)",393.29524444472406
"('862.2',)",386.63689459590375
"('862.1',)",384.5076010602824
"('840.1',)",350.23412500494254
"('836.3',)",316.5377073345774
"('836.1',)",256.57583903360444
"('836.2',)",218.3936264658126
"('860.2',)",217.1663191875567
"('842.1',)",188.46113014732214
"('842.3',)",185.13125997992844
"('842.2',)",170.55891989373382
"('860.3',)",157.58614289156318
"('860.1',)",126.43928856835014
"('834.3',)",112.87054968264688
"('834.2',)",96.23161395958809
"('858.3',)",91.84499230048552
"('834.1',)",85.3228065788357
"('858.1',)",83.4717764851349
"('858.2',)",81.34758987708636
"('832.3',)",79.49521337095793
"('832.2',)",70.6003989893192
"('832.1',)",66.99945620387045
"('854.3',)",65.96235686617521
"('854.2',)",65.69785400837105
"('854.1',)",63.479312920281785
"('830.3',)",61.90764409175587
"('830.2',)",50.40716643751323
"('822.1',)",48.68651501577218
"('820.1',)",44.95386094281894
"('830.1',)",43.72225420791238
"('826.2',)",40.78745588098016
"('828.1',)",39.89142302034416
"('828.3',)",32.31912819417336
"('816.3',)",30.68397298655974
"('828.2',)",30.586726536303264
"('816.2',)",27.497580555000138
"('824.3',)",26.793875321855
"('824.2',)",26.4778347527344
"('824.1',)",23.91498060907944
"('818.1',)",21.54744343044363
"('816.1',)",19.37231035526636
"('850.3',)",17.42601326879142
"('850.2',)",17.314529640340826
"('850.1',)",15.894467917836003
"('814r.1',)",11.615309076849973
"('814r.3',)",11.53172488499896
"('814.3',)",11.400039762740867
"('814.2',)",10.105865862348463
"('814r.2',)",9.991026667948889
"('808.3',)",9.589811715099323
"('810.2',)",8.757417165746501
"('812.3',)",8.701569336934378
"('808.2',)",8.563725813243163
"('812.2',)",7.940523167150596
"('812.1',)",7.449554978841896
"('814.1',)",7.3788964254633385
"('808.1',)",5.734095083123596
"('802.3',)",5.615191655759159
"('806.3',)",5.5391310711993595
"('806.2',)",4.967668935528175
"('806.1',)",4.831928908857669
"('802.2',)",3.66881321793383
"('802.1',)",3.557832170133517
"('800.3',)",0.22636634597101005
"('sourcebus.2',)",0.22462014360948848
"('800.2',)",0.19613457764307446
"('sourcebus.3',)",0.19461639428256736
"('800.1',)",0.14488367032822552
"('sourcebus.1',)",0.14376814119368095
