,autovalores
"('856.2',)",32576.550806905827
"('852.2',)",29383.993891396723
"('888.3',)",22568.11799633218
"('888.2',)",14556.475237995148
"('890.2',)",12187.378061647783
"('890.1',)",11540.413847291053
"('852.1',)",10036.301628286512
"('864.1',)",4874.644111619234
"('888.1',)",4555.166869735618
"('838.2',)",2987.927429496837
"('852r.3',)",2825.5358459062854
"('852.3',)",2513.395730957958
"('852r.1',)",2227.744310116221
"('848.3',)",1835.343722320892
"('890.3',)",1619.4381254433042
"('852r.2',)",1593.9844795366007
"('848.2',)",1379.6350612396775
"('848.1',)",1239.0031444733206
"('846.1',)",1178.6834677031552
"('846.2',)",999.6601350403613
"('846.3',)",958.6543451626088
"('844.3',)",899.8809389652058
"('844.2',)",786.6808855817254
"('844.1',)",738.8254437228042
"('862.3',)",668.8702034207394
"('862.2',)",667.4659115870319
"('862.1',)",631.4510655203993
"('840.3',)",616.4829898894785
"('840.2',)",600.294741966026
"('840.1',)",561.8971964079986
"('836.3',)",527.0982905835068
"('836.2',)",443.6218037029066
"('836.1',)",333.31350015202435
"('860.2',)",292.95379808252585
"('842.3',)",281.3729779913172
"('842.2',)",275.1359543784046
"('842.1',)",246.96543624585658
"('860.3',)",232.83016888277146
"('860.1',)",195.16992034461055
"('834.3',)",177.20558758866846
"('834.2',)",160.89219301881948
"('858.2',)",156.21252528496487
"('858.3',)",141.5143399678702
"('834.1',)",140.518666732526
"('858.1',)",135.46494056497647
"('832.1',)",123.97810215376245
"('832.3',)",120.57264410829508
"('832.2',)",113.3808688261582
"('854.3',)",100.47357040812507
"('830.3',)",98.68980115493022
"('828.3',)",84.59139519222609
"('854.2',)",80.09626354559903
"('828.1',)",78.26491660751103
"('854.1',)",71.1238351194641
"('826.2',)",70.74036261366425
"('830.2',)",69.00776879984505
"('830.1',)",63.68073829913332
"('822.1',)",60.444189472367775
"('828.2',)",55.413536961623706
"('816.1',)",53.02390559711498
"('820.1',)",48.691109204520835
"('824.3',)",42.933170677849745
"('824.2',)",38.726545793687805
"('850.2',)",36.810728299687796
"('824.1',)",34.8859432917635
"('818.1',)",34.00734540492835
"('816.3',)",31.664563528504953
"('816.2',)",29.761423182460963
"('850.3',)",27.885475521466827
"('814r.3',)",23.222792008382786
"('814.3',)",19.303902443265077
"('814r.1',)",18.595078153553896
"('850.1',)",18.449265759866787
"('808.3',)",16.00765301371546
"('808.2',)",15.23616313088468
"('808.1',)",14.910107446639085
"('814.1',)",14.733355849045756
"('814r.2',)",14.567028971671784
"('812.3',)",14.409695314244818
"('812.2',)",12.81867868650104
"('814.2',)",12.705844418531273
"('806.3',)",11.204055841007431
"('802.3',)",9.626762685130261
"('812.1',)",9.175963884065169
"('810.2',)",8.868926140183603
"('806.2',)",7.242650304778298
"('806.1',)",7.044160168749679
"('802.2',)",6.318490525642866
"('802.1',)",6.117977598183908
"('800.3',)",0.3623616171345039
"('sourcebus.3',)",0.35955987999499944
"('800.2',)",0.2859689021233727
"('sourcebus.2',)",0.283765015601039
"('800.1',)",0.2495455028097689
"('sourcebus.1',)",0.24762214513481842
