,autovalores
"('890.3',)",19321.002457224637
"('890.1',)",11613.535212027802
"('838.2',)",10065.096424225145
"('890.2',)",3656.2314287276454
"('852r.2',)",1658.4694770870603
"('852r.1',)",1472.5790591073435
"('848.3',)",1149.2266775443316
"('852r.3',)",651.7791130837142
"('864.1',)",545.5112453947448
"('852.3',)",465.8258171775194
"('888.1',)",436.33933735056087
"('888.2',)",322.14731956481296
"('852.2',)",312.9297909870819
"('846.3',)",236.47193962210716
"('848.1',)",221.5909017242684
"('852.1',)",187.39009223899558
"('848.2',)",181.03830847455524
"('846.2',)",167.12297342012926
"('844.3',)",143.43493124375814
"('844.2',)",133.21160931617808
"('856.2',)",111.85960541390492
"('888.3',)",110.27413647794279
"('846.1',)",107.79962510878605
"('844.1',)",103.55901352036054
"('862.1',)",85.64569285385416
"('862.3',)",80.69986403311212
"('862.2',)",77.01160190379633
"('840.3',)",72.1208228478303
"('840.1',)",63.491191782988835
"('840.2',)",61.8011903471225
"('836.3',)",58.04395748558737
"('836.2',)",56.14527312117463
"('842.3',)",48.51067457621687
"('836.1',)",48.008944502511476
"('842.2',)",42.58077953692611
"('842.1',)",41.062330442426386
"('860.1',)",36.32561686714093
"('860.3',)",30.304571199904732
"('860.2',)",30.190874903739854
"('834.3',)",24.003548082453726
"('834.2',)",23.68905035303419
"('834.1',)",19.20799263968985
"('832.2',)",18.12028456168547
"('858.3',)",15.232359849446864
"('858.2',)",14.706162361694128
"('832.3',)",14.340793908516947
"('858.1',)",14.317201788944883
"('832.1',)",13.155848560359564
"('854.1',)",11.392346037978324
"('830.3',)",11.186556408318628
"('854.3',)",10.333829988337186
"('828.2',)",9.505290024642969
"('854.2',)",9.460343687570456
"('830.2',)",9.2303450929429
"('830.1',)",9.06703046282818
"('828.3',)",8.074248792626722
"('826.2',)",7.979219657058999
"('816.3',)",6.697948728411915
"('828.1',)",6.577042757100165
"('816.2',)",6.199072571096583
"('816.1',)",5.607311471253639
"('820.1',)",5.169207000120883
"('822.1',)",4.779291431961941
"('824.3',)",4.395704381823837
"('850.2',)",4.29636193594449
"('824.2',)",3.9725110637250234
"('824.1',)",3.558356215141034
"('850.3',)",3.4936277093985644
"('818.1',)",3.467488083090295
"('850.1',)",2.8821880029899276
"('814r.3',)",2.584490649035203
"('814r.1',)",2.516558244812711
"('814r.2',)",2.349480156398562
"('814.2',)",1.7238267022802212
"('812.3',)",1.7049109453179068
"('814.3',)",1.666974401976478
"('812.2',)",1.5100825623406153
"('814.1',)",1.4946603538431447
"('808.2',)",1.4147138121328429
"('808.1',)",1.2043820618791374
"('810.2',)",1.1867711932840108
"('806.3',)",1.178739750223802
"('808.3',)",1.0968821096872463
"('812.1',)",1.085709257395352
"('802.3',)",0.8401859174829968
"('806.1',)",0.7430582634590189
"('806.2',)",0.7216668026213326
"('802.2',)",0.5397410364820392
"('802.1',)",0.5241947028932404
"('800.3',)",0.06797477901088331
"('800.1',)",0.0674474784641145
"('800.2',)",0.029332535215766384
"('sourcebus.2',)",0.029105380281329817
"('sourcebus.3',)",0.021311231122921277
"('sourcebus.1',)",0.021147192117719798
