,autovalores
"('sourcebus.1',)",0.30917050191353246
"('sourcebus.2',)",0.33205947216706755
"('sourcebus.3',)",0.4575371373365808
"('800.1',)",0.31157737493272675
"('800.2',)",0.3346306108207928
"('800.3',)",0.46110360838866365
"('802.1',)",7.629649828061598
"('802.2',)",7.8894095793442975
"('802.3',)",8.24503332479828
"('806.1',)",8.473656011420118
"('806.2',)",12.223638704539152
"('806.3',)",12.806487897612469
"('808.1',)",19.110709501407225
"('808.2',)",19.494111322740387
"('808.3',)",11.674972991122575
"('810.2',)",11.286000326894323
"('812.1',)",20.042950576402397
"('812.2',)",15.994828881349386
"('812.3',)",18.394357505850515
"('814.1',)",17.24163590654643
"('814.2',)",15.862198552162111
"('814.3',)",17.0438119090241
"('814r.1',)",23.849651044027077
"('814r.2',)",23.662144292250638
"('814r.3',)",27.281696675365456
"('850.1',)",41.80779090136747
"('850.2',)",23.470831900399325
"('850.3',)",35.50088396553849
"('816.1',)",38.02721662237513
"('816.2',)",36.956001171550554
"('816.3',)",40.900306812175955
"('818.1',)",41.92842344215673
"('824.1',)",45.48365031772652
"('824.2',)",67.8977781695115
"('824.3',)",54.6088987213727
"('820.1',)",72.4417090352402
"('822.1',)",90.59063290157238
"('826.2',)",61.77893010712248
"('828.1',)",100.33696677321771
"('828.2',)",108.36779209278211
"('828.3',)",69.09635685027472
"('830.1',)",70.7105786586804
"('830.2',)",72.37672156877794
"('830.3',)",74.31686401723317
"('854.1',)",117.95193415972582
"('854.2',)",101.49490376936127
"('854.3',)",147.15041355186608
"('832.1',)",122.13913422264683
"('832.2',)",144.63381409873756
"('832.3',)",153.62934981444204
"('858.1',)",171.41029313728654
"('858.2',)",174.06877228046275
"('858.3',)",181.37890828762602
"('834.1',)",198.42692381883313
"('834.2',)",200.41456593680687
"('834.3',)",214.17341919664688
"('860.1',)",334.3403108518021
"('860.2',)",241.84428603004926
"('860.3',)",274.82877361495275
"('842.1',)",323.53868284694147
"('842.2',)",279.564327201256
"('842.3',)",352.9806352170082
"('836.1',)",411.4036328938431
"('836.2',)",566.6970434476273
"('836.3',)",631.7714581878965
"('840.1',)",666.0064213162027
"('840.2',)",770.2142850468513
"('840.3',)",736.235229456286
"('862.1',)",793.0680670665985
"('862.2',)",795.1905276419058
"('862.3',)",853.8501520507889
"('844.1',)",840.1674660184183
"('844.2',)",997.1651969626074
"('844.3',)",1126.2439350956984
"('846.1',)",1259.7904065616551
"('846.2',)",1497.7384925714014
"('846.3',)",1716.727522183644
"('848.1',)",2010.7138434010394
"('848.2',)",2270.3353362531543
"('848.3',)",2605.4769555914145
"('852r.1',)",18663.753655818662
"('852r.2',)",35679.85490786551
"('852r.3',)",5669.838158438246
"('888.1',)",31721.68349464514
"('888.2',)",1191.0536579305299
"('888.3',)",3582.816351727979
"('856.2',)",1886.8419870042012
"('852.1',)",3662.3079335753755
"('852.2',)",11372.592523280813
"('852.3',)",24297.411617264217
"('864.1',)",1426.8328736625283
"('838.2',)",2852.331491478801
"('890.1',)",12835.194592677539
"('890.2',)",13333.592326495804
"('890.3',)",6195.055453470824
