,Frequencia,"('sourcebus.1',)","('sourcebus.2',)","('sourcebus.3',)","('800.1',)","('800.2',)","('800.3',)","('802.1',)","('802.2',)","('802.3',)","('806.1',)","('806.2',)","('806.3',)","('808.1',)","('808.2',)","('808.3',)","('810.2',)","('812.1',)","('812.2',)","('812.3',)","('814.1',)","('814.2',)","('814.3',)","('814r.1',)","('814r.2',)","('814r.3',)","('850.1',)","('850.2',)","('850.3',)","('816.1',)","('816.2',)","('816.3',)","('818.1',)","('824.1',)","('824.2',)","('824.3',)","('820.1',)","('822.1',)","('826.2',)","('828.1',)","('828.2',)","('828.3',)","('830.1',)","('830.2',)","('830.3',)","('854.1',)","('854.2',)","('854.3',)","('832.1',)","('832.2',)","('832.3',)","('858.1',)","('858.2',)","('858.3',)","('834.1',)","('834.2',)","('834.3',)","('860.1',)","('860.2',)","('860.3',)","('842.1',)","('842.2',)","('842.3',)","('836.1',)","('836.2',)","('836.3',)","('840.1',)","('840.2',)","('840.3',)","('862.1',)","('862.2',)","('862.3',)","('844.1',)","('844.2',)","('844.3',)","('846.1',)","('846.2',)","('846.3',)","('848.1',)","('848.2',)","('848.3',)","('852r.1',)","('852r.2',)","('852r.3',)","('888.1',)","('888.2',)","('888.3',)","('856.2',)","('852.1',)","('852.2',)","('852.3',)","('864.1',)","('838.2',)","('890.1',)","('890.2',)","('890.3',)"
0,60.0,0.0019099560153298,0.0020438027780635,0.0019248315241777,0.0020600559757383,0.0048238084418258,0.0209893938206091,0.0210457590088712,0.004862538278093,0.0247895939731328,0.0474246190375023,0.0488587519491822,0.0523019907733822,0.0507914678683965,0.0729542260355922,0.0792193212125472,0.1111745761956774,0.1116384487038721,0.0993058931487604,0.106324133186354,0.0982834537176011,0.1052088084128828,0.150406948343759,0.1543294357811836,0.1239736004262758,0.1199191191996742,0.1665722573781693,0.2254100270360194,0.2543869435842483,0.2031116110976397,0.2038714739901385,0.2080064778912197,0.2380142844544463,0.2318167897639526,0.2331489421831462,0.2855967413350049,0.2516161468621056,0.3829020948837578,0.2611666686654648,0.2799375318708225,0.250593477100649,0.249386439311663,0.4304513575274428,0.4329281671363957,0.4634365208156531,0.6771599202502583,0.5816371529126451,0.6636612806713895,1.0064970638012318,0.9234706253125988,1.0972981452173227,1.2179095631168069,1.3627614590437844,1.2760044449396792,2.0009252174856424,1.3966118937888596,1.798872651819201,1.5734959033215692,1.5827650532746047,1.7020145736249184,2.202589398050574,2.45728087694112,3.062398149907588,3.741239607472621,4.211130075516269,4.3162100219242845,4.332803816798546,4.417363996091174,5.023171218010959,5.874414137361124,5.265145082745594,7.386499395071704,8.923265914155508,7.9897437017946515,7.700731371102012,21.35788995457214,53.28662665777679,45.23641473886917,32.91583809046478,5.199272551817602,9.91754690427107,126.22920261213125,105.4525986780839,24.406963038785506,20.009559504087395,10.34330884107213,12.7509053545983,291.41393563151206,2989.916894498592,10.74671630092169,1124.5471399038952,1151.747174110188,13.523695717066298,14.566448089449914,14.4820997384069,14.962853877112428
1,60.5,0.0019154950125496,0.002051593564651,0.0048640244852575,0.00193041275363,0.0020679042678149,0.0213310399565767,0.0213895696590175,0.0251985441695414,0.0049030685443348,0.047561002101098,0.0489988350918746,0.0524995683958845,0.050983513244504,0.0732270087798952,0.0795993047495706,0.1128839774520293,0.1133679246773151,0.0995907598392246,0.1067258135077729,0.0985652378085051,0.1056062463677226,0.152050085528301,0.1547827592796358,0.1250013359384136,0.1209110644544074,0.1671981498785611,0.2266497383808158,0.2561040384677121,0.205954935308129,0.20673796982749,0.2109823212363049,0.2411451232426476,0.234856573437785,0.2338317270021036,0.2888059148724849,0.2536993893321757,0.2619185629294269,0.2809957437157451,0.3859715356196537,0.25153954463654,0.2514538435880934,0.432041798329304,0.4341720990043503,0.4651878150497746,0.6836649196455518,0.5863919947098618,0.6691479583778148,1.0108199083614329,0.9269926671987172,1.1063822084348942,1.2224122021908548,1.368144082252266,1.285209058349812,1.4084202719902883,2.0135031267182195,1.808953668752154,1.5810819506689906,1.5889877266832684,1.7088025606623298,2.214577988326776,2.486979676857356,3.084126471053206,3.759776297385629,4.229345608059439,4.439427772808183,4.365283411573587,4.334552621775227,5.06010310832978,5.896737970516442,5.298929492058756,5.216544479647831,7.426243883674276,8.059179193627484,8.973425521604247,21.679593171987225,33.19029650574394,7.76782618913507,9.986828037406262,53.5047068821341,24.587851189058217,45.60693733325906,126.7133678119928,105.94814407469296,20.121074632326582,10.398252855981584,293.83007665971616,3013.9256293648828,1130.0615213794315,12.844780360503677,10.805624853722176,13.633414224743696,1157.2878418026853,14.690284203537114,14.606203644270376,15.033420158553904
2,61.0,0.0019210785303176,0.002059447461948,0.0019360388641232,0.0020758162292141,0.0049044508779675,0.0216753967217889,0.0217361481831242,0.0049438108484782,0.0256108539235893,0.0735002091455167,0.047698511528723,0.0491400805247353,0.0526987838517172,0.0511771502462122,0.0799801846810895,0.114606284901968,0.1151110134646361,0.0998779872503674,0.107130821662897,0.0988493599938055,0.1060069789135447,0.121908219695627,0.1260344763342995,0.1536981228883109,0.1552399518618224,0.1678291943198087,0.2279004589809612,0.2920432546277623,0.2088194941843522,0.209626682659248,0.2139825210185017,0.2578357286005074,0.2379211810150552,0.2443036733416184,0.2345199484168814,0.255793608713404,0.2524935069315151,0.2626768292477811,0.3890560889187809,0.2820627545423296,0.2535321569920939,0.6902004204681734,0.4336426428283256,0.4354270788897521,0.4669536069570211,0.5911716338841293,0.6746635398846698,1.015174572934583,0.9305440364489492,1.11551369303202,1.3735629443047632,1.2269301037948404,1.5887112917200172,1.2944570310965586,1.4202918187852032,1.8190973722057755,1.5952482112612696,2.02621212508799,1.7156312893988672,2.226645843378197,2.516865548345668,3.1059971033949187,3.778373526308171,4.247644354871851,4.352583397266359,4.3979314861604335,4.462116616885094,5.919251970895601,5.095918086881721,5.334481852343326,5.233828984502647,7.465009321372601,7.83469294614014,8.129849210054957,9.02461348108724,10.05574085367302,22.0039661257138,10.453690041652898,33.46597404008233,24.7702452061969,53.72471231974999,20.232863092044298,106.44737953227786,127.20075397076975,296.2584972159688,3038.00797834801,10.865682804674826,12.939064890356304,45.97926529471385,1162.894099965424,1135.5941312253526,13.743677614608623,15.108864875251731,14.711975136436749,14.830078999665322
3,61.5,0.0019267065944019,0.0020673644960008,0.0049450866443329,0.0019417098812244,0.0020837918845094,0.0220224630036381,0.0220854941690344,0.0260265228788507,0.0049847642061311,0.0478371473682845,0.0492824882483349,0.0528996371322697,0.0513723788176144,0.0737738768247049,0.0803620208765688,0.1163414675363568,0.1168677044765076,0.1001675754609046,0.1075391577015274,0.0991358202709901,0.1064110060328812,0.1553470148131833,0.1557050398611493,0.1270729959305934,0.1229105602426072,0.1684654006656882,0.2291622147324654,0.2117052046161666,0.2125375831961629,0.2170070685124856,0.2595820224306473,0.2410105108224512,0.2474898578968138,0.2352136166149435,0.2953087309658398,0.2578987574618265,0.2831385673697002,0.2634414877619174,0.253455416470899,0.3921556762843515,0.2556212709390278,0.4352533728455652,0.4366936612026458,0.4687338972424899,0.6967662324400953,0.5959759537731806,0.6802078819145274,1.0195610546340066,0.9341247457146732,1.124692332773075,1.2314647039123343,1.379018003022331,1.3037476486255626,1.4322268229642123,2.039051900569948,1.8293042958491936,1.596383649637232,1.6015465819262673,1.7225009943372511,2.2387928358045937,2.546937618910294,3.1280093118995564,3.797029030149243,4.266055343050551,4.370482325846054,4.430396919636413,4.485573421955034,5.941957383519385,5.130606136353301,5.2511901741026,5.371746479269709,7.502952292320354,7.901249272929619,8.201613326024212,9.076877471389796,10.124278671533398,10.509600077764894,22.331008815640487,33.74286095365649,53.94667119486581,46.35335571834132,106.95030336200028,127.691363320111,24.95412624553576,10.926937440766082,20.34494508142388,298.6991261832315,3062.1629310803346,13.033748009469043,13.854488731905285,1168.5661716844954,1141.1445739940075,14.8096269567496,15.192443763635437,14.972349586024883
4,62.0,0.0019323792298164,0.0020753446920834,0.0049859308153353,0.0019474258297532,0.0020918312575449,0.0223722377179875,0.0224376072244894,0.0264455506795866,0.0050259276395853,0.0740480593628728,0.047976909665989,0.0494260582630796,0.0531021282288492,0.0515691989049547,0.0807448707403135,0.1180894938302678,0.1186379871628448,0.100459524543925,0.1079508216675953,0.0994246186374981,0.1068183277080976,0.1239180615965286,0.128116869230622,0.1561592856376968,0.1570154803516532,0.1691067779263085,0.2304350321782347,0.2146119766670406,0.2154706414683158,0.2986023131552585,0.2200559543167213,0.2441244641218448,0.2359127444399968,0.2613429284611746,0.2507036037873866,0.2600147889167162,0.2544252480363445,0.2642125622450887,0.2842231855870831,0.3952702202280213,0.2577211550553754,0.7033621669153994,0.436872779013724,0.4379730924561866,0.4705286865422967,0.6008048388197943,0.6857808424073236,1.0239793506982875,0.9377348072641652,1.1339178558739451,1.3845092146739977,1.236017161113769,1.6040987526228947,1.313080467278297,1.4442255655533158,1.8395749839903908,1.6078829166837791,2.052022125079011,1.7294119113952018,2.2510188292932667,2.577195021718006,3.150162374520257,3.81574059186617,4.284599586722567,4.388303121202203,4.4623622180873,4.510041290329281,5.964855443233749,5.164200611851416,5.410645080525349,5.268671744903007,7.540208881560828,7.967415969577761,8.274349182343615,9.13026335077663,10.192441319729706,54.170614000456624,34.020947585914044,10.565963523339688,22.6607212418144,46.729163637169954,107.45691392284736,128.18519794874814,25.139475815336827,3086.389487231904,301.1518931350794,10.989429239799309,13.128818405442557,20.457340401272024,1174.3041507609494,1146.7125824103812,13.965848875526667,15.290376082628253,14.90355706759708,15.106466898135638
5,62.5,0.0019380964608441,0.0020833880747217,0.005026982428487,0.0019531867338046,0.0020999343714582,0.0227247198089173,0.0227924869767165,0.0268679369706984,0.005067300177741,0.0481177984664301,0.0495707905692244,0.0533062571326801,0.0517676104565145,0.0743228022641721,0.0811287893226137,0.1198503317236466,0.1204218510112572,0.1007538345673634,0.1083658135997076,0.0997157550907237,0.10722894392139,0.1566278762256641,0.1586783144443252,0.1291660709220371,0.1249306994381134,0.169753334437931,0.2317189385288159,0.2472629448905571,0.2175397112101948,0.2184258265914391,0.2231291681830411,0.2631184552502287,0.253944841372767,0.3019239694515861,0.2366173490884357,0.262141657226261,0.3983996442660482,0.2853166130114419,0.2554029979602983,0.2649900811022874,0.2598317579537504,0.4723379754306677,0.4384974715201092,0.4392688005922428,0.7099880368591351,0.6056581745428753,0.6913822804932114,1.028429458484866,0.9413742330141418,1.3900365347405574,1.6118563335937244,1.240588436795282,1.1431899831332155,1.322455236155127,1.84990998918177,2.0651224567319804,1.456288317627668,1.6142572980632488,1.7363642779131845,2.26332368079988,2.6076368924627342,3.1724555831360166,3.83450604862428,4.3032929187643205,4.406074903005298,4.535886056109198,4.493416525513326,5.196768537977843,5.286310940604524,5.451072448311553,5.987947390815729,7.576896008550205,8.03311817586312,8.347950763154056,9.184814370493228,10.260235226220871,10.622762832161923,22.993103404181745,34.30022435287322,128.6822598075354,107.96720962175104,54.39657371361576,47.10664180410226,11.053190799699491,25.32627579840828,20.57006843260042,3110.6866563514163,303.6167283156836,1180.1080013874334,1152.298017788616,14.077758073816794,13.22426441717847,14.994850850132012,15.409679902270147,15.224317874437956
6,63.0,0.0019438583110604,0.0020914946677172,0.005068240527758,0.0019589926167723,0.0021081012487025,0.0230799082484626,0.0231501330720189,0.0272936813976858,0.005108880856033,0.0745981490915014,0.0482598138126674,0.049716685166887,0.0535120238349085,0.0519676134225083,0.0815138294259301,0.1216239486015158,0.1222192855455052,0.1010505055944313,0.1087841335316426,0.1000092296280177,0.1076428546547901,0.1302205758745155,0.1259484496253083,0.1570988131069648,0.1603474979504011,0.1704050781876544,0.2330139616818821,0.3052736671774651,0.2204882960678364,0.2214031064111198,0.2262266987297196,0.2504258596243741,0.2373274552386424,0.2572135042645144,0.2649086114119301,0.2642793165471969,0.256388662499365,0.2657740794153623,0.2864188539562027,0.4015438729159072,0.2619530288605163,0.4401147234027014,0.4405935517547907,0.7166436568266278,0.47416176442616,0.610535847510425,0.697012056466628,1.032911375464256,0.9450430345579552,1.1525084254758344,1.2451793511758602,1.3955999182792906,1.3318718437707098,2.0783525419896223,1.860309869959692,1.4684153383662044,1.74335833266326,1.6196561259051012,1.6206698187132715,2.2757072421237563,2.6382623667902108,3.194888244539317,3.853323298976235,4.322147673830685,4.423818554545482,4.563517428948479,4.523116466458666,6.01123449081977,5.228394044951996,5.304148474439443,5.492903054760212,7.613113434721684,8.098286353751105,8.422326238782082,9.240570330767389,10.327673281921667,10.67998336714704,54.62458603353923,34.58068174442855,47.48574045158378,108.48118891355492,129.18255071649702,23.328155302873014,11.118245999387812,20.68314811892123,25.51450846895813,3135.0534574802737,13.320074051215387,14.190215289263692,306.0935626321041,1185.9775611281368,1157.9008670656694,15.083681216621391,15.54921920457749,15.32685799087499
7,63.5,0.0019496648033552,0.002099664494169,0.0051097041635055,0.0019648435013703,0.0021163319110676,0.0234378020363389,0.0235105451753624,0.0277227836066059,0.0051506687163579,0.0484029557463037,0.0498637420560616,0.0537194283265996,0.052169207754982,0.0748741415612501,0.0819000417062918,0.123410311273541,0.1240302803239507,0.1013495376840012,0.109205781492779,0.1003050422466881,0.1080600598901714,0.1575730417621119,0.1620220677642965,0.131280359137517,0.1269712881910183,0.1710620172426027,0.2343201302415995,0.2234575991769244,0.2244024469084238,0.2293485328433602,0.3086513727991001,0.2536131171608132,0.266713405619114,0.2380431012867956,0.2605095291141671,0.404702831693335,0.2875299133136346,0.257382238204182,0.2664276671371375,0.266564654641088,0.2640849171056275,0.7233288429432676,0.4416657706013555,0.4420061503093564,0.4760000539971223,0.615437745314168,0.7026700317616152,1.0374250992141605,0.9487412231909522,1.1618728806770324,1.2497906239745018,1.4011993201196036,1.6274979567647798,1.3413302808209184,1.8707751887232715,2.0917120176671484,1.4806068730399584,1.6271204895824276,1.7503943158644517,2.288169361069296,2.669070578078307,3.217459681481732,3.872190309982769,4.341173730604679,4.4415509127419845,4.593137403946503,4.551232523597101,5.259156449348651,5.322239861546935,6.034718052172785,5.536001596500517,7.6489459759092515,8.162857158819023,8.497395734874507,9.29756671203375,10.394774485529451,23.66587693777279,34.862310321939724,54.85468964362585,47.8664070266976,108.99885029937772,129.68607236935188,10.737614331201984,20.79659795270156,25.7041565052762,3159.48891906816,308.5823276334607,1191.9125469377925,1163.5212366877288,11.18460946587984,13.41623498759474,14.30321856508412,15.170016281021224,15.701218067063188,15.421889224788744
8,64.0,0.0019555159599546,0.0021078975764966,0.0051513723924035,0.0019707394096542,0.0021246263797016,0.0237984001996596,0.0238737229699657,0.0281552432440342,0.0051926628070041,0.0751508196330365,0.0485472243075556,0.0500119612366266,0.0539284705987439,0.0523723934077211,0.0822874747700744,0.1252093859531245,0.125854824938058,0.1016509308909527,0.1096307575084915,0.1006031929440034,0.1084805596092454,0.1580507114987851,0.1637018564122362,0.1323453959380795,0.1279991913408856,0.1717241603984281,0.2356374735382677,0.2264474551817768,0.2274238110742034,0.2324946539810557,0.3120570519991223,0.2685328466125843,0.2568246285194034,0.2387643532077246,0.2638328554195409,0.4078764471098267,0.2886497966541466,0.2583837220850167,0.2685868618676131,0.2673616640195966,0.2662273702395938,0.7300434128845936,0.4435821005246891,0.4430751503482432,0.4778528445665355,0.6203637565456915,0.7083560689281478,1.041970627413907,0.9524688099333916,1.1712830289233007,1.2544229055032396,1.406834694983038,1.6353814002692657,1.3508306136730974,1.8813065097550377,2.10520051281894,1.4928631507442167,1.6336095888378466,1.7574724692099724,2.3007098823184937,2.700060655433681,3.240169233788573,3.891105124221256,4.360379180968415,4.459286203175009,4.624549180541544,4.577938027907271,5.289101183609422,5.340674396198163,6.058399452864709,5.580233047426229,7.684465655126518,8.226774225215054,8.573089229563275,9.355833820808092,10.461563396934489,55.08692650052128,48.24858589970815,109.52019232779767,130.19282634050327,35.14510071599424,24.00626830894359,10.795649537001427,20.910435965547023,11.252286396332286,25.895202998747745,311.0829555105992,3183.992079119118,1197.9125640114196,1169.1593439420585,13.512734577123146,14.416765122284737,15.253870443397156,15.859940524018286,15.51512898701854
9,64.5,0.0019614118024414,0.0021161939364607,0.0051932442773752,0.0019766803630422,0.00213298467513,0.0241617017926443,0.0242396661568896,0.0285910599570279,0.0052348621825817,0.0486926195353231,0.0501613427083554,0.0541391506422541,0.0525771703361625,0.0754282215947185,0.0826761752663379,0.1270211382359585,0.1276929090109503,0.1019546852664902,0.1100590616004946,0.1009036817171948,0.1089043537935731,0.1585318714635514,0.1653867949841538,0.1334156616786657,0.1290321354511171,0.1723915182904781,0.236966021648337,0.2294576353750307,0.2304671563807654,0.2703669432385425,0.3154906697458217,0.235665034556827,0.2600603067576499,0.2394913415651044,0.2671834253089772,0.4110646466706281,0.2707566449249674,0.2897785103467264,0.2593931118246087,0.2681653211139456,0.2683804015901997,0.7367871858567577,0.4797201365162978,0.4452368535780002,0.4444274542364738,0.6253137707739005,0.7140700316095246,1.046547957838863,0.9562258055510664,1.1807385266937207,1.2590768021273635,1.4125059975717795,1.6433063473800489,1.360372965146691,1.891904397386364,2.1188176504897838,1.5051843817063908,1.64013709431944,1.764593035911043,2.31332864809817,2.731231721806322,3.2630162595563745,3.910065866600464,4.3797707733106215,4.477036673556453,4.657316473177684,4.603648778633504,5.318194406137918,5.359613104184037,6.082280170597978,5.625470055246228,7.719733664691993,8.28998885502056,8.649344676115465,9.415395993986984,55.32134215178971,10.528069444234143,35.4290436241869,48.6322180433163,24.34932941629013,110.0452135932602,130.70281408906706,10.854087954237547,21.024679721611307,26.08763145950228,11.321272750186404,3208.561984611028,1174.815505974581,1203.9771166378146,313.59537906840825,13.60955983161578,14.530851411926353,16.022614230971392,15.335396976534334,15.60919380204412
