,autovalores
"('846.3',)",41822.72047747756
"('888.1',)",34314.8290448212
"('864.1',)",26929.509683665063
"('888.2',)",25763.020166186663
"('890.3',)",14787.025124365631
"('890.2',)",14563.7513321171
"('838.2',)",13001.41275721771
"('890.1',)",8462.484101584188
"('852r.3',)",7512.688316468103
"('848.3',)",4903.702038798599
"('852r.1',)",4795.567499140821
"('852r.2',)",3407.059243180404
"('852.1',)",3195.2352780222873
"('852.3',)",2905.005299753979
"('856.2',)",2661.578390198194
"('852.2',)",2445.9887194820085
"('888.3',)",2172.3044795196347
"('848.1',)",1996.5717847167718
"('846.2',)",1726.8657051259202
"('846.1',)",1705.1227411093682
"('848.2',)",1579.1305051055522
"('844.3',)",1498.5642120725513
"('844.1',)",1361.3364369627961
"('862.3',)",1147.0191966859716
"('844.2',)",1078.7027985395796
"('862.1',)",1053.5762183619363
"('862.2',)",1036.8022033893478
"('840.3',)",998.0545343180424
"('840.2',)",912.8549899063677
"('840.1',)",843.3595384331061
"('836.3',)",780.5038341208963
"('836.2',)",749.6428849581606
"('836.1',)",547.9610775777054
"('842.3',)",474.04389297257103
"('842.1',)",396.80053999728653
"('842.2',)",396.2764600831855
"('860.3',)",344.32440396064766
"('860.2',)",326.9207602711136
"('860.1',)",319.7647140456417
"('834.3',)",279.9859010893822
"('858.3',)",270.9057665624155
"('834.2',)",257.88918774718593
"('834.1',)",250.27142720959392
"('832.3',)",231.5919713566179
"('858.2',)",226.758889776888
"('858.1',)",210.73663231468717
"('832.2',)",198.48569702817363
"('830.3',)",182.7153570839921
"('854.3',)",153.98502066189408
"('854.1',)",149.42381213395606
"('832.1',)",148.1477789187847
"('828.3',)",138.48270372867935
"('854.2',)",138.40995952428426
"('826.2',)",124.87440493756014
"('830.2',)",98.84192240613604
"('824.2',)",93.60621871228696
"('824.3',)",91.2135806233766
"('828.1',)",84.47026933004102
"('830.1',)",83.71842165892272
"('822.1',)",74.77661602002301
"('828.2',)",73.61150465487022
"('820.1',)",72.3959757658435
"('824.1',)",60.52085818245311
"('818.1',)",54.03761825680227
"('816.3',)",50.877619388860545
"('850.1',)",49.36356022945289
"('816.1',)",48.58599971303603
"('816.2',)",47.59054807958886
"('850.3',)",45.166973159905545
"('814r.3',)",35.652215531493916
"('814r.2',)",32.49146453411809
"('850.2',)",32.22404379735078
"('814.3',)",29.405270648294092
"('808.3',)",27.12746288981653
"('808.2',)",26.48596267775623
"('808.1',)",26.191525056990077
"('814.1',)",25.29423365371103
"('814.2',)",23.05562740427657
"('814r.1',)",22.824462992284356
"('810.2',)",19.395933721348317
"('812.3',)",19.21108327465993
"('806.3',)",16.774075606354028
"('812.2',)",16.032550874884606
"('812.1',)",15.494248148685779
"('806.2',)",15.024476922916106
"('806.1',)",11.350382815444028
"('802.3',)",11.012714791940688
"('802.2',)",9.554443184480757
"('802.1',)",9.259274256759332
"('800.3',)",0.633328209915093
"('sourcebus.3',)",0.6284287030590268
"('800.2',)",0.44835251376224106
"('sourcebus.2',)",0.444906143897606
"('800.1',)",0.3773132129018716
"('sourcebus.1',)",0.37440170182947635
