,autovalores
"('sourcebus.1',)",0.33085237635846704
"('sourcebus.2',)",0.3603490565127669
"('sourcebus.3',)",0.5042541296647655
"('800.1',)",0.33342820919806815
"('800.2',)",0.3631384086413812
"('800.3',)",0.5081850693155413
"('802.1',)",8.170889163369887
"('802.2',)",8.443146368798754
"('802.3',)",9.194489140239835
"('806.1',)",8.937925820002837
"('806.2',)",13.633571785206534
"('806.3',)",13.302784926661465
"('808.1',)",12.437204056960677
"('808.2',)",12.866368927792127
"('808.3',)",17.125296129471632
"('810.2',)",21.094792447663345
"('812.1',)",21.47037709214983
"('812.2',)",21.932160606191108
"('812.3',)",18.6973070295069
"('814.1',)",20.284348382205778
"('814.2',)",16.975778607897613
"('814.3',)",18.49248778105328
"('814r.1',)",25.630849779698654
"('814r.2',)",26.077493182108903
"('814r.3',)",29.415181531905198
"('850.1',)",25.864411616573925
"('850.2',)",43.987866183166005
"('850.3',)",39.097348348281635
"('816.1',)",39.65594079002256
"('816.2',)",40.79511378316355
"('816.3',)",44.19822096948015
"('818.1',)",44.839483542545146
"('824.1',)",49.29682218126718
"('824.2',)",74.94120402650915
"('824.3',)",60.14333767219323
"('820.1',)",99.98613967803155
"('822.1',)",110.78738369408308
"('826.2',)",67.9964394819632
"('828.1',)",77.80058361873986
"('828.2',)",80.44527811805007
"('828.3',)",71.2854084403155
"('830.1',)",73.99176307976693
"('830.2',)",72.79837363567678
"('830.3',)",119.62006913115042
"('854.1',)",126.5630681959444
"('854.2',)",111.63820502314583
"('854.3',)",131.49040805527514
"('832.1',)",157.38799032326244
"('832.2',)",159.40531508523108
"('832.3',)",169.27999520185637
"('858.1',)",200.25304512018252
"('858.2',)",188.13497437647442
"('858.3',)",189.18060766492135
"('834.1',)",218.3348081856313
"('834.2',)",217.50557069624588
"('834.3',)",231.77134621206488
"('860.1',)",263.801343137083
"('860.2',)",352.4031041281686
"('860.3',)",386.4264631184887
"('842.1',)",344.67071109898706
"('842.2',)",293.88142025701694
"('842.3',)",293.4136694256322
"('836.1',)",448.71748221894904
"('836.2',)",624.4071967328933
"('836.3',)",668.9900930437434
"('840.1',)",718.2662851136469
"('840.2',)",787.9703913404461
"('840.3',)",845.9860297181311
"('862.1',)",859.1384829253471
"('862.2',)",872.7230965121602
"('862.3',)",890.6524542251028
"('844.1',)",1096.899232011443
"('844.2',)",931.5887823514389
"('844.3',)",1230.7366220344966
"('846.1',)",1383.4467197629724
"('846.2',)",1512.3148140357434
"('846.3',)",1639.6672101475206
"('848.1',)",1856.1796151794003
"('848.2',)",2199.0399296551254
"('848.3',)",2459.821109836432
"('852r.1',)",2999.8150593590162
"('852r.2',)",6185.132216668874
"('852r.3',)",20608.549720345654
"('888.1',)",37338.03748477898
"('888.2',)",32535.896992432354
"('888.3',)",3934.5642601278537
"('856.2',)",3987.628982600957
"('852.1',)",1299.6123918935282
"('852.2',)",2028.5394459967583
"('852.3',)",25059.424474575942
"('864.1',)",11889.65607962015
"('838.2',)",2772.7231878173234
"('890.1',)",13357.48778921415
"('890.2',)",13784.230989437086
"('890.3',)",6818.004310869352
