,autovalores
"('sourcebus.1',)",0.22561528403613224
"('sourcebus.2',)",0.26827613741834505
"('sourcebus.3',)",0.32821526657743744
"('800.1',)",0.22736702901588096
"('800.2',)",0.2703614093060982
"('800.3',)",0.3307721179250025
"('802.1',)",5.576741578839776
"('802.2',)",5.75703281371189
"('802.3',)",8.769815170096413
"('806.1',)",6.659758279115475
"('806.2',)",6.847555359679645
"('806.3',)",13.544268551064059
"('808.1',)",10.630761290298096
"('808.2',)",13.84397980643437
"('808.3',)",14.664194695512776
"('810.2',)",8.376407606235697
"('812.1',)",8.094563316736615
"('812.2',)",11.68247835961776
"('812.3',)",13.121531865261472
"('814.1',)",11.577351978455551
"('814.2',)",13.929502997149994
"('814.3',)",17.6667147611369
"('814r.1',)",16.972505080511574
"('814r.2',)",13.772243670133495
"('814r.3',)",21.935629029476594
"('850.1',)",16.84237257443708
"('850.2',)",25.41460513028812
"('850.3',)",35.03615067427794
"('816.1',)",27.17754242692742
"('816.2',)",29.354696086332847
"('816.3',)",48.19410095965825
"('818.1',)",31.2291634766366
"('824.1',)",32.971437609727055
"('824.2',)",36.5795967217043
"('824.3',)",39.16988242159937
"('820.1',)",44.492203251826325
"('822.1',)",56.308662616896775
"('826.2',)",64.29012303384934
"('828.1',)",71.09398382099286
"('828.2',)",50.53592940656402
"('828.3',)",76.86381254973791
"('830.1',)",60.22840132698794
"('830.2',)",68.23548708988005
"('830.3',)",73.21638271465432
"('854.1',)",92.05102230504527
"('854.2',)",92.80364616941203
"('854.3',)",115.90722161469913
"('832.1',)",70.55339758356777
"('832.2',)",103.20697055150094
"('832.3',)",109.83218325015456
"('858.1',)",123.59980396845758
"('858.2',)",142.43649049632725
"('858.3',)",128.5624709537457
"('834.1',)",129.12702356049596
"('834.2',)",147.36813329896714
"('834.3',)",164.583735311892
"('860.1',)",180.16947071841264
"('860.2',)",403.4461243060877
"('860.3',)",218.20639760250515
"('842.1',)",278.30496353975116
"('842.2',)",235.20840637884817
"('842.3',)",308.2674034650096
"('836.1',)",258.0893446478812
"('836.2',)",257.7612366469512
"('836.3',)",484.67022216189264
"('840.1',)",548.3003702867284
"('840.2',)",529.9014915179899
"('840.3',)",628.8494201544695
"('862.1',)",569.2616047875323
"('862.2',)",578.4291088835644
"('862.3',)",610.3031229413506
"('844.1',)",697.9268697216099
"('844.2',)",824.4249792449714
"('844.3',)",915.9267307824593
"('846.1',)",1077.4788421665978
"('846.2',)",718.3844393276562
"('846.3',)",1165.6361809468187
"('848.1',)",1686.7742889145816
"('848.2',)",1464.586729780773
"('848.3',)",1263.2745212654138
"('852r.1',)",2092.8853524067254
"('852r.2',)",2580.9543595233517
"('852r.3',)",4185.304320584947
"('888.1',)",13222.147737410804
"('888.2',)",21963.19634009847
"('888.3',)",883.1338907594916
"('856.2',)",2384.1092214406644
"('852.1',)",28379.657913658088
"('852.2',)",9514.94625780674
"('852.3',)",1524.3874546043005
"('864.1',)",31740.6044406158
"('838.2',)",2773.22003628533
"('890.1',)",4444.126268725362
"('890.2',)",11036.33264985138
"('890.3',)",11743.688918448739
