,autovalores
"('890.2',)",25869.83300918691
"('856.2',)",19506.74195153071
"('888.3',)",16472.94582264971
"('890.1',)",7323.673324510671
"('852.2',)",5367.612604484324
"('838.2',)",4460.11630161473
"('852.1',)",4399.49172872235
"('852r.3',)",1665.085231815778
"('888.2',)",1561.1375924542413
"('890.3',)",1372.9587206213541
"('852r.2',)",1169.7408765153723
"('864.1',)",954.8820503225955
"('852r.1',)",859.3003037745888
"('848.2',)",760.9512482024525
"('848.3',)",680.3783853546948
"('848.1',)",565.6640706786009
"('888.1',)",477.39767364073174
"('852.3',)",471.79445416031416
"('846.2',)",422.57902881064376
"('846.3',)",381.74110427010453
"('846.1',)",362.3145816750097
"('844.2',)",322.9172876129833
"('844.1',)",292.2418722043792
"('844.3',)",285.6655273788459
"('862.3',)",269.85734740555785
"('862.2',)",251.19756929121033
"('862.1',)",232.44827262584906
"('840.3',)",218.90441897435088
"('840.2',)",211.54102623904083
"('840.1',)",188.73563463810243
"('836.3',)",171.17821152034782
"('836.1',)",152.05561702131192
"('836.2',)",142.45237151956567
"('842.2',)",135.09379428752493
"('842.3',)",129.72684827065723
"('842.1',)",118.61524338548507
"('860.3',)",103.71756381723345
"('860.2',)",91.62562314851064
"('860.1',)",77.7191639911857
"('858.3',)",64.30135067617601
"('834.1',)",58.891168781226284
"('834.3',)",53.15374943713751
"('834.2',)",52.43284437698472
"('832.3',)",51.70645318411034
"('858.1',)",49.93803022764069
"('858.2',)",46.77720300626074
"('832.2',)",42.997425976256984
"('832.1',)",42.66914259232361
"('830.2',)",40.24707790237234
"('854.3',)",38.13872345347408
"('854.2',)",35.21899005179542
"('854.1',)",34.40319169162079
"('830.3',)",33.66416162778876
"('822.1',)",25.785286367680758
"('828.2',)",24.17725522894996
"('830.1',)",23.950638784686674
"('820.1',)",23.676979323068718
"('824.3',)",21.926886885448802
"('828.3',)",20.83453451086249
"('824.1',)",19.425236357140584
"('828.1',)",18.354380397749715
"('826.2',)",17.24676037817574
"('816.2',)",16.026112570076517
"('824.2',)",14.49451057050942
"('816.3',)",13.044987213610431
"('818.1',)",12.977689346011918
"('816.1',)",11.892781547304802
"('850.3',)",10.388462511785377
"('850.2',)",9.31314947044179
"('814r.2',)",8.561439249271793
"('814r.3',)",7.910837316877759
"('850.1',)",7.847758187768809
"('814.2',)",6.11866344961166
"('814.1',)",5.856589786630456
"('814.3',)",5.5157333290340045
"('814r.1',)",5.459013532773054
"('808.2',)",5.21739994534046
"('808.1',)",4.610779173398421
"('806.3',)",4.508537618834332
"('810.2',)",4.3433322275995545
"('808.3',)",3.966551639589457
"('812.3',)",3.9276258544427525
"('812.2',)",3.901795330276859
"('812.1',)",3.775088413014586
"('802.3',)",3.010529467310715
"('806.1',)",2.7141427106030585
"('806.2',)",2.6357525174338376
"('802.2',)",1.9526680625095814
"('802.1',)",1.8950052254653367
"('800.3',)",0.1539803845313689
"('sourcebus.3',)",0.15279097790957186
"('800.2',)",0.10715425963184887
"('sourcebus.2',)",0.10632453838981105
"('800.1',)",0.07710641701531525
"('sourcebus.1',)",0.07651286464937584
