,autovalores
"('890.3',)",18148.9871721868
"('890.1',)",10382.11518359226
"('838.2',)",9004.94596668026
"('890.2',)",3216.4972365646904
"('888.2',)",1357.9154909947786
"('852r.2',)",1221.986026646862
"('844.3',)",921.726438351275
"('852.3',)",561.9085517509249
"('864.1',)",465.6444860629221
"('856.2',)",391.9813959984014
"('888.3',)",364.78606945059704
"('852.2',)",271.3550874867228
"('852.1',)",263.73445171130584
"('848.3',)",192.6055095548738
"('852r.1',)",183.49536093531805
"('888.1',)",162.2946540563274
"('848.2',)",155.21134166390033
"('848.1',)",138.9467895434816
"('846.3',)",121.93302154325441
"('846.2',)",109.4489712810594
"('852r.3',)",98.91745837205622
"('846.1',)",97.57174499114177
"('844.2',)",89.4294105854468
"('844.1',)",85.15521905902258
"('840.3',)",70.59434223136525
"('862.2',)",65.87346066909248
"('862.3',)",64.12166547551612
"('862.1',)",61.41353210905348
"('840.2',)",52.67911500235522
"('840.1',)",51.911593966130525
"('836.3',)",48.35992950714613
"('836.2',)",47.99375438204772
"('836.1',)",39.34238016600431
"('842.3',)",39.16196069089863
"('842.2',)",35.89635426642924
"('842.1',)",35.25725275369146
"('860.1',)",29.367421152910772
"('860.3',)",25.726068236803826
"('860.2',)",25.318943368542833
"('834.3',)",20.141540541328954
"('834.2',)",19.33819270116158
"('834.1',)",15.791571532931618
"('858.1',)",15.227188967077293
"('858.3',)",13.21246568598808
"('832.3',)",12.054930378964098
"('858.2',)",12.001624356595235
"('854.3',)",11.745886753170382
"('832.1',)",10.726524460081746
"('828.3',)",9.172953614489495
"('830.1',)",8.984683211834518
"('832.2',)",8.32225050855253
"('830.2',)",8.306612498171448
"('854.2',)",8.000044078468967
"('854.1',)",7.60302089128438
"('830.3',)",7.342735619248447
"('828.2',)",6.995070525653385
"('826.2',)",6.609343912857681
"('818.1',)",5.392597192253981
"('828.1',)",5.347021710061679
"('816.3',)",4.976400981147772
"('816.2',)",4.5140984402505095
"('820.1',)",4.469352116929646
"('822.1',)",3.9034331875381008
"('824.3',)",3.6728791026875074
"('850.2',)",3.472206771924452
"('824.1',)",3.2296594466262603
"('850.3',)",3.0296529437192694
"('824.2',)",3.0073027850910137
"('816.1',)",2.8929873735790608
"('850.1',)",2.354171973414158
"('814r.2',)",2.1708090099412347
"('814r.3',)",2.1112432522234528
"('814r.1',)",1.9107664711586982
"('814.2',)",1.495035589722515
"('814.3',)",1.4454869797096788
"('812.3',)",1.3933000961357662
"('812.2',)",1.2274132355249017
"('814.1',)",1.2148480230960914
"('808.1',)",1.1386578229715052
"('808.2',)",0.9658942503604305
"('808.3',)",0.9644079557199177
"('806.3',)",0.9456379738791016
"('810.2',)",0.8957525286556312
"('812.1',)",0.8865927131915199
"('802.3',)",0.6867316611624231
"('806.2',)",0.6039479497107034
"('806.1',)",0.5865895951307553
"('802.2',)",0.44075204252748656
"('802.1',)",0.42808599613636567
"('800.3',)",0.058943727542365515
"('800.1',)",0.05848611656271105
"('800.2',)",0.023840695258094992
"('sourcebus.2',)",0.023656055010223914
"('sourcebus.3',)",0.017402471563840807
"('sourcebus.1',)",0.01726851810258766
