,autovalores
"('890.2',)",26501.78660100213
"('888.2',)",20360.17372022571
"('888.1',)",17088.146609628493
"('890.1',)",7796.686618501667
"('852.1',)",5977.824306583108
"('888.3',)",5041.595332311774
"('852.2',)",4953.132210093676
"('852r.1',)",1851.9037586819147
"('852r.2',)",1773.3043746653682
"('890.3',)",1496.4968411114742
"('848.3',)",1288.245382983121
"('856.2',)",1062.3222313665817
"('848.2',)",977.8833126849848
"('848.1',)",833.1433109846575
"('864.1',)",755.6108755791082
"('846.2',)",638.5566781531573
"('846.3',)",541.1175577547095
"('852.3',)",527.9465185429505
"('846.1',)",461.3169552554881
"('838.2',)",428.85557696487547
"('844.3',)",406.4830165081896
"('844.1',)",351.972598026587
"('844.2',)",332.72384161914175
"('852r.3',)",324.1068506331577
"('862.3',)",301.9995616473067
"('862.2',)",279.2382794330294
"('862.1',)",256.998784081191
"('840.3',)",247.6986354562592
"('840.2',)",240.98518843626508
"('840.1',)",214.72241326315387
"('836.3',)",195.10797968380064
"('842.2',)",165.27260922817052
"('836.1',)",155.53643805976972
"('842.3',)",154.11247781496004
"('836.2',)",140.20008756424193
"('842.1',)",131.1259927572039
"('860.3',)",114.3832209091677
"('860.2',)",103.35526973676396
"('860.1',)",86.46984151113963
"('834.3',)",72.57458194525236
"('834.2',)",60.97892089495419
"('858.3',)",59.688712944698764
"('858.1',)",57.33516638599189
"('858.2',)",56.80407940759072
"('834.1',)",55.72900069552638
"('832.3',)",53.20806717361412
"('832.2',)",49.181840140775066
"('832.1',)",48.68868739840939
"('854.2',)",44.781262204498674
"('854.3',)",43.477093366550164
"('854.1',)",40.2470794792302
"('830.3',)",38.391936444555995
"('830.2',)",37.224280624611126
"('826.2',)",29.486894396314845
"('830.1',)",27.317371870246543
"('828.2',)",27.127295395299388
"('828.3',)",26.936084675105267
"('824.3',)",24.890211402576963
"('828.1',)",22.54993637213343
"('824.1',)",21.143049816035816
"('820.1',)",19.881921297226047
"('822.1',)",19.68098543094564
"('816.2',)",18.31555298126067
"('824.2',)",16.533590743485956
"('818.1',)",14.818466593899771
"('816.3',)",14.526467481842964
"('850.3',)",12.879129910403986
"('816.1',)",11.861261660594907
"('850.2',)",10.63561317526939
"('814r.3',)",9.776336415052125
"('814r.2',)",8.562431615301378
"('850.1',)",8.494428476946727
"('814.2',)",6.982519992122222
"('814.1',)",6.351107695965868
"('814.3',)",6.295152133089456
"('814r.1',)",6.2298484635191915
"('808.2',)",5.943631364910646
"('808.1',)",5.283543144800914
"('806.3',)",5.166300206318134
"('810.2',)",4.959496749452681
"('808.3',)",4.532557170796994
"('812.3',)",4.488331816008377
"('812.2',)",4.223374616225676
"('812.1',)",4.085828300088411
"('802.3',)",3.4355151923629283
"('806.1',)",3.097437944212331
"('806.2',)",3.0082992417072054
"('802.2',)",2.2314583961941055
"('802.1',)",2.1652946268134166
"('800.3',)",0.1666824858374188
"('sourcebus.3',)",0.1653954599949736
"('800.2',)",0.12228870614508197
"('sourcebus.2',)",0.12134177797822852
"('800.1',)",0.08811631864023138
"('sourcebus.1',)",0.08743799621877155
