,autovalores
"('890.2',)",25900.395600758653
"('856.2',)",19547.4011266451
"('888.3',)",16502.74877145075
"('890.1',)",7346.128921208314
"('852.2',)",5396.123871153272
"('838.2',)",4483.048787328219
"('852.1',)",4428.613211672805
"('852r.3',)",1673.5589768694351
"('888.2',)",1570.7824441777825
"('890.3',)",1378.7675154009655
"('852r.2',)",1175.2502093076826
"('864.1',)",959.7883516293961
"('852r.1',)",864.7254892315977
"('848.3',)",764.3074129652114
"('848.2',)",683.8573733024197
"('848.1',)",569.0188580909445
"('888.1',)",480.2964118471531
"('852.3',)",474.33024785673126
"('846.2',)",424.3577298557577
"('846.3',)",383.89132929142244
"('846.1',)",364.36890523729534
"('844.2',)",324.2871189584821
"('844.1',)",294.0825247455014
"('844.3',)",287.4253292663176
"('862.3',)",271.31101669063736
"('862.2',)",252.50837324992628
"('862.1',)",233.55689253049613
"('840.3',)",220.22231121680565
"('840.2',)",212.88045581834734
"('840.1',)",189.90686311432125
"('836.3',)",172.2660717529527
"('836.1',)",152.6723883721455
"('836.2',)",143.05750533703122
"('842.2',)",135.96654039680467
"('842.3',)",130.2191563022871
"('842.1',)",119.19529543934776
"('860.3',)",104.2060288334714
"('860.2',)",92.16061170552626
"('860.1',)",78.12685692545513
"('858.3',)",64.680364101387
"('834.1',)",58.99716841548338
"('834.3',)",53.282969058634414
"('834.2',)",52.76328017536935
"('832.3',)",51.96680431405886
"('858.1',)",50.25022490225702
"('858.2',)",47.07034102376114
"('832.2',)",43.27609393240742
"('832.1',)",42.9425716733129
"('830.2',)",40.45846078939366
"('854.3',)",38.381693468804286
"('854.2',)",35.44743911773677
"('854.1',)",34.53495787398549
"('830.3',)",33.87956984934848
"('822.1',)",25.952822782565182
"('828.2',)",24.30461760344836
"('830.1',)",24.10398291300753
"('820.1',)",23.833439460557756
"('824.3',)",22.058251827183966
"('828.3',)",20.914618223309123
"('824.1',)",19.50859903832443
"('826.2',)",18.4250528117273
"('828.1',)",17.35796995091681
"('816.2',)",16.13038692518082
"('824.2',)",14.587362609189285
"('816.3',)",13.114299607225876
"('818.1',)",13.06045310397517
"('816.1',)",11.938957480422209
"('850.3',)",10.455346477203571
"('850.2',)",9.373176994186473
"('814r.2',)",8.61663924536052
"('814r.3',)",7.941260869347991
"('850.1',)",7.877944241896712
"('814.2',)",6.157889392007667
"('814.1',)",5.879700014047455
"('814.3',)",5.551210689508664
"('814r.1',)",5.49410678723795
"('808.2',)",5.250493849673576
"('808.1',)",4.641292660220778
"('806.3',)",4.538369622827742
"('810.2',)",4.371361406097258
"('808.3',)",3.9922290823974866
"('812.3',)",3.953061723520075
"('812.2',)",3.9168060946940804
"('812.1',)",3.7895996973836046
"('802.3',)",3.029827301443106
"('806.1',)",2.7315925267310854
"('806.2',)",2.652708384637852
"('802.2',)",1.965314945995766
"('802.1',)",1.9072677716790598
"('800.3',)",0.15457328230394726
"('sourcebus.3',)",0.1533793184075861
"('800.2',)",0.1078432595385602
"('sourcebus.2',)",0.10700820252189469
"('800.1',)",0.07760585863337084
"('sourcebus.1',)",0.0770084609785395
