,autovalores
"('838.2',)",13675.554071399596
"('852.3',)",6398.879453964779
"('852.2',)",5564.198858020156
"('856.2',)",1937.945697462665
"('852.1',)",654.9783507868503
"('888.2',)",621.9141113593146
"('848.1',)",405.9333959488716
"('852r.2',)",321.79583485651773
"('852r.3',)",258.9287044412803
"('888.1',)",216.2854405809901
"('888.3',)",183.4581880813593
"('890.1',)",150.1521309625922
"('852r.1',)",130.1032059625723
"('890.2',)",95.20531410958202
"('890.3',)",94.82550633642542
"('864.1',)",92.15737533077245
"('848.3',)",84.03986633977476
"('846.3',)",73.7485697863749
"('846.2',)",65.40209211223933
"('848.2',)",64.69134510356366
"('846.1',)",61.853722125737896
"('844.2',)",51.80128543264617
"('844.3',)",44.41466930682561
"('844.1',)",40.683916128629676
"('862.3',)",37.31489964981158
"('862.2',)",35.14563668704077
"('862.1',)",32.1713091079956
"('840.2',)",29.629988950957326
"('840.1',)",29.112735078378208
"('840.3',)",26.61743179813061
"('836.3',)",25.206673358149846
"('836.2',)",23.87366941300902
"('836.1',)",20.03226716831814
"('842.3',)",19.585681464972808
"('842.2',)",18.937157378719544
"('842.1',)",17.942393277315006
"('860.1',)",13.572933704560336
"('860.2',)",13.247997467914201
"('860.3',)",13.080490081425484
"('834.3',)",10.085701264963427
"('834.2',)",9.310348832821106
"('858.1',)",8.083210483499254
"('834.1',)",7.856477855068428
"('858.3',)",7.640045382444174
"('832.2',)",6.454719003711035
"('858.2',)",5.848073018609598
"('832.1',)",5.738471221736173
"('832.3',)",5.156247036486678
"('854.2',)",4.943158797402228
"('854.3',)",4.6177292995928605
"('830.2',)",4.112074810529122
"('854.1',)",4.030311107610577
"('830.1',)",3.9832473648768594
"('830.3',)",3.709501472136836
"('828.3',)",3.431405377694651
"('828.2',)",3.3277971956862116
"('826.2',)",3.247887572439483
"('822.1',)",2.5622192284171224
"('828.1',)",2.552592683427463
"('824.1',)",2.425614842241601
"('816.2',)",2.2045829755673463
"('816.1',)",2.02446221423773
"('824.2',)",1.9200455384994115
"('820.1',)",1.9160200163770624
"('818.1',)",1.751728905545462
"('824.3',)",1.7393023359809636
"('814r.3',)",1.6020677008559578
"('816.3',)",1.5417673997365862
"('850.3',)",1.3814049256348193
"('814r.2',)",1.2308516756838606
"('850.2',)",1.1558506845267265
"('850.1',)",1.0368692796511543
"('814.2',)",0.9134951036342487
"('814r.1',)",0.8646446105614523
"('814.3',)",0.8354573187832304
"('812.2',)",0.6850619861491691
"('812.3',)",0.5856969650596711
"('814.1',)",0.5796455419615455
"('808.2',)",0.5057450164572733
"('808.3',)",0.4596199488908482
"('810.2',)",0.43959897355991406
"('812.1',)",0.4350557348643547
"('806.2',)",0.42512375166506483
"('806.1',)",0.4170275561081099
"('802.3',)",0.3376171973916137
"('806.3',)",0.2881600322798148
"('808.1',)",0.2799170861244216
"('802.2',)",0.21627746124820948
"('802.1',)",0.2100941977929618
"('800.3',)",0.034067506085719026
"('800.2',)",0.03380214878412116
"('800.1',)",0.011374105979527718
"('sourcebus.2',)",0.011285967207861666
"('sourcebus.3',)",0.008538737963844084
"('sourcebus.1',)",0.008473005400825902
