,autovalores
"('888.2',)",34330.8148745348
"('852.2',)",30898.810624225443
"('888.1',)",23616.429207474066
"('852r.1',)",16995.839941748323
"('890.3',)",12903.86320728647
"('890.2',)",12346.698613579596
"('852.1',)",10874.039136903191
"('890.1',)",5659.671257584111
"('852r.2',)",5221.523000334599
"('838.2',)",3386.871562013944
"('852r.3',)",3276.1530005399927
"('864.1',)",2721.5395302128486
"('848.3',)",2457.334455689107
"('848.1',)",2098.573954638568
"('888.3',)",1846.6991484023188
"('848.2',)",1772.5427975192326
"('846.3',)",1585.2633895286901
"('846.2',)",1378.9111816902073
"('852.3',)",1344.5855858671864
"('844.3',)",1153.870669627015
"('846.1',)",1097.0130890990113
"('844.2',)",1035.292268832249
"('856.2',)",911.659704536214
"('862.3',)",806.5801227085328
"('844.1',)",774.0446529899546
"('862.1',)",740.1248613520833
"('862.2',)",728.581565005718
"('840.3',)",705.4911188191226
"('840.2',)",686.7788465594697
"('840.1',)",621.4126577446914
"('836.3',)",594.9756973538865
"('836.2',)",516.8507909151624
"('842.3',)",379.5441408408255
"('836.1',)",324.0786712808998
"('842.2',)",318.1239912556484
"('842.1',)",304.5538802211409
"('860.3',)",266.90175830793095
"('860.2',)",258.20078662866445
"('860.1',)",222.87484743648517
"('834.3',)",199.29378038571338
"('834.2',)",184.84012671235675
"('834.1',)",181.3149062035905
"('858.2',)",165.19099362796334
"('858.3',)",160.71369271555182
"('858.1',)",156.91702208183486
"('832.3',)",140.20572931725954
"('854.3',)",138.01592084838214
"('832.2',)",131.95247298499595
"('832.1',)",113.67506969001289
"('854.2',)",110.32166454023152
"('828.2',)",98.71446989536719
"('854.1',)",92.79084862870991
"('828.1',)",91.37402178860866
"('826.2',)",82.53079293769929
"('830.1',)",71.93960897545972
"('830.2',)",70.11555161678228
"('830.3',)",69.79125763520037
"('822.1',)",67.69046657639976
"('828.3',)",63.94118600624603
"('824.2',)",61.85714107194881
"('820.1',)",56.45046985711546
"('824.3',)",49.861515970603016
"('824.1',)",42.59350645083793
"('850.2',)",39.85127344243028
"('816.3',)",38.944926338418625
"('818.1',)",38.350919577963715
"('816.2',)",35.547642705071574
"('816.1',)",34.23389976427777
"('850.3',)",32.41041578636892
"('814r.3',)",25.58016606198261
"('814r.1',)",22.1180694515639
"('814r.2',)",21.5971172503136
"('850.1',)",21.423762895919264
"('812.1',)",18.41894251023998
"('808.2',)",17.772706685500246
"('808.1',)",17.405869288705656
"('812.3',)",16.77442875333808
"('814.1',)",16.16750734800306
"('814.3',)",15.98156716082897
"('812.2',)",14.802637277661624
"('814.2',)",14.678844571149877
"('806.3',)",12.175697041380964
"('802.3',)",11.180829636842514
"('810.2',)",10.656164431740457
"('808.3',)",10.301056494627028
"('806.1',)",7.945628566364549
"('806.2',)",7.731266622332126
"('802.2',)",7.300434342110969
"('802.1',)",7.0619155604700765
"('800.3',)",0.42084590321981946
"('sourcebus.3',)",0.417591138838849
"('800.2',)",0.31374891926376436
"('sourcebus.2',)",0.3113352158411109
"('800.1',)",0.288328643589389
"('sourcebus.1',)",0.2861035753471508
