,autovalores
"('856.2',)",33366.12668404534
"('852.2',)",30150.307295561517
"('888.3',)",23070.860539986556
"('888.2',)",15706.725759390047
"('890.1',)",12539.458226042736
"('838.2',)",11936.525465150595
"('852.1',)",10448.711154604724
"('864.1',)",5245.125317543039
"('888.1',)",4870.961710683007
"('890.3',)",3175.318166366527
"('852r.3',)",3038.002955841868
"('890.2',)",2614.903037570868
"('852r.1',)",2338.3394311256925
"('848.3',)",1961.0030378883139
"('852.3',)",1720.40275073604
"('852r.2',)",1684.7426354470776
"('848.2',)",1478.066775612953
"('848.1',)",1300.9491068153764
"('846.3',)",1262.8549298883236
"('846.1',)",1072.232893862886
"('846.2',)",1023.9436817176554
"('844.2',)",964.1101347765351
"('844.3',)",845.5991333235539
"('862.3',)",771.6576800440873
"('844.1',)",718.7307309559006
"('862.1',)",701.2488942383224
"('862.2',)",677.2288458616664
"('840.3',)",657.4206398454638
"('840.2',)",643.2643536141074
"('840.1',)",589.2170809906252
"('836.3',)",561.134324776768
"('860.2',)",478.19159579626506
"('842.2',)",355.04917516485347
"('842.3',)",305.0590807829739
"('836.2',)",301.58033702899326
"('836.1',)",289.2705193944738
"('842.1',)",256.5961064201502
"('860.3',)",244.98247795636343
"('860.1',)",208.20711638932175
"('834.3',)",187.72889470238962
"('834.2',)",172.32845882139333
"('858.1',)",168.06143619642447
"('858.3',)",152.6789539314582
"('834.1',)",150.140881536786
"('858.2',)",145.61864169415878
"('854.3',)",130.70533009812584
"('832.3',)",129.83049463825597
"('832.2',)",122.14209487534421
"('832.1',)",106.82635402386133
"('830.3',)",104.2500510591176
"('828.3',)",91.25164525327784
"('854.2',)",86.07187171931636
"('828.1',)",84.44642749749464
"('826.2',)",76.3003289043788
"('854.1',)",71.53942918060527
"('830.2',)",69.57166147449357
"('830.1',)",66.55417268176183
"('822.1',)",63.90838058853736
"('828.2',)",59.52380501411173
"('816.1',)",57.18875480362518
"('820.1',)",52.341771163805625
"('824.3',)",46.195945206551464
"('824.2',)",40.532806929708535
"('850.3',)",38.27399849405519
"('824.1',)",36.514886377280604
"('818.1',)",36.37572893334769
"('816.3',)",33.540746751783615
"('816.2',)",31.923371889020782
"('850.2',)",30.01923809172227
"('814r.3',)",24.32453172220961
"('814.3',)",20.665591204758723
"('814r.1',)",20.006784002996312
"('850.1',)",19.847822688864962
"('812.1',)",17.15125101927087
"('808.2',)",16.434055878364116
"('808.1',)",16.08719674989184
"('812.3',)",15.523759231493035
"('814.2',)",15.405503473517864
"('814r.2',)",15.230354458905822
"('812.2',)",13.7759187074592
"('814.1',)",13.657465848156066
"('806.3',)",11.672588629362522
"('802.3',)",10.361999819571482
"('808.3',)",9.871902408238894
"('810.2',)",9.54246109771642
"('806.1',)",7.572331997759717
"('806.2',)",7.366037295514395
"('802.2',)",6.792047560905658
"('802.1',)",6.573585087418709
"('800.3',)",0.38985820674094973
"('sourcebus.3',)",0.38684343745292343
"('800.2',)",0.29899486538621667
"('sourcebus.2',)",0.2966923399306512
"('800.1',)",0.2682509474578852
"('sourcebus.1',)",0.2661824093175269
