,autovalores
"('848.3',)",43332.86938702813
"('888.1',)",34859.87403275742
"('890.2',)",27528.025512957127
"('890.3',)",27523.297972584063
"('838.2',)",15086.06922405537
"('864.1',)",14929.699202188727
"('888.3',)",13317.014613598196
"('890.1',)",9023.328263337822
"('852r.1',)",7954.742889170419
"('846.3',)",5223.5956527657045
"('848.1',)",5076.905706037999
"('848.2',)",3562.5505520144875
"('852r.3',)",3329.3444765612326
"('852.3',)",3049.637452557939
"('852.2',)",2796.970418444321
"('856.2',)",2593.6999471650433
"('852.1',)",2278.4063556775254
"('852r.2',)",2105.714273841569
"('844.3',)",1827.0271719896025
"('846.1',)",1786.5795015286685
"('846.2',)",1671.1812957394638
"('844.2',)",1586.1212136984377
"('844.1',)",1451.9020264643316
"('862.3',)",1219.7744960454181
"('888.2',)",1149.2677791229185
"('862.2',)",1122.4349383004292
"('862.1',)",1100.7348103837035
"('840.3',)",1031.4284475714826
"('840.2',)",954.0653406233813
"('840.1',)",881.7512742914117
"('836.3',)",830.8218359937579
"('836.2',)",776.5790400322194
"('836.1',)",581.9390119214823
"('842.3',)",503.7726094179219
"('860.2',)",412.77185039381266
"('860.1',)",410.99440049958366
"('860.3',)",362.4255510647106
"('842.1',)",337.78596521376545
"('842.2',)",337.4192095100508
"('834.3',)",296.5453528265455
"('858.3',)",288.85211684539337
"('834.2',)",270.71312454758305
"('834.1',)",267.39700619920757
"('858.1',)",246.1925711513509
"('858.2',)",238.77338988478738
"('832.3',)",224.91493251577805
"('832.2',)",211.8455254523859
"('854.2',)",190.8755215387815
"('854.3',)",161.0420091823185
"('830.3',)",159.6226259039904
"('854.1',)",155.19060296645682
"('828.2',)",147.96532969351597
"('832.1',)",147.52770099591658
"('828.1',)",133.39191289084334
"('830.2',)",105.3117646293806
"('824.2',)",99.99611680505389
"('820.1',)",95.58271959159786
"('828.3',)",90.07207250163007
"('830.1',)",86.61213632575239
"('826.2',)",79.77007145062021
"('822.1',)",73.82068478885704
"('824.3',)",72.68204807296216
"('824.1',)",64.474109965405
"('818.1',)",57.53373462283274
"('816.3',)",52.70794525855426
"('816.1',)",51.8201040089534
"('814r.2',)",51.10068537049964
"('816.2',)",49.7432145451039
"('850.3',)",46.77658312690416
"('814r.3',)",37.88097539061943
"('850.1',)",34.68993206258664
"('850.2',)",34.40405836629245
"('814.3',)",30.503221916648332
"('810.2',)",28.957414317801522
"('808.3',)",28.25663800335987
"('808.2',)",27.769267800234953
"('814.2',)",27.009167593939267
"('814.1',)",24.592990874416003
"('814r.1',)",24.34997912226149
"('808.1',)",20.068526218305685
"('812.3',)",19.874929110804135
"('806.3',)",17.875705821975625
"('812.2',)",17.118118362052744
"('812.1',)",16.541758015084365
"('802.3',)",15.535164621099042
"('806.1',)",12.10954455787589
"('806.2',)",11.745335337715291
"('802.2',)",9.884594578281797
"('802.1',)",9.581081007319389
"('800.3',)",0.6762427998326076
"('sourcebus.3',)",0.6710111850447333
"('800.2',)",0.4783568422403893
"('sourcebus.2',)",0.474679321665095
"('800.1',)",0.39035557243419483
"('sourcebus.1',)",0.3873441836423502
