,autovalores
"('852r.3',)",36093.42899647317
"('888.1',)",31939.982635179513
"('864.1',)",24493.45596984673
"('888.2',)",19156.083721356204
"('890.2',)",13452.417157542579
"('890.1',)",12971.76490687442
"('852.3',)",11509.623337788866
"('890.3',)",6352.8874632485
"('888.3',)",5801.041272019491
"('852.1',)",3744.0523579563496
"('856.2',)",3672.707598478895
"('848.3',)",2889.9639176385494
"('848.2',)",2648.2667068782034
"('852.2',)",2319.4806044846537
"('852r.2',)",2058.7725663658257
"('852r.1',)",1921.6718887257064
"('838.2',)",1753.53698734832
"('848.1',)",1533.7323700995573
"('846.3',)",1449.0991681434589
"('846.1',)",1291.089894246379
"('846.2',)",1218.6606719117385
"('844.3',)",1152.8543333867797
"('844.2',)",1022.410117891817
"('844.1',)",871.9234671195818
"('862.3',)",854.9298461187796
"('862.2',)",814.7823179888323
"('862.1',)",809.415288351067
"('840.3',)",789.4610819768146
"('840.2',)",749.7992005363135
"('840.1',)",679.3675016229155
"('836.3',)",641.5944367368592
"('836.2',)",581.3602794622301
"('836.1',)",420.8358849143391
"('842.1',)",361.47165580554645
"('860.2',)",338.99371985404605
"('860.3',)",328.9856610688704
"('842.3',)",283.17229474889433
"('842.2',)",279.6609471817621
"('860.1',)",247.42571313341026
"('834.3',)",218.59128386381292
"('834.2',)",204.85551161523068
"('834.1',)",203.47096536023477
"('858.1',)",186.1570517738957
"('858.2',)",177.94131958023127
"('832.3',)",175.66180675850916
"('858.3',)",157.5915472065597
"('832.1',)",149.7821786381194
"('832.2',)",148.37472464220562
"('854.2',)",124.55703173109697
"('854.1',)",120.15952636311037
"('828.2',)",111.21669961474483
"('854.3',)",104.0639278159457
"('828.1',)",102.98256016599868
"('820.1',)",92.96937448229176
"('828.3',)",75.78037252123505
"('822.1',)",73.81588465605832
"('830.3',)",72.49143000477592
"('830.2',)",70.86687938817447
"('830.1',)",70.44848393511815
"('824.3',)",69.68085942752138
"('826.2',)",63.35286470808416
"('824.2',)",56.010292338150904
"('824.1',)",46.4059573443901
"('818.1',)",42.72003577749831
"('850.1',)",42.3692488827117
"('816.3',)",41.70171238661347
"('816.1',)",38.738977598068054
"('816.2',)",37.68800944220028
"('850.3',)",36.41211617520387
"('814r.3',)",27.806056767711247
"('814r.1',)",24.32623898533818
"('814r.2',)",24.27149649096605
"('850.2',)",24.076239897230995
"('812.1',)",20.52050180992878
"('808.2',)",19.99853660383497
"('808.1',)",19.613498838205924
"('814.1',)",18.872738363052722
"('812.3',)",17.58979169512398
"('814.3',)",17.389718859138856
"('812.2',)",16.30666635525907
"('814.2',)",16.170208669346984
"('806.3',)",12.994703742927848
"('806.2',)",12.522315577904221
"('810.2',)",11.976299208437592
"('808.3',)",11.57721595781133
"('802.3',)",8.645715481395179
"('806.1',)",8.410998666652159
"('802.2',)",8.042628620365264
"('802.1',)",7.778641097534668
"('800.3',)",0.47301096526440867
"('sourcebus.3',)",0.4693523105905584
"('800.2',)",0.3414363541595373
"('sourcebus.2',)",0.3388134566997724
"('800.1',)",0.31762320065274835
"('sourcebus.1',)",0.3151692840465614
