,autovalores
"('852r.1',)",47425.95207282125
"('856.2',)",36303.75108376432
"('852r.3',)",32472.300949995388
"('888.3',)",29068.878022725014
"('890.1',)",15899.545114076353
"('890.3',)",15805.532851644271
"('852.1',)",14081.743704655604
"('890.2',)",10587.157090279192
"('888.1',)",9159.694830401686
"('848.2',)",6114.9766009567265
"('848.3',)",5847.4560835457905
"('852r.2',)",4034.179673798433
"('864.1',)",3680.770174407687
"('852.3',)",3477.4912896209
"('852.2',)",3099.9600660055808
"('838.2',)",2994.053177938892
"('888.2',)",2600.228817260222
"('848.1',)",2364.7410865000493
"('846.2',)",2136.1981717682193
"('846.3',)",1996.154840716845
"('846.1',)",1915.6382154138278
"('844.3',)",1810.7394762517695
"('844.2',)",1705.5738250077868
"('844.1',)",1420.3635304653021
"('862.3',)",1347.01912574061
"('862.1',)",1314.6110762840258
"('862.2',)",1280.6769311148114
"('840.3',)",1117.9378666347754
"('840.2',)",1066.66801942472
"('840.1',)",993.166109553872
"('836.3',)",958.2981997401913
"('836.2',)",844.7573348948689
"('836.1',)",676.8410648766355
"('842.3',)",586.4596921496407
"('860.2',)",456.0992524079398
"('834.2',)",448.86973301851305
"('842.2',)",415.9468339988776
"('860.3',)",385.56129130961136
"('842.1',)",364.80167415967105
"('860.1',)",341.773383173707
"('834.3',)",338.99314133690683
"('858.3',)",315.3661775534353
"('834.1',)",305.319234520877
"('832.3',)",286.37091631148803
"('858.2',)",270.2414966193753
"('858.1',)",264.42943263589655
"('832.2',)",249.2068612679746
"('854.1',)",212.58705351957076
"('830.2',)",188.1728153471154
"('854.3',)",179.39944731100502
"('830.1',)",174.52603373439894
"('854.2',)",174.14803444903325
"('832.1',)",172.9170076632167
"('822.1',)",157.23826532830196
"('830.3',)",123.47379662391492
"('824.1',)",117.89136473073306
"('826.2',)",107.32178896768862
"('828.3',)",105.74448620864472
"('828.1',)",94.24734891451561
"('828.2',)",93.47601047114642
"('824.2',)",75.60372019846689
"('820.1',)",74.28663930153326
"('824.3',)",73.31974085752509
"('818.1',)",67.41220686323317
"('816.2',)",60.83944967002278
"('816.3',)",57.599239597294805
"('814r.2',)",55.76277499584202
"('816.1',)",55.27985364517592
"('850.3',)",50.886492954975985
"('814r.3',)",44.19636458740875
"('850.1',)",40.85006378829676
"('850.2',)",40.51276993307767
"('812.2',)",34.11644417420774
"('814.1',)",33.297005578054936
"('814.3',)",33.28389258149686
"('808.2',)",31.910593775375293
"('814.2',)",31.810245540544628
"('812.3',)",28.92701973287649
"('814r.1',)",28.64860450305088
"('808.1',)",21.79860410188492
"('812.1',)",21.583996559761804
"('806.3',)",20.947278502438323
"('810.2',)",20.160669982773346
"('808.3',)",19.476172833908894
"('802.3',)",16.864358897945163
"('806.1',)",14.248849545989584
"('806.2',)",13.811175284282825
"('802.2',)",10.734709951894075
"('802.1',)",10.40824943146013
"('800.3',)",0.79654166984454
"('sourcebus.3',)",0.7903791427686548
"('800.2',)",0.5629147936478753
"('sourcebus.2',)",0.5585862117617187
"('800.1',)",0.4239416402047298
"('sourcebus.1',)",0.4206727540345878
