,autovalores
"('852r.1',)",46822.245331190155
"('888.2',)",36091.59399039511
"('888.1',)",31726.11100462402
"('856.2',)",28846.33505692723
"('838.2',)",15772.393777530699
"('890.3',)",15691.524524194667
"('852.2',)",13975.526260128876
"('890.2',)",10351.926079802188
"('852r.3',)",8980.968722504866
"('848.2',)",5981.050820725933
"('848.3',)",5732.736914815791
"('852r.2',)",3960.9733596079823
"('852.3',)",3628.8839262117717
"('864.1',)",3410.94527117445
"('852.1',)",3058.8390853659425
"('890.1',)",2936.771029408819
"('888.3',)",2549.6619514229487
"('848.1',)",2329.3004919229793
"('846.2',)",2089.6054055299683
"('846.3',)",1962.9378929429329
"('846.1',)",1879.950990871903
"('844.3',)",1779.3885758500328
"('844.2',)",1667.2983017448155
"('844.1',)",1390.3962509259484
"('862.3',)",1317.1690507451392
"('862.1',)",1285.7166082018543
"('862.2',)",1253.4669979132452
"('840.3',)",1105.4503340079016
"('840.2',)",1049.9613932194088
"('840.1',)",974.383240848615
"('836.3',)",941.9035930255648
"('836.2',)",834.9546602708372
"('836.1',)",662.5529861714838
"('842.3',)",574.031777671726
"('860.2',)",449.7952168975032
"('834.3',)",443.3254458146524
"('842.2',)",407.6590421804738
"('860.3',)",378.5108417832693
"('842.1',)",360.8417118281278
"('860.1',)",335.0890867470054
"('834.2',)",331.43792771390054
"('858.3',)",308.1271431400107
"('834.1',)",300.193544891645
"('832.2',)",280.3737370766675
"('858.1',)",265.6635561484428
"('858.2',)",258.5144614678273
"('832.3',)",243.57485804920597
"('854.1',)",209.40936588790845
"('830.2',)",183.86599029073165
"('854.3',)",176.74887870032106
"('854.2',)",171.35325746641348
"('830.1',)",170.51778689653307
"('832.1',)",169.10005214453915
"('824.2',)",153.64067588373499
"('830.3',)",120.73419493585419
"('824.1',)",115.19107436960209
"('826.2',)",105.59328409816044
"('828.3',)",103.38475455061487
"('828.2',)",93.01396888549681
"('828.1',)",91.54579769075346
"('822.1',)",74.22554039851521
"('824.3',)",73.92221468355223
"('820.1',)",73.23608968509791
"('818.1',)",65.91768270060088
"('816.2',)",59.48199767919044
"('816.3',)",56.87011767266961
"('814r.2',)",55.075668319646546
"('816.1',)",54.49472953394239
"('850.3',)",50.2968988768106
"('814r.3',)",43.24007909275962
"('850.1',)",39.92032597759005
"('850.2',)",39.59077509616752
"('812.3',)",33.3363090086846
"('814.3',)",32.88652661981777
"('808.3',)",32.534150268324915
"('808.2',)",31.304606294196446
"('814.2',)",31.086026880683303
"('814.1',)",28.27148764703854
"('814r.1',)",27.99853079309909
"('808.1',)",21.549629477960963
"('812.2',)",21.337965037787576
"('806.3',)",20.485318750020284
"('812.1',)",19.70139402046074
"('810.2',)",19.033351266849206
"('802.3',)",16.672112235799155
"('806.1',)",13.925309339595383
"('806.2',)",13.49869686492833
"('802.2',)",10.612320651067273
"('802.1',)",10.289246690282296
"('800.3',)",0.7783804659730618
"('sourcebus.3',)",0.7723584718286202
"('800.2',)",0.5501258514222132
"('sourcebus.2',)",0.5458957164673609
"('800.1',)",0.4191061571141068
"('sourcebus.1',)",0.4158743627636653
