,autovalores
"('sourcebus.1',)",0.4604687211927162
"('sourcebus.2',)",0.6714976519470408
"('sourcebus.3',)",0.9504941785398895
"('800.1',)",0.464045380821858
"('800.2',)",0.6767019622648474
"('800.3',)",0.957905298826204
"('802.1',)",11.394638562942067
"('802.2',)",11.749731070740728
"('802.3',)",18.46552975347268
"('806.1',)",16.59091923520774
"('806.2',)",17.127164338844114
"('806.3',)",25.024144091919094
"('808.1',)",23.862787645572432
"('808.2',)",37.04591094418674
"('808.3',)",40.08051206717663
"('810.2',)",41.054719351537095
"('812.1',)",23.624252497067253
"('812.2',)",23.4080384640274
"('812.3',)",24.24058741749689
"('814.1',)",38.24225669153981
"('814.2',)",36.55246564593055
"('814.3',)",34.75877218225533
"('814r.1',)",34.431210368423585
"('814r.2',)",61.67143652359528
"('814r.3',)",52.6906141781744
"('850.1',)",49.10728408060764
"('850.2',)",48.701304583208014
"('850.3',)",55.761333438573644
"('816.1',)",72.84008806733056
"('816.2',)",61.424983989172034
"('816.3',)",64.15210270753353
"('818.1',)",80.69105666806036
"('824.1',)",74.72771272062437
"('824.2',)",73.92386816634578
"('824.3',)",90.52578942477109
"('820.1',)",141.8682312134512
"('822.1',)",122.09920337302243
"('826.2',)",102.7514108705188
"('828.1',)",112.36501741463094
"('828.2',)",189.17182029415818
"('828.3',)",126.60890640268084
"('830.1',)",147.72882475622546
"('830.2',)",210.1216730155412
"('830.3',)",226.3847285008833
"('854.1',)",239.5007018612751
"('854.2',)",198.09517712791543
"('854.3',)",201.3801198044195
"('832.1',)",206.59302989299508
"('832.2',)",338.64640051827257
"('832.3',)",299.0152052234307
"('858.1',)",306.7145974727126
"('858.2',)",318.19338643881525
"('858.3',)",349.5084575438336
"('834.1',)",379.6575782361839
"('834.2',)",405.9085958408021
"('834.3',)",495.9086647422251
"('860.1',)",508.9834687019405
"('860.2',)",398.7334424330027
"('860.3',)",397.711730394696
"('842.1',)",448.0961088374411
"('842.2',)",491.0545243966262
"('842.3',)",696.1362718843801
"('836.1',)",803.0520135137648
"('836.2',)",926.158925798547
"('836.3',)",1074.3100497321434
"('840.1',)",1176.8347451850386
"('840.2',)",1211.3510733060073
"('840.3',)",1222.8025997688567
"('862.1',)",1522.4198785677504
"('862.2',)",1569.2553748687087
"('862.3',)",1681.7715265835327
"('844.1',)",1612.1935444902613
"('844.2',)",2039.5605345289619
"('844.3',)",2052.496317803235
"('846.1',)",2226.9614166702063
"('846.2',)",2310.3909672552168
"('846.3',)",2540.700281591842
"('848.1',)",7293.534282887265
"('848.2',)",6842.161960583174
"('848.3',)",52564.533316263296
"('852r.1',)",3057.132255085219
"('852r.2',)",4690.088323269905
"('852r.3',)",2654.9609172206347
"('888.1',)",10698.94185123203
"('888.2',)",39100.08136075577
"('888.3',)",30892.268549231496
"('856.2',)",3548.104902186104
"('852.1',)",14928.933531410763
"('852.2',)",38130.53833703511
"('852.3',)",16981.768037548918
"('864.1',)",3337.6692734649096
"('838.2',)",4060.327434597137
"('890.1',)",12658.077095519435
"('890.2',)",16710.044128790625
"('890.3',)",4162.416585624781
