,autovalores
"('sourcebus.1',)",0.25224142913867786
"('sourcebus.2',)",0.28696930963470224
"('sourcebus.3',)",0.36626602540294406
"('800.1',)",0.2542008723478154
"('800.2',)",0.28919768453469374
"('800.3',)",0.3691201332250388
"('802.1',)",6.231447864560336
"('802.2',)",6.436345057767104
"('802.3',)",9.808277699171137
"('806.1',)",7.123855743512656
"('806.2',)",7.324375917225628
"('806.3',)",11.321505379447117
"('808.1',)",15.200215679648515
"('808.2',)",15.531593729739779
"('808.3',)",16.290667771034677
"('810.2',)",9.347024335181771
"('812.1',)",9.034516957112842
"('812.2',)",13.0570077917388
"('812.3',)",14.684010860917985
"('814.1',)",12.942694305646386
"('814.2',)",14.89985855098927
"('814.3',)",19.644325581999404
"('814r.1',)",18.942119366051273
"('814r.2',)",14.73144976076202
"('814r.3',)",23.493959586241896
"('850.1',)",18.793036923484966
"('850.2',)",37.17665614072342
"('850.3',)",28.411186190255528
"('816.1',)",54.05018600136037
"('816.2',)",30.300944676627612
"('816.3',)",32.1355567301039
"('818.1',)",34.59680684795996
"('824.1',)",35.28627348649898
"('824.2',)",39.172883939164144
"('824.3',)",43.73614759877882
"('820.1',)",49.588818379034684
"('822.1',)",61.306172770674124
"('826.2',)",72.11057978130597
"('828.1',)",56.43660835648613
"('828.2',)",79.78827052012184
"('828.3',)",86.23282624019171
"('830.1',)",64.39383003384387
"('830.2',)",69.15457330823357
"('830.3',)",71.23210295574405
"('854.1',)",100.07329761751373
"('854.2',)",81.56619097757556
"('854.3',)",102.06098666821224
"('832.1',)",115.5406663301439
"('832.2',)",125.65482824284896
"('832.3',)",137.9735562527593
"('858.1',)",144.26571859428145
"('858.2',)",122.85414294552626
"('858.3',)",159.13467712829132
"('834.1',)",142.9066761580394
"('834.2',)",163.7313028869976
"('834.3',)",179.82420334260388
"('860.1',)",198.37559505478654
"('860.2',)",295.97920146593435
"('860.3',)",278.6652848850473
"('842.1',)",235.86052234968005
"('842.2',)",249.37967792707173
"('842.3',)",286.36501416845744
"('836.1',)",338.6582094634987
"('836.2',)",452.1468661708213
"('836.3',)",535.7515326831375
"('840.1',)",568.5862609788062
"('840.2',)",611.1393176006156
"('840.3',)",626.4833554867904
"('862.1',)",642.7274195764799
"('862.2',)",675.8033037930383
"('862.3',)",681.13260818522
"('844.1',)",747.0995295803094
"('844.2',)",915.7758030405219
"('844.3',)",1017.5154682903815
"('846.1',)",801.1975881968882
"('846.2',)",974.7399955891312
"('846.3',)",1199.8365261627964
"('848.1',)",1254.2050296850512
"('848.2',)",1404.084374883102
"('848.3',)",1866.537626125878
"('852r.1',)",2255.4406616395827
"('852r.2',)",1618.9953294110048
"('852r.3',)",2877.839224686582
"('888.1',)",4633.251949771032
"('888.2',)",14839.937153457447
"('888.3',)",22693.51449987936
"('856.2',)",32764.77591037033
"('852.1',)",10140.982513449278
"('852.2',)",29581.694032595704
"('852.3',)",2539.1043759949353
"('864.1',)",3033.9497993258483
"('838.2',)",4965.997307216675
"('890.1',)",11641.014723321987
"('890.2',)",12276.647468510506
"('890.3',)",1641.7914998195604
