,autovalores
"('890.3',)",23768.732885114667
"('864.1',)",16816.74594082883
"('852.3',)",14406.217286621073
"('838.2',)",5896.931313551286
"('852.2',)",3681.001533279737
"('848.3',)",3111.479640904468
"('848.2',)",2804.826233149501
"('888.2',)",1196.4164291022353
"('890.1',)",1034.9681085082402
"('890.2',)",1012.4975663305873
"('852r.2',)",844.8111349909194
"('852r.1',)",673.4757132953179
"('852.1',)",570.1607170213056
"('888.1',)",551.7890761535493
"('848.1',)",474.825101763118
"('846.3',)",375.90263249210835
"('888.3',)",335.0750630246884
"('856.2',)",328.451874597751
"('852r.3',)",304.55318473291555
"('846.2',)",266.3596098680556
"('846.1',)",243.04161861575375
"('844.3',)",234.61321657798692
"('844.2',)",191.50577616479987
"('844.1',)",191.20002764763737
"('862.3',)",186.8341109540468
"('862.2',)",173.72008681402158
"('862.1',)",171.77052817948336
"('840.3',)",144.82213577136957
"('840.2',)",137.72144674260338
"('840.1',)",128.238296860017
"('836.3',)",111.4142841567888
"('836.2',)",111.25820119325506
"('836.1',)",106.67703738399425
"('842.3',)",99.48096379105827
"('860.3',)",86.82819850339294
"('842.2',)",84.63127176254572
"('842.1',)",75.72525452389709
"('860.2',)",62.1866330167891
"('834.3',)",53.40417529160442
"('860.1',)",50.505197567353534
"('834.2',)",43.47218281332344
"('834.1',)",42.93118180870316
"('832.2',)",36.55755387595008
"('858.3',)",34.13622752124984
"('832.3',)",32.70114683148471
"('858.2',)",30.512039562906327
"('832.1',)",28.908091803952658
"('854.3',)",27.42776242960319
"('854.2',)",27.01610195834599
"('858.1',)",26.418956722359347
"('854.1',)",24.686707740445723
"('830.3',)",22.646399749913773
"('830.2',)",21.738736002352134
"('826.2',)",16.878390785003
"('828.2',)",16.810994687196814
"('828.3',)",15.986287260036702
"('822.1',)",15.489886192975435
"('830.1',)",15.481732564749363
"('824.3',)",15.084143570024796
"('828.1',)",14.069654513527945
"('824.1',)",13.412748083516764
"('820.1',)",11.141138535318628
"('816.1',)",10.285451699084597
"('824.2',)",9.375599231632112
"('816.3',)",9.086344535260466
"('818.1',)",9.0808049489936
"('816.2',)",8.37843149074575
"('850.2',)",6.7150422941500425
"('814r.3',)",6.068870737238725
"('850.3',)",6.020952880916539
"('850.1',)",6.019110443257176
"('814r.2',)",5.526016669551306
"('814.1',)",4.458519826478756
"('812.3',)",3.9613330519655485
"('812.2',)",3.559623592867615
"('814r.1',)",3.523419157124969
"('808.2',)",3.380720531990749
"('814.2',)",2.9934155933035353
"('808.1',)",2.9396955593397363
"('814.3',)",2.8962055846952404
"('806.3',)",2.8749163708556127
"('808.3',)",2.800182554085926
"('810.2',)",2.559517756696936
"('812.1',)",2.53400156022613
"('802.3',)",1.9501309323081293
"('806.1',)",1.7517201264785849
"('806.2',)",1.7009971083617401
"('802.2',)",1.2597718039488974
"('802.1',)",1.2229749706347521
"('800.3',)",0.118103878916704
"('800.1',)",0.11719039004052537
"('800.2',)",0.06915467519017827
"('sourcebus.2',)",0.06861920743264374
"('sourcebus.3',)",0.04974381299458096
"('sourcebus.1',)",0.049360913510526516
