,autovalores
"('890.2',)",24775.104499235033
"('888.3',)",18082.934145661242
"('856.2',)",15400.706015633326
"('890.1',)",6550.497696804696
"('852.2',)",4420.361742632535
"('888.1',)",3701.75572826172
"('852r.3',)",3475.1542883167167
"('852r.2',)",1395.2585884243404
"('838.2',)",1254.1775597717767
"('890.3',)",1176.4967108245858
"('852r.1',)",987.3310420809119
"('852.1',)",795.7273895618671
"('848.3',)",686.1065708492624
"('848.2',)",649.5649153349677
"('848.1',)",565.3068187821805
"('846.3',)",457.000320881661
"('864.1',)",392.32340050996595
"('852.3',)",386.3004483272671
"('888.2',)",361.84979475113687
"('846.2',)",314.01391443103284
"('846.1',)",294.52111455759956
"('844.3',)",275.7224551273046
"('862.3',)",233.7014445246293
"('844.1',)",229.1371171538432
"('844.2',)",223.91242776288044
"('862.1',)",207.5166659831917
"('862.2',)",197.49723455327685
"('840.3',)",176.43613954648097
"('840.2',)",168.8573079767572
"('836.3',)",152.38852287279948
"('840.1',)",136.53519332138782
"('836.2',)",130.66803992765279
"('836.1',)",122.48180470322752
"('842.3',)",113.08114716758398
"('842.2',)",107.19113244806105
"('842.1',)",99.49540494764756
"('860.3',)",87.85266879396958
"('860.2',)",74.58047128303464
"('860.1',)",64.14163457914162
"('834.3',)",54.77369511705321
"('834.1',)",52.06925161220364
"('834.2',)",48.265391441455186
"('832.3',)",43.15790703957309
"('858.3',)",41.87622682945324
"('858.1',)",39.98413786921313
"('858.2',)",37.40024454862696
"('854.2',)",34.50945765838695
"('854.3',)",33.890070094740366
"('854.1',)",33.03916915517734
"('832.1',)",30.378995763864
"('832.2',)",29.98583775840917
"('830.3',)",27.946734752102163
"('830.2',)",26.781316024461805
"('822.1',)",20.50996296353341
"('828.2',)",20.009441504845793
"('830.1',)",19.05710584934973
"('824.3',)",18.716390584829288
"('828.3',)",18.151104969825234
"('826.2',)",18.054991647737626
"('824.1',)",16.29772334851265
"('828.1',)",15.984595434512462
"('820.1',)",13.710700162923233
"('816.1',)",12.703987686514614
"('824.2',)",11.5331178433976
"('816.3',)",10.801913658856423
"('816.2',)",10.341140920592109
"('818.1',)",10.318372184256795
"('850.3',)",8.261645618939477
"('850.1',)",7.405442220448095
"('814r.3',)",6.891370232804161
"('850.2',)",6.836510164013775
"('814r.2',)",6.8048691802936885
"('814.3',)",5.08302987475595
"('814.2',)",4.869711342848828
"('814.1',)",4.384679537593129
"('814r.1',)",4.339953841449673
"('808.2',)",4.158842454410865
"('808.1',)",3.642191163701684
"('806.3',)",3.561631426183901
"('808.3',)",3.4505517940561137
"('812.3',)",3.3989417308933847
"('812.2',)",3.2887034696988655
"('810.2',)",3.15119575619358
"('812.1',)",3.1199986322170177
"('802.3',)",2.39678715919844
"('806.1',)",2.1577113301467605
"('806.2',)",2.0952376537552966
"('802.2',)",1.5511183344084518
"('802.1',)",1.505594125507943
"('800.3',)",0.13411942613349326
"('sourcebus.3',)",0.13308272556923412
"('800.2',)",0.0851841977583903
"('sourcebus.2',)",0.08452460996523915
"('800.1',)",0.06124896132963292
"('sourcebus.1',)",0.060777492438196176
