,autovalores
"('846.1',)",57637.1926938849
"('844.3',)",46185.8016292943
"('852r.1',)",40000.325612135595
"('852r.2',)",32575.72572443978
"('838.2',)",18012.92799982506
"('890.2',)",17609.960554815316
"('864.1',)",15755.748654984358
"('890.1',)",14774.846934388266
"('888.3',)",12249.18103928825
"('848.3',)",8529.64831168575
"('848.2',)",7857.326848836416
"('852r.3',)",5378.136654539343
"('856.2',)",4776.9690762061355
"('852.3',)",4616.2385119950095
"('852.1',)",4034.0938177523167
"('890.3',)",3624.27247805552
"('888.1',)",3490.8380935227246
"('846.3',)",3001.6004707142324
"('848.1',)",2897.551554052277
"('888.2',)",2651.0623564202956
"('846.2',)",2549.182925149786
"('852.2',)",2410.2111141412893
"('844.2',)",2245.7637536456264
"('844.1',)",1951.6976976914466
"('862.3',)",1895.6580204410602
"('862.2',)",1837.380561540074
"('862.1',)",1779.7289109240576
"('840.3',)",1396.090955042256
"('840.2',)",1344.4324119015262
"('840.1',)",1317.377260440724
"('836.3',)",1178.0579314720055
"('836.1',)",1004.438919292431
"('836.2',)",936.3137693672336
"('842.3',)",812.0996528581331
"('842.2',)",572.2321476109234
"('860.3',)",560.4598576668254
"('834.1',)",542.6321671424715
"('842.1',)",516.5949926510393
"('834.2',)",476.98803503869016
"('860.2',)",455.78807514046247
"('834.3',)",448.3763004839882
"('860.1',)",429.330826651466
"('858.3',)",393.9824968246912
"('858.2',)",392.6546268673433
"('858.1',)",374.6033320547142
"('832.3',)",352.8647918800395
"('832.2',)",340.7929129232817
"('854.2',)",267.79290192294167
"('854.3',)",265.45169297977793
"('830.1',)",248.15180843651444
"('832.1',)",242.124015381019
"('830.2',)",223.26889333201095
"('854.1',)",222.39068223735953
"('830.3',)",222.2273716413512
"('828.3',)",173.45779310120957
"('820.1',)",167.48624025689872
"('828.2',)",148.71909697264715
"('822.1',)",136.9355743959793
"('828.1',)",132.11321707264332
"('826.2',)",111.15492510178318
"('824.3',)",106.41424995408667
"('824.2',)",94.84860652568855
"('816.3',)",85.56260763955687
"('824.1',)",75.06009565058581
"('818.1',)",74.37936018794676
"('816.2',)",71.12288011178222
"('814r.2',)",67.70920851258626
"('816.1',)",66.81356252044401
"('814r.3',)",61.726039721078735
"('850.3',)",60.41428864750624
"('850.1',)",57.93137503322509
"('850.2',)",57.45183110574592
"('812.3',)",48.479850042934444
"('812.2',)",47.33781038820471
"('814.3',)",45.10714191090036
"('812.1',)",42.08741580635267
"('814.2',)",41.00074648126403
"('814r.1',)",40.62005056581178
"('814.1',)",39.66116871090194
"('808.1',)",29.33106381296504
"('810.2',)",28.602382250895896
"('808.3',)",27.6080791884474
"('806.3',)",25.838339328772236
"('808.2',)",25.577229783371823
"('806.2',)",20.20838771341289
"('802.3',)",20.005484437976612
"('806.1',)",19.565530138328274
"('802.2',)",12.72144749229979
"('802.1',)",12.338465419111841
"('800.3',)",1.1304790643239624
"('sourcebus.3',)",1.1217326923629003
"('800.2',)",0.7985370600119631
"('sourcebus.2',)",0.7923952831736242
"('800.1',)",0.5024394657240292
"('sourcebus.1',)",0.49856800495423886
