,autovalores
"('838.2',)",29307.3973417002
"('852.2',)",24589.643150146854
"('852.1',)",19806.840932485557
"('890.1',)",10026.377888915455
"('890.2',)",8970.399212442218
"('890.3',)",8946.068909314063
"('852.3',)",7484.952144939094
"('852r.1',)",3066.41742348391
"('848.3',)",2981.9121429420147
"('864.1',)",2124.629664147619
"('856.2',)",1916.4283592437362
"('852r.3',)",1753.6259809372773
"('852r.2',)",1595.3028595829173
"('888.3',)",1207.2780684894083
"('888.2',)",1199.7590895243845
"('848.2',)",1042.2066452851902
"('848.1',)",895.2718895870881
"('888.1',)",876.1462627071982
"('846.3',)",747.855413928951
"('846.2',)",655.5738464158821
"('846.1',)",649.3329469390962
"('844.2',)",575.5536556956123
"('844.3',)",534.8427483659831
"('844.1',)",501.14307070430334
"('862.3',)",498.2675676719788
"('862.2',)",422.6567609809298
"('862.1',)",418.0426269450237
"('840.3',)",410.6349095816657
"('840.2',)",408.7774908533978
"('840.1',)",375.1689381660933
"('836.3',)",338.4680043048751
"('842.2',)",275.06304071850093
"('836.1',)",229.6503149677446
"('842.3',)",225.75404776743397
"('842.1',)",198.00600083117772
"('836.2',)",192.23427474626934
"('860.3',)",181.4978652759274
"('860.2',)",166.10376633128203
"('860.1',)",133.27222001129883
"('834.3',)",119.88877887676773
"('834.2',)",102.81696236617124
"('858.3',)",98.25186370630055
"('834.1',)",91.0444985577851
"('830.3',)",87.88662830817854
"('854.2',)",87.28172856516504
"('854.1',)",85.10888915094245
"('858.1',)",75.55428403384127
"('832.3',)",70.66937816649762
"('832.2',)",69.24494684274327
"('858.2',)",67.64846089867642
"('854.3',)",66.04782507589411
"('832.1',)",64.33976635059203
"('830.2',)",52.90788432287497
"('828.3',)",52.23225555370901
"('828.1',)",48.24307491397353
"('830.1',)",46.371696376269014
"('822.1',)",43.74191848330297
"('826.2',)",42.097444138048964
"('828.2',)",34.63338560074581
"('816.2',)",32.859169443959566
"('820.1',)",32.11354599883596
"('850.3',)",28.586151382241656
"('824.3',)",28.11704033920578
"('824.2',)",28.070540825724436
"('824.1',)",25.405902107337177
"('818.1',)",22.762111610074683
"('816.3',)",20.727984600226247
"('816.1',)",18.669891206052732
"('850.2',)",18.122770747690844
"('850.1',)",16.928887354036622
"('814.3',)",12.20735401178047
"('814r.1',)",12.196435914641214
"('814r.3',)",12.112307651459648
"('814.2',)",10.721231261701393
"('814r.2',)",10.597503212496061
"('808.2',)",10.244990497679666
"('806.3',)",9.3980621697064
"('808.1',)",9.190518650235669
"('812.3',)",9.186628087274324
"('812.1',)",8.386186275833422
"('812.2',)",7.986089591069419
"('814.1',)",7.9107501551573325
"('808.3',)",6.0229568133215725
"('802.3',)",6.014742811352381
"('810.2',)",5.81650637330083
"('806.2',)",5.269197467728576
"('806.1',)",5.12672134043297
"('802.2',)",3.933307376133502
"('802.1',)",3.8138778564426983
"('800.3',)",0.23778140446233725
"('sourcebus.2',)",0.23594684738155328
"('800.2',)",0.20803859826833848
"('sourcebus.3',)",0.20642884065624253
"('800.1',)",0.15533036823286958
"('sourcebus.1',)",0.15413434710262192
