,autovalores
"('890.3',)",12096.442769733667
"('852.1',)",5269.824565831047
"('856.2',)",4596.2697317501115
"('888.3',)",1599.1016126526918
"('852.3',)",509.60993530912214
"('888.2',)",494.1673420777075
"('846.3',)",302.04861921064224
"('888.1',)",262.5024992722674
"('852r.3',)",210.23452604895527
"('852r.2',)",175.60128567300342
"('852.2',)",144.6578006502374
"('890.2',)",119.76639861810729
"('852r.1',)",101.73101314727434
"('838.2',)",77.14710421085023
"('890.1',)",75.51248885355879
"('864.1',)",73.87742537388456
"('848.2',)",66.11946071234034
"('846.2',)",59.1041457302849
"('848.3',)",54.497416912158386
"('848.1',)",54.28494951068707
"('846.1',)",49.00626889268235
"('844.3',)",40.69631492275289
"('844.2',)",35.0535637947731
"('844.1',)",31.820612557668227
"('862.3',)",30.32124708126155
"('862.2',)",27.642908977428892
"('862.1',)",25.50396744786101
"('840.3',)",23.708714038435588
"('840.1',)",22.477214516308873
"('840.2',)",21.233441357369323
"('836.3',)",19.73543980242345
"('836.2',)",18.885110639410787
"('836.1',)",16.246182071292832
"('842.3',)",15.793795450273038
"('842.2',)",15.026996462428354
"('842.1',)",13.636606912251235
"('860.2',)",10.553490983067777
"('860.1',)",10.38832947546766
"('860.3',)",10.132726806121742
"('834.3',)",7.835637383261923
"('834.2',)",7.2656917438260695
"('858.2',)",6.498591835300943
"('834.1',)",6.256943024084072
"('858.3',)",6.195482231171771
"('858.1',)",5.207231103806852
"('832.3',)",4.607776142224828
"('854.2',)",4.4948305705377445
"('832.1',)",4.070513006711351
"('832.2',)",4.020234534476895
"('854.3',)",3.7671050925449143
"('854.1',)",3.286484832598277
"('830.2',)",3.0857734061606523
"('830.1',)",2.9741795043404293
"('830.3',)",2.7710250064586157
"('828.3',)",2.581496578912151
"('828.2',)",2.5072772259527505
"('828.1',)",2.5057029904261796
"('822.1',)",2.089032443659955
"('826.2',)",1.9887960630813126
"('816.2',)",1.8292759898170425
"('816.3',)",1.6467238999569134
"('824.3',)",1.5396651671309916
"('818.1',)",1.5194010979179915
"('820.1',)",1.5156204154302775
"('824.1',)",1.4299942142940414
"('824.2',)",1.41989878914775
"('850.1',)",1.2245890710888783
"('816.1',)",1.2012236519172987
"('850.3',)",1.0763640512383785
"('814r.3',)",0.9980846313161799
"('850.2',)",0.9142858423119644
"('814r.2',)",0.8201851350148404
"('814.2',)",0.7120939417895341
"('814r.1',)",0.7058575678704636
"('814.3',)",0.681896041776952
"('812.3',)",0.5420607827717372
"('812.2',)",0.4562995312200068
"('814.1',)",0.45157047557754604
"('808.2',)",0.3768339101929693
"('808.3',)",0.35780423133305567
"('810.2',)",0.34769712409923664
"('812.1',)",0.3440949385091111
"('806.1',)",0.3161795198038022
"('802.3',)",0.31049535038977705
"('806.2',)",0.26702887085927707
"('806.3',)",0.22448923337659876
"('808.1',)",0.21807415196286478
"('802.2',)",0.17105819343938838
"('802.1',)",0.1661705879081686
"('800.3',)",0.027803819600136448
"('800.2',)",0.027586963300469506
"('800.1',)",0.008860527751057369
"('sourcebus.2',)",0.008791842682358891
"('sourcebus.3',)",0.006753160589319563
"('sourcebus.1',)",0.00670117000353557
