,autovalores
"('sourcebus.1',)",0.32607178980184004
"('sourcebus.2',)",0.35316645340021846
"('sourcebus.3',)",0.4929702913569899
"('800.1',)",0.3286106134091287
"('800.2',)",0.35590012122008596
"('800.3',)",0.49681320407614354
"('802.1',)",8.051043558110882
"('802.2',)",8.32107695143052
"('802.3',)",9.011432122545862
"('806.1',)",8.762326351561672
"('806.2',)",13.403556053172755
"('806.3',)",13.076870742949335
"('808.1',)",20.61657892374315
"('808.2',)",12.159208236821707
"('808.3',)",12.578614385557508
"('810.2',)",20.998004654484774
"('812.1',)",21.474920772206104
"('812.2',)",19.8281949873362
"('812.3',)",16.875439151204446
"('814.1',)",18.32805095449653
"('814.2',)",16.730210073516304
"('814.3',)",18.12467673790453
"('814r.1',)",25.223489861123035
"('814r.2',)",25.494518473844316
"('814r.3',)",28.885377777472666
"('850.1',)",25.28632329295567
"('850.2',)",43.47074223500914
"('850.3',)",38.23021821050841
"('816.1',)",39.049559652850434
"('816.2',)",40.13759125784182
"('816.3',)",43.371810837972205
"('818.1',)",44.18570455301573
"('824.1',)",48.338448603915914
"('824.2',)",58.808162023372624
"('824.3',)",73.24150598836988
"('820.1',)",76.52403273882014
"('822.1',)",66.49612120447927
"('826.2',)",97.71905014421024
"('828.1',)",108.2655241699266
"('828.2',)",116.90501641910757
"('828.3',)",71.15663348214414
"('830.1',)",78.88811082883227
"('830.2',)",72.91206535719249
"('830.3',)",72.7039639176381
"('854.1',)",124.51123559707186
"('854.2',)",109.19180691811378
"('854.3',)",154.95548567943948
"('832.1',)",129.28184553545807
"('832.2',)",155.84204582987914
"('832.3',)",165.5033907251062
"('858.1',)",184.11598360746285
"('858.2',)",185.57936168834604
"('858.3',)",195.69842895582644
"('834.1',)",213.5348883812063
"('834.2',)",213.4919598361106
"('834.3',)",227.4860739065964
"('860.1',)",258.5277546728304
"('860.2',)",289.22504115487703
"('860.3',)",290.230473922539
"('842.1',)",348.1203003907098
"('842.2',)",339.6634237239627
"('842.3',)",378.3779548582216
"('836.1',)",439.70068304596896
"('836.2',)",610.5416003291193
"('836.3',)",660.3425796480868
"('840.1',)",705.8237909193606
"('840.2',)",775.8896991261967
"('840.3',)",827.800632747193
"('862.1',)",842.8104565477457
"('862.2',)",853.9983146087707
"('862.3',)",879.6810517460157
"('844.1',)",911.9672628910837
"('844.2',)",1072.8286096681584
"('844.3',)",1205.6739566425163
"('846.1',)",1353.606614659709
"('846.2',)",1605.544885458892
"('846.3',)",1823.9840350940804
"('848.1',)",1492.2196634940813
"('848.2',)",2154.0000182834674
"('848.3',)",2415.260467174193
"('852r.1',)",3850.6693630281734
"('852r.2',)",6061.511072275785
"('852r.3',)",32350.23303802483
"('888.1',)",36932.799553564786
"('888.2',)",2964.4199634540796
"('888.3',)",3908.381416342884
"('856.2',)",20139.230111595447
"('852.1',)",24878.53236375197
"('852.2',)",2732.7631079810812
"('852.3',)",11770.648400368113
"('864.1',)",1993.3071292035925
"('838.2',)",1273.541364435262
"('890.1',)",13235.492325844614
"('890.2',)",13679.91517849106
"('890.3',)",6667.799772458805
