,autovalores
"('852r.1',)",38819.750859972715
"('852r.3',)",33166.90014383319
"('864.1',)",25699.961704250687
"('852r.2',)",22310.110120153167
"('890.2',)",14141.79131060972
"('890.1',)",13780.99758286522
"('852.3',)",12293.555843275355
"('890.3',)",7361.923660476772
"('888.3',)",6629.463465644179
"('888.2',)",4282.140416560906
"('888.1',)",4229.872457280903
"('856.2',)",3128.903563247997
"('852.1',)",2915.874904235453
"('852.2',)",2614.935354722847
"('848.3',)",2359.3629219565737
"('838.2',)",2161.4227269507437
"('848.1',)",1966.1562271215894
"('846.3',)",1761.8161746118456
"('846.2',)",1583.2805401641378
"('846.1',)",1491.5121813539895
"('848.2',)",1393.3626214178287
"('844.2',)",1320.7468820424913
"('844.1',)",1184.1809748234368
"('844.3',)",1003.047346654264
"('862.3',)",940.755382630526
"('862.2',)",928.3739588333024
"('862.1',)",920.6536870413801
"('840.3',)",910.5265285784601
"('840.2',)",830.3777628785034
"('840.1',)",761.9907252264688
"('836.3',)",699.5593904173143
"('836.2',)",673.9200325220834
"('836.1',)",481.4520280961377
"('842.3',)",415.4986416494136
"('842.1',)",367.5621921653755
"('842.2',)",362.3683589957416
"('860.2',)",310.290929038028
"('860.3',)",305.0295138602948
"('860.1',)",282.72839668933744
"('834.3',)",247.51344982698487
"('834.1',)",235.71791857477277
"('834.2',)",231.5030202932051
"('858.3',)",216.7656611813525
"('858.1',)",202.61997568675918
"('858.2',)",201.98765169469058
"('832.3',)",182.97056097446512
"('832.2',)",172.31713443515397
"('854.3',)",166.01881662782878
"('832.1',)",139.25844929931046
"('854.1',)",133.87279101150003
"('828.1',)",129.4618141060656
"('854.2',)",120.49725745371218
"('826.2',)",119.93037715359917
"('822.1',)",108.20433126650889
"('828.2',)",86.34634045453534
"('824.3',)",82.34637317363544
"('824.2',)",81.10335681391874
"('830.1',)",77.53868180395907
"('830.2',)",73.43318989219735
"('830.3',)",73.10780048743601
"('828.3',)",71.707725452664
"('820.1',)",64.98088631890339
"('824.1',)",52.902464581476906
"('816.3',)",47.36048827655795
"('818.1',)",46.983281251979996
"('850.2',)",45.82006591052402
"('816.1',)",43.124359629616336
"('850.3',)",42.23685010425953
"('816.2',)",41.66594028611296
"('814r.2',)",31.403685339486465
"('814r.3',)",28.193159485366337
"('850.1',)",27.962082361233
"('814.3',)",27.001352176689718
"('812.1',)",23.61004813502535
"('810.2',)",23.149356153244174
"('808.3',)",22.822197268897398
"('814.1',)",21.938287403308504
"('812.3',)",20.094581525482365
"('814r.1',)",19.883197971038285
"('812.2',)",17.948919675102836
"('814.2',)",17.78534427891854
"('806.3',)",14.62533114685916
"('806.2',)",13.944130878736672
"('808.2',)",13.910595014518218
"('808.1',)",13.445773659884706
"('802.3',)",9.886648350252754
"('806.1',)",9.60256874906774
"('802.2',)",8.84555544124466
"('802.1',)",8.566051132090987
"('800.3',)",0.5494544180872001
"('sourcebus.3',)",0.5452040434750612
"('800.2',)",0.3905006344552203
"('sourcebus.2',)",0.38750030932090496
"('800.1',)",0.34931470927629543
"('sourcebus.1',)",0.3466173091117545
