,autovalores
"('890.3',)",16909.541716738127
"('864.1',)",9161.494568895643
"('852.3',)",7949.93511691336
"('838.2',)",2804.983056157717
"('852r.2',)",1104.3963936734663
"('852r.1',)",1008.1819195592282
"('846.3',)",733.109572690331
"('852r.3',)",481.45273525086975
"('890.2',)",395.0234312587412
"('888.1',)",330.7958736978205
"('890.1',)",300.8146287344198
"('852.2',)",230.8287999801765
"('852.1',)",216.43965909712645
"('848.2',)",156.4254560219008
"('848.3',)",151.3210340190017
"('856.2',)",139.44655321908837
"('848.1',)",131.9009482540523
"('888.3',)",115.64680865837379
"('846.2',)",102.11742742975225
"('846.1',)",91.358495488012
"('888.2',)",88.08886157641084
"('844.3',)",84.42502624731262
"('844.2',)",73.22548091728912
"('862.3',)",69.10602651022974
"('836.3',)",57.88731239807775
"('844.1',)",55.04993787834909
"('840.2',)",53.482676644858536
"('840.1',)",50.064724667939544
"('840.3',)",44.90484788613285
"('862.1',)",42.22442410104805
"('862.2',)",41.09574150265786
"('836.2',)",39.35794121908227
"('836.1',)",32.08378390020227
"('842.1',)",31.448996014687218
"('842.3',)",30.14931658594671
"('842.2',)",29.988388921309014
"('860.1',)",23.594841326214006
"('860.3',)",21.480370434517877
"('860.2',)",21.099496388045843
"('834.3',)",16.677288332195015
"('834.2',)",15.696091642541433
"('834.1',)",12.922785829742551
"('858.2',)",12.724444006742608
"('858.3',)",11.371494120643074
"('832.3',)",10.095455388876733
"('858.1',)",9.75410706520809
"('832.1',)",9.573924544019777
"('832.2',)",8.701037467796484
"('854.1',)",7.327659567447704
"('830.1',)",7.20743951464661
"('830.2',)",7.157193426769562
"('854.2',)",6.880269160326986
"('854.3',)",6.641322512300126
"('828.3',)",6.086564334428085
"('830.3',)",6.012382299774316
"('828.2',)",5.88281626088153
"('826.2',)",5.428321717452899
"('828.1',)",4.326061779856627
"('818.1',)",4.308080445604509
"('816.3',)",3.9626976011946295
"('824.3',)",3.8347218434456978
"('850.3',)",3.6057582392898486
"('822.1',)",3.1769681671025567
"('820.1',)",3.052907629681138
"('850.2',)",2.78867487394102
"('824.1',)",2.612992330687443
"('816.1',)",2.607007054975939
"('824.2',)",2.588035185554913
"('816.2',)",2.340744463775145
"('850.1',)",1.9161615454897667
"('814r.2',)",1.8576598359068548
"('814r.3',)",1.7186074521621777
"('814.2',)",1.5465368748855046
"('814.3',)",1.2865914161261232
"('814r.1',)",1.2437282200515887
"('812.3',)",1.1346117458390088
"('812.2',)",0.9928858341152836
"('814.1',)",0.9826951813951876
"('808.2',)",0.9084355252859254
"('810.2',)",0.7799276613418736
"('808.1',)",0.7681578881276325
"('806.3',)",0.7523625832075683
"('808.3',)",0.7289700477601617
"('812.1',)",0.7214891454747193
"('802.3',)",0.5592812392886721
"('806.1',)",0.48853318752223646
"('806.2',)",0.47451399993190063
"('802.2',)",0.3586729050030455
"('802.1',)",0.34838581173624483
"('800.3',)",0.05071687712368736
"('800.1',)",0.050322793238794114
"('800.2',)",0.019284358977797882
"('sourcebus.2',)",0.019134990113143815
"('sourcebus.3',)",0.014161444893302677
"('sourcebus.1',)",0.014052436977390614
