,autovalores
"('890.2',)",26688.932903673765
"('888.2',)",20507.152155832628
"('888.3',)",17230.51066657834
"('890.1',)",7911.944765700564
"('852.1',)",6109.644860199278
"('856.2',)",5166.859356901389
"('852.2',)",5061.456044848753
"('852r.2',)",1887.5858444533828
"('852r.3',)",1814.6358841659564
"('890.3',)",1519.106652446555
"('852r.1',)",1309.4399431460108
"('848.3',)",1082.7023325599791
"('848.1',)",1000.7930895600995
"('846.3',)",846.7613600819468
"('838.2',)",769.7472923467286
"('846.2',)",652.0792701212054
"('848.2',)",553.326929245062
"('864.1',)",538.8618613367831
"('846.1',)",468.9027079091929
"('852.3',)",437.7062422924165
"('844.3',)",414.77218673728385
"('844.1',)",357.5119521741703
"('844.2',)",340.72339242179237
"('888.1',)",331.4934613757505
"('862.3',)",308.2863729217233
"('862.1',)",284.496931438889
"('862.2',)",261.811610934456
"('840.3',)",253.2234518882375
"('840.2',)",246.69152659160628
"('840.1',)",219.81994535355778
"('836.3',)",199.69794012165656
"('842.2',)",167.81953010874383
"('836.2',)",157.92857804429477
"('836.1',)",157.7253389510658
"('842.3',)",142.15631974583596
"('842.1',)",133.49858640964217
"('860.3',)",116.40651609706299
"('860.2',)",105.59716907177774
"('860.1',)",88.1197219166598
"('834.3',)",74.14296419413465
"('834.2',)",61.332757469822305
"('858.3',)",61.10661238003856
"('858.1',)",58.409275121256705
"('858.2',)",58.239485577611305
"('834.1',)",56.17155523684184
"('832.3',)",54.49894722724427
"('832.1',)",50.524830993212944
"('854.3',)",49.986899352421695
"('854.2',)",45.64709434432209
"('832.2',)",44.69598682831074
"('854.1',)",41.35721094619271
"('830.2',)",39.49180237085265
"('830.3',)",37.75622609762716
"('826.2',)",30.210348901849304
"('830.1',)",27.97027065920871
"('828.1',)",27.800474260123487
"('828.2',)",27.5168442166968
"('824.3',)",25.47939564696666
"('828.3',)",22.873573320785965
"('824.1',)",21.456491960479465
"('822.1',)",20.22949565142275
"('820.1',)",20.09546319135708
"('816.2',)",18.75892715015794
"('824.2',)",16.929125511691108
"('818.1',)",15.175389149949025
"('816.3',)",14.810553989230165
"('850.3',)",13.064430267439501
"('816.1',)",12.148085761808463
"('850.2',)",10.893334091640792
"('814r.3',)",10.012771129121097
"('814r.2',)",8.68533055390053
"('850.1',)",8.616443071578603
"('814.2',)",7.150763555615424
"('814.3',)",6.446425327332393
"('814.1',)",6.445764992397514
"('814r.1',)",6.379414379701262
"('808.2',)",6.084479357613551
"('808.1',)",5.414780396478545
"('806.3',)",5.294617210968216
"('810.2',)",5.080002087460142
"('808.3',)",4.642935224467442
"('812.3',)",4.597682577404593
"('812.2',)",4.284052272517633
"('812.1',)",4.144422966029409
"('802.3',)",3.5187947876415295
"('806.1',)",3.171810046923025
"('806.2',)",3.080614290807421
"('802.2',)",2.285829912801202
"('802.1',)",2.218001266491754
"('800.3',)",0.16908222344764864
"('sourcebus.3',)",0.16777685630736752
"('800.2',)",0.12522667606568536
"('sourcebus.2',)",0.12425693647337342
"('800.1',)",0.09026438690653117
"('sourcebus.1',)",0.08956963963529632
