,autovalores
"('888.3',)",37943.54001387866
"('856.2',)",32773.19587657995
"('852.3',)",25307.781410284926
"('888.2',)",21328.00092241865
"('890.2',)",13974.790088638429
"('890.1',)",13565.016604064978
"('864.1',)",12088.031246015644
"('890.3',)",7048.114656768542
"('852r.2',)",6375.655412561756
"('888.1',)",4109.916650038306
"('852r.3',)",4060.594825111512
"('852r.1',)",3053.1396708702255
"('852.2',)",2830.2477701186426
"('848.3',)",2524.8910561870443
"('848.2',)",2265.4528553058267
"('838.2',)",2084.4317665550093
"('848.1',)",1904.7912052198756
"('846.3',)",1691.5448242032376
"('846.1',)",1542.6063123314416
"('844.3',)",1429.380762052004
"('852.1',)",1339.174375305254
"('844.2',)",1268.9120280585819
"('844.1',)",1133.7926284393145
"('846.2',)",961.7434443247942
"('862.3',)",906.9502479981815
"('862.2',)",901.3677413983404
"('862.1',)",884.5713850585809
"('840.3',)",873.4590629790962
"('840.2',)",805.9064439928536
"('840.1',)",737.1789537916657
"('836.3',)",682.1277628082921
"('836.2',)",645.5503389692196
"('836.1',)",462.2557712955484
"('842.3',)",398.5380877883331
"('842.1',)",358.8812603644239
"('842.2',)",352.2288663609993
"('860.2',)",300.7213934123369
"('860.3',)",298.4246617538516
"('860.1',)",271.836600188388
"('834.3',)",238.47815521006777
"('834.1',)",226.28807800966916
"('834.2',)",223.58359414473347
"('858.3',)",207.79218373274855
"('858.2',)",195.11141665279547
"('858.1',)",194.7487574418803
"('832.3',)",175.71490360589738
"('832.2',)",165.50234256942542
"('854.3',)",161.0725550880257
"('832.1',)",135.08726773035374
"('854.1',)",129.67890068882238
"('830.3',)",123.7817103603929
"('854.2',)",115.38615664410527
"('828.1',)",114.65325576436867
"('826.2',)",103.4612035008423
"('830.2',)",82.90078869990168
"('820.1',)",79.8254062426268
"('824.2',)",77.54673073048531
"('828.3',)",75.55178192049128
"('830.1',)",72.93514625569003
"('828.2',)",71.47203286184957
"('822.1',)",70.29587269278764
"('824.3',)",62.189420412406236
"('824.1',)",50.80039943471947
"('816.3',)",45.80276284639111
"('818.1',)",45.488493366833566
"('850.1',)",44.77042151789068
"('816.1',)",41.79063892189497
"('816.2',)",40.53829342134444
"('850.3',)",40.425664744988126
"('814r.3',)",30.244017040337624
"('814r.2',)",26.971726227907798
"('850.2',)",26.75104553188632
"('814r.1',)",26.229464551712994
"('812.1',)",22.637055246852622
"('810.2',)",22.187079811655366
"('808.1',)",21.8267124047656
"('812.2',)",20.98709537148007
"('812.3',)",19.278968337065617
"('814.3',)",19.071686250104054
"('814.1',)",17.48706036330055
"('814.2',)",17.331254472850826
"('806.3',)",14.035620227956018
"('806.2',)",13.59821606247221
"('808.3',)",13.307724201585234
"('808.2',)",12.863533609663913
"('802.3',)",9.482761289823909
"('806.1',)",9.214542590754233
"('802.2',)",8.619838067276987
"('802.1',)",8.344476671540987
"('800.3',)",0.5256344604481223
"('sourcebus.3',)",0.5215676092449179
"('800.2',)",0.37453807129914163
"('sourcebus.2',)",0.37166254496337403
"('800.1',)",0.340405781127531
"('sourcebus.1',)",0.33777585571475127
