,autovalores
"('sourcebus.1',)",0.2381702990375881
"('sourcebus.2',)",0.27717989033046847
"('sourcebus.3',)",0.3459818992387305
"('800.1',)",0.2400199116247459
"('800.2',)",0.2793325605497867
"('800.3',)",0.3486782118376481
"('802.1',)",5.885588398538986
"('802.2',)",6.077287884562686
"('802.3',)",9.258549083515403
"('806.1',)",6.880494522775215
"('806.2',)",7.074608325143393
"('806.3',)",10.962413292508622
"('808.1',)",14.320540410841243
"('808.2',)",14.635460149274719
"('808.3',)",15.430026104042252
"('810.2',)",8.829506250317989
"('812.1',)",8.533463889550044
"('812.2',)",13.855207590738084
"('812.3',)",12.330718518952096
"('814.1',)",14.391248036994487
"('814.2',)",12.221069870816521
"('814.3',)",18.603689936031742
"('814r.1',)",17.892094875400627
"('814r.2',)",14.228974143138142
"('814r.3',)",22.67032121994906
"('850.1',)",17.752992140386603
"('850.2',)",36.055610583393175
"('850.3',)",26.81784403998411
"('816.1',)",28.65406997356637
"('816.2',)",50.93869090657879
"('816.3',)",30.687716070278988
"('818.1',)",32.806363684842374
"('824.1',)",34.06755976063224
"('824.2',)",37.811432035303135
"('824.3',)",41.30464246899078
"('820.1',)",46.87223803787304
"('822.1',)",58.75142677399888
"('826.2',)",67.95594998451539
"('828.1',)",75.16937164286949
"('828.2',)",53.318968514350416
"('828.3',)",81.25571889168222
"('830.1',)",62.21329747246237
"('830.2',)",68.69179075818164
"('830.3',)",95.85208388158011
"('854.1',)",77.11695209443619
"('854.2',)",70.89062426388723
"('854.3',)",97.49122255574946
"('832.1',)",120.53130172501687
"('832.2',)",109.3937407130445
"('832.3',)",116.36962906363708
"('858.1',)",130.6823566514561
"('858.2',)",150.63735092741032
"('858.3',)",136.28785824660267
"('834.1',)",135.88877096264002
"('834.2',)",155.13779499021052
"('834.3',)",171.82062668532583
"('860.1',)",188.6636312257542
"('860.2',)",286.7155062431368
"('860.3',)",226.54158563396848
"('842.1',)",241.97197613324565
"('842.2',)",267.85960963016123
"('842.3',)",271.09057135941293
"('836.1',)",322.2450337001928
"('836.2',)",426.28834402688966
"('836.3',)",509.0339752135187
"('840.1',)",548.2987665745854
"('840.2',)",577.9457707299048
"('840.3',)",596.1047946450153
"('862.1',)",608.5447841006038
"('862.2',)",650.8869048765066
"('862.3',)",643.5150272260406
"('844.1',)",721.5687800459486
"('844.2',)",757.1831927393694
"('844.3',)",867.5825625517474
"('846.1',)",1134.944078325868
"('846.2',)",963.3442784880359
"('846.3',)",925.8271969843374
"('848.1',)",1208.0881891169988
"('848.2',)",1770.3797637596263
"('848.3',)",2167.527660812349
"('852r.1',)",1538.5220643510463
"('852r.2',)",1329.9125021720097
"('852r.3',)",2720.0703368918907
"('888.1',)",4396.588885115637
"('888.2',)",13980.468964376252
"('888.3',)",9839.404813472025
"('856.2',)",22298.669909198838
"('852.1',)",28901.192207497923
"('852.2',)",1577.7788509110896
"('852.3',)",2458.943439879901
"('864.1',)",32239.131256539706
"('838.2',)",2892.6637024332717
"('890.1',)",4688.895791997611
"('890.2',)",11353.306023704368
"('890.3',)",12040.500124561628
