,autovalores
"('852r.1',)",54898.09426246695
"('848.3',)",42358.42102922725
"('888.3',)",38950.76045629838
"('852.1',)",31659.532313660624
"('890.1',)",17485.345452708632
"('890.3',)",17149.17499796885
"('838.2',)",15321.696124024467
"('890.2',)",13656.05812648844
"('888.2',)",11432.440284504466
"('848.1',)",7871.559057580853
"('848.2',)",7310.7422491309
"('888.1',)",5006.079356245513
"('864.1',)",4433.320727793431
"('852.3',)",4317.771328835234
"('856.2',)",3778.7154722266937
"('852.2',)",3456.0999006265124
"('852r.3',)",3274.0143145252728
"('846.3',)",2803.5548970583473
"('846.2',)",2721.924528042637
"('852r.2',)",2467.924898597167
"('844.3',)",2377.0518238418244
"('846.1',)",2214.0298577033486
"('844.2',)",2141.527953385479
"('862.3',)",1806.9917738188212
"('844.1',)",1742.546554603195
"('862.2',)",1693.0952844125068
"('862.1',)",1640.2268720154104
"('840.1',)",1290.5935996512858
"('840.3',)",1270.8677063605492
"('840.2',)",1257.2687123266815
"('836.3',)",1123.7538326944762
"('836.2',)",963.4826781625692
"('836.1',)",864.1116210532219
"('842.1',)",749.1893768645873
"('842.2',)",533.2033559731528
"('842.3',)",528.3424538925626
"('834.1',)",517.7932824864079
"('860.3',)",479.47499093012095
"('834.2',)",439.9327359339096
"('860.1',)",425.79755619865114
"('860.2',)",412.6712322893768
"('834.3',)",412.36989160405784
"('858.3',)",370.66065377521994
"('858.2',)",364.53103830532183
"('858.1',)",345.3822786685912
"('832.3',)",326.2518144748907
"('832.2',)",322.2702933849781
"('854.1',)",252.01289869108837
"('830.3',)",245.10539126553488
"('830.2',)",227.61486593840868
"('832.1',)",222.99106201645557
"('854.3',)",211.5070514186275
"('854.2',)",209.36606758102218
"('830.1',)",204.85688731746927
"('828.3',)",159.58824515183997
"('820.1',)",153.65059162836891
"('828.2',)",136.8017070449008
"('822.1',)",129.14032896291332
"('828.1',)",121.46177863148168
"('826.2',)",106.72700950312746
"('824.3',)",97.84235013520411
"('824.2',)",87.20875733574151
"('816.3',)",78.70389265648444
"('824.1',)",74.89427701319184
"('818.1',)",74.15210428909485
"('816.2',)",67.38798251701861
"('814r.2',)",64.47617019970069
"('816.1',)",64.0091349437709
"('850.3',)",57.961969077872894
"('814r.3',)",56.853805026833356
"('850.1',)",53.16558604191856
"('850.2',)",52.725817570527944
"('812.3',)",44.4686453520154
"('812.2',)",43.417465536833866
"('814.3',)",41.40665665591159
"('812.1',)",39.41895473658036
"('814.1',)",38.02427850545171
"('814.2',)",37.628514957889585
"('814r.1',)",37.27677391169911
"('806.3',)",27.014236092232277
"('808.3',)",26.24640999702058
"('810.2',)",25.33990348156747
"('808.1',)",24.796714475959586
"('808.2',)",24.547491783337986
"('802.3',)",19.19439906126225
"('806.2',)",18.543785108541602
"('806.1',)",17.95870032046074
"('802.2',)",12.209082303909915
"('802.1',)",11.84084100727018
"('800.3',)",1.0372704235138652
"('sourcebus.3',)",1.0292437136250603
"('800.2',)",0.7327194970687259
"('sourcebus.2',)",0.7270858997066442
"('800.1',)",0.4821976872609497
"('sourcebus.1',)",0.47848161659582333
