,Frequencia,"('sourcebus.1',)","('sourcebus.2',)","('sourcebus.3',)","('800.1',)","('800.2',)","('800.3',)","('802.1',)","('802.2',)","('802.3',)","('806.1',)","('806.2',)","('806.3',)","('808.1',)","('808.2',)","('808.3',)","('810.2',)","('812.1',)","('812.2',)","('812.3',)","('814.1',)","('814.2',)","('814.3',)","('814r.1',)","('814r.2',)","('814r.3',)","('850.1',)","('850.2',)","('850.3',)","('816.1',)","('816.2',)","('816.3',)","('818.1',)","('824.1',)","('824.2',)","('824.3',)","('820.1',)","('822.1',)","('826.2',)","('828.1',)","('828.2',)","('828.3',)","('830.1',)","('830.2',)","('830.3',)","('854.1',)","('854.2',)","('854.3',)","('832.1',)","('832.2',)","('832.3',)","('858.1',)","('858.2',)","('858.3',)","('834.1',)","('834.2',)","('834.3',)","('860.1',)","('860.2',)","('860.3',)","('842.1',)","('842.2',)","('842.3',)","('836.1',)","('836.2',)","('836.3',)","('840.1',)","('840.2',)","('840.3',)","('862.1',)","('862.2',)","('862.3',)","('844.1',)","('844.2',)","('844.3',)","('846.1',)","('846.2',)","('846.3',)","('848.1',)","('848.2',)","('848.3',)","('852r.1',)","('852r.2',)","('852r.3',)","('888.1',)","('888.2',)","('888.3',)","('856.2',)","('852.1',)","('852.2',)","('852.3',)","('864.1',)","('838.2',)","('890.1',)","('890.2',)","('890.3',)"
5001,60.0,0.0019100561412888,0.0020438861220153,0.0048243788100216,0.0019249171416319,0.0020601488269001,0.0209893938206091,0.0210457590088713,0.0247895939731327,0.0048630835279297,0.0730296696403416,0.047424619037525,0.0488587519568005,0.0523019907814726,0.0507914678684216,0.0792893389678888,0.1111745761956769,0.1116384487038729,0.0993059000839058,0.1063241422245187,0.0982834537180438,0.1052088084133532,0.1199191191999274,0.123973600544946,0.1509051928603649,0.1543311667249504,0.1665739253792795,0.2254100270674702,0.2041516237042328,0.2047367554165289,0.208939154400997,0.2543869435892218,0.2326916771135728,0.2384908401617794,0.2856753361109836,0.2331489726213855,0.2516168091267612,0.3828998764149607,0.2799375648864957,0.2611668805781578,0.2505934853219991,0.249386439317966,0.4304292671235615,0.4329280669529135,0.4634365207412298,0.6771599202507071,0.5816371353534553,0.6636605171701352,1.0049269535672,0.9230673547579652,1.0972980438276068,1.2176965242316062,1.2760007653669891,1.3627432513646145,1.3966031849219684,2.000926697090471,1.7988735225200472,1.573497591926196,1.582149471948199,1.7014750797063312,2.2024563625246367,2.457203626445507,3.061395415181912,3.7430306088186023,4.209743003334996,4.316755617437343,4.330932779840836,4.418205067255874,5.02262216049504,5.873484423299948,5.264813295142463,7.387184728675141,5.199163686915011,7.988287678843257,8.930987523616148,53.27825768144445,45.16923576972448,21.35788995457456,7.700118918611056,32.92710935285229,9.920143326029462,105.79022164782737,126.7713060419189,24.40539480883267,19.981958198496784,10.344724616608945,3042.689415007414,12.739953488585847,292.57125872761213,10.740919250539845,1174.0239691839768,1142.6661892385098,13.522715806119008,14.567099603481088,14.485316282645202,14.94313091358075
5002,60.5,0.0019155942743206,0.0020516763370755,0.0048645960556062,0.0019304976320054,0.0020679964802154,0.0213310399565768,0.0213895696590175,0.0251985441695415,0.0049036149605182,0.0475610021011202,0.048998835099392,0.0524995684038821,0.0509835132445292,0.073301509086092,0.0796685959051678,0.11288397745203,0.1133679246773127,0.0995907664978161,0.1067258222002825,0.0985652378089378,0.1056062463681825,0.152549648930601,0.1547846270377023,0.1250013360558738,0.1209110644546577,0.1671997667428708,0.2266497384008626,0.2561040384738312,0.2070067462241053,0.2076178882589871,0.2119288480255301,0.235748132579154,0.2416312069777698,0.2338317647038486,0.2888924900370457,0.2537000973156994,0.2619188162738107,0.280995786411505,0.3859693027957865,0.2515395543575074,0.2514538436004225,0.432019705686258,0.4341719625950906,0.4651878149748847,0.6836649196460118,0.5863919771795493,0.6691471844127205,1.0092394163262364,0.9265875609236188,1.1063821035051218,1.2222002178874136,1.2852050360958844,1.3681257696814657,2.0135045944648136,1.808954539723576,1.4084114204049292,1.5810836548412457,1.5883671192716795,1.7082590968850762,2.214445150284916,2.486900800849864,3.0831173039948343,3.761566134188841,4.227947932058214,4.440254870494085,4.363478549675622,4.335046811493789,5.895804030956401,5.059491523449868,5.298684762493642,5.216427209599171,7.426997946734067,8.98109154929087,8.057585611514158,7.767223263131834,21.67959317203329,33.20140273271104,9.989444946630762,45.53939722034439,53.49629660135414,24.586498978301854,106.28708597716462,127.25703507181882,10.39931604630238,20.09329522324884,3067.0488661433237,294.99555380267253,10.800211597573249,12.833799672240614,13.632499619004044,1148.354107707706,1179.5794424512176,15.015779133206092,14.685949637770594,14.612238925983034
5023,61.0,0.0019211769469812,0.0020595296767589,0.0049050236748053,0.0019361230197669,0.002075907818392,0.0216753967217889,0.0217361481831242,0.0256108539235892,0.0049443584539978,0.07357379180778,0.0476985115287449,0.0491400805321553,0.0526987838596243,0.0511771502462366,0.080048768915008,0.1146062849019682,0.115111013464638,0.0998779936488516,0.1071308300304297,0.0988493599942289,0.1060069789139937,0.1260344764506057,0.1219082196958754,0.1541983524866388,0.1552425690664587,0.1678307644361395,0.2279004589949094,0.2098831350682635,0.2578357286081793,0.2388295232867031,0.2105213870193976,0.2149430136741723,0.292137924018956,0.2447993307706166,0.2345199956389854,0.3890538422704566,0.282062808065937,0.2557943667032892,0.2626771305885491,0.252493518440416,0.2535321569995333,0.4336205792172871,0.4354268830196799,0.4669536068817056,0.6902004204686573,0.5911716163754254,0.6746627551640061,1.0135836184114506,0.9301370808297184,1.115513583835039,1.5887130114075207,1.3735445260521353,1.226719134516643,1.294452687961045,1.819098242978587,1.4202828155308047,2.026213581573415,1.5946225408449974,1.715083902768479,2.2265131913469185,2.5167850143589536,3.1049814982248423,3.7801612865239287,4.246237811743498,4.462886173807289,4.39624002782756,4.353020586188548,5.09524973429314,5.334320504373976,5.918313598866653,5.233702495608048,7.4658227126387615,8.128123498100784,7.834105076030255,9.0322191651164,22.003966125702902,10.05839006521412,53.71625842148078,45.91136648204324,106.78765013615826,127.74599430492194,24.7691025607551,10.454370759088253,20.204912523854464,33.47691287240745,3091.4821219592745,1154.0648275275869,12.928055683144343,10.860676545697592,13.742825214858495,297.4321737170744,1185.1971575837488,15.09399575084999,14.717158188894416,14.823738405994249
5024,61.5,0.0019268041845693,0.0020674461667762,0.0019417933300804,0.0020838828656288,0.0049456606915076,0.0220224630036381,0.0220854941690344,0.0049853130235183,0.0260265228788508,0.0738465666803018,0.0478371473683062,0.0492824882556609,0.0528996371400899,0.0513723788176386,0.0804299173025851,0.1163414675363579,0.1168677044765092,0.1001675816144773,0.1075391657631657,0.0991358202714037,0.1064110060333213,0.1229105602428531,0.1270729960457994,0.1556835197441231,0.1558727581078375,0.1684669282470564,0.2291622147427699,0.2127807033429693,0.2134472225514928,0.2954116066408748,0.2179816423894157,0.259582022440521,0.2419357491900966,0.2352136765927127,0.2479951354202366,0.2578995702744892,0.2534554301065852,0.2634418449673009,0.3921534163843339,0.2831386330264752,0.2556212709476352,0.6967662324406001,0.4352313947176046,0.4366933579866681,0.4687338971667787,0.5959759362791623,0.680207086143709,1.0179595571347893,0.9337159272867056,1.1246922184458013,1.3789994782804649,1.2312547112753929,1.596385384729014,1.3037430054705688,1.4322176580953343,1.8293051659650852,1.6009158121805724,2.0390533463892457,1.7219497319447408,2.238660359233598,2.5468553912397094,3.126987265308631,3.798813776214181,4.264641978033511,4.370870733937013,4.428875039212113,4.486218876340711,5.941014376273727,5.129889468141991,5.371661900333556,5.251053852879249,7.503816605742802,7.900682430255268,8.19975962846196,9.084417874183725,10.126972175037531,22.33100881566697,33.75363005045772,53.93817093325662,46.28510106191321,107.29191246555716,128.23818603130618,10.509871691724545,24.95318696120477,3115.9881537222286,20.316830114786388,1190.87763960673,10.922357856652576,13.022710230988816,299.88104707273254,1159.7976448113752,13.853695728701762,15.181249926564211,14.812348462101962,14.964708064097614
5045,62.0,0.0019324760116432,0.0020754258320758,0.0049865061362178,0.001947508587374,0.002091921645406,0.0223722377179875,0.0224376072244893,0.0264455506795866,0.0050264776909237,0.0479769096660105,0.0494260582703138,0.0531021282365849,0.0515691989049787,0.0741198804599873,0.0808120979237882,0.1180894938302658,0.1186379871628486,0.1004595304666449,0.1079508294409732,0.099424618637903,0.1068183277085284,0.1561612332500563,0.1575190937606294,0.1281168693447789,0.1239180615967717,0.1691082671292558,0.230435032186177,0.2613429284742851,0.2156993559572788,0.2163953653308589,0.2210447245404989,0.2450667130907022,0.2512185485026103,0.2359128219662111,0.2987135053952506,0.2600156619863453,0.2544252642297172,0.2642129848090253,0.2842232648661157,0.3952679476937406,0.2577211550652564,0.4368510107273532,0.4379725666614803,0.4705286864662307,0.7033621669159247,0.6008048213338438,0.6857800352886307,1.0223672299411797,0.9373241127218606,1.1339177353762575,1.2358081086014772,1.3844905826275984,1.3130755433766057,2.052023560824355,1.83957585300343,1.4442162279583806,1.6041005028249111,1.6072470121698568,1.72885682039983,2.250886518359404,2.577111061472083,3.149133885851762,3.817521362843801,4.283181567733887,4.510462139754073,4.461101732044576,4.388649213258202,5.963907601460672,5.163446262605489,5.268524648704888,5.410628765062563,7.541116734535356,7.966876451254242,8.272370389264434,9.13773340379608,10.19519093802983,34.031544623299155,22.66072124177804,54.16206413696745,46.66055646620776,107.7998713535887,128.73361239548333,10.565803614027589,25.13873393621343,20.429067614468003,3140.5659424928417,10.985291886295853,13.117751655162762,302.34210316940164,1196.6213395017376,1165.5519285257951,13.965112708226982,15.28354064903731,14.903313465414223,15.097344212183328
5046,62.5,0.0019381924520433,0.0020834686968675,0.0050275590459817,0.0019532688153626,0.0021000241805081,0.0227247198089172,0.0227924869767165,0.0268679369706984,0.0050678514846764,0.0743937778893847,0.0481177984664514,0.0495707905763692,0.0533062571403344,0.0517676104565384,0.0811953652962233,0.1198503317236455,0.1204218510112565,0.1007538402722537,0.1083658211011458,0.0997157550911198,0.1072289439218122,0.1566291866573151,0.1591838649829914,0.1291660710351921,0.1249306994383545,0.1697547895175994,0.2317189385351453,0.2482223204254616,0.2186389865008758,0.2193657853520066,0.2241322496901303,0.2631184552684052,0.2366174515514736,0.3020435867687551,0.2544695010397411,0.2621425967223339,0.2554030172551925,0.2649905805543247,0.2853167076170581,0.3983973597623121,0.2598317579651769,0.4384762721280064,0.4392677028831233,0.472337975354284,0.709988036859688,0.6056581570586603,0.6913814617254889,1.0268066344023867,0.9409616492108538,1.143189855193187,1.2403802900522478,1.3900177945710757,1.322450048951252,2.0651238829913607,1.4562787948300449,1.8499108566586904,1.6118580976283832,1.6136162252254955,1.7358054055291516,2.263191526259742,2.6075511575492203,3.171420654582949,3.836281862586097,4.301872439915308,4.406383819874671,4.492545000632429,4.53594740951459,5.451114982876388,5.195988702524213,5.286151437533656,5.986994517947312,7.577840991578791,8.032612496765244,8.345848594125156,9.192208937271522,10.263052239067632,22.99310340423541,25.325725614375536,34.310647022499545,54.387970449258816,47.03768599022061,10.622154035271164,20.54164422406351,129.23227540291836,108.31152523554488,3165.214479811028,1171.327128387576,1202.428626460205,11.049506655964809,13.2131679490186,14.077076390015296,304.815271980071,15.406379659660368,14.991312725649824,15.214866159158287
5067,63.0,0.0019439535289154,0.0020915747846457,0.0050688184643138,0.001959074037071,0.0021081904930452,0.0230799082484626,0.0231501330720189,0.0272936813976858,0.0051094334397833,0.0482598138126883,0.0497166851739457,0.053512023842483,0.0519676134225316,0.0746683017964643,0.081579771705226,0.1216239486015156,0.1222192855455055,0.1010505110935746,0.1087841407762691,0.1000092296284047,0.1076428546552041,0.15710002719753,0.160854407341669,0.1302205759867142,0.1259484496255476,0.1704065037204215,0.2330139616870581,0.2215994719516786,0.2223584519937855,0.2272442063986274,0.2514024790762449,0.2649086114386496,0.2373275946016306,0.3054018163245766,0.2577479272743769,0.2864189658459338,0.2642803296014022,0.256388685590023,0.2657746697803394,0.4015415771577813,0.2619530288740093,0.7166436568272047,0.4741617643494963,0.4405904039293528,0.4400955814485314,0.6105358300218606,0.6970112257450369,1.0312777682110563,0.9446285485061112,1.3955810691675503,1.2449720781085467,1.1525082885157896,1.33186640885306,1.8603107354809576,1.4684056162859995,1.6196578775966115,1.6200235700321766,2.0783539593463063,1.742795726150262,2.2755752352012992,2.638174811849953,3.193846881358115,3.855093155599648,4.320726905540134,4.424094592588351,4.563093148104867,4.522753644399019,5.227602074768993,5.30397376935265,6.010276392427172,5.49299499743982,7.614090021612044,8.09782114035094,8.420101348673683,9.247884287769068,23.328155302846245,10.330568036315135,34.59092775226567,129.73417692640828,108.82687259470042,10.678914047688892,20.654578710768963,25.51414451209283,54.61592493191255,3189.9327668553656,47.41644048710472,1177.1227812686088,1208.2997815335646,11.115021196069607,307.30048414410504,13.308946771982562,14.189585903445463,15.076641693961378,15.54755299882704,15.319185011823317
5068,63.5,0.001949759264732,0.0020997441182118,0.0051102834411257,0.0019649242748547,0.0021164206044744,0.0234378020363388,0.0235105451753625,0.0277227836066059,0.0051512225977227,0.0484029557463241,0.0498637420630363,0.0537194283340975,0.0521692077550051,0.0749434931885483,0.0819653673050373,0.1234103112735416,0.1240302803239496,0.1013495429886203,0.109205788494634,0.1003050422470676,0.1080600598905772,0.1575742141782256,0.1625302440450694,0.1312803592488031,0.1269712881912545,0.1710634184769053,0.234320130245923,0.2245806628486716,0.2253733338361512,0.3087881587809735,0.2303805818671924,0.2546070991982327,0.2380432981619303,0.2667134056618904,0.2610537644584341,0.4047005254492112,0.2875300447442746,0.2573822659888438,0.2664287674245707,0.2665653477638516,0.2640849171225354,0.7233288429438649,0.476000053920214,0.4416548596700785,0.4419947897845654,0.6154377278154132,0.7026691887773211,1.0357806291750706,0.9483248220621856,1.161872732712056,1.2495841947742692,1.4011803612471645,1.6274997241588869,1.341324611997808,1.87077605188373,1.4805969357035782,2.0917134266984765,1.6264690047438126,1.749828022522681,2.288037493368976,2.668981154374264,3.2164118922233547,3.873953193363683,4.339754794534427,4.441797767215257,4.59219788327949,4.551402318954117,5.2583670458570495,5.322045145427123,6.033754535461988,5.53613413524275,7.649949419310454,8.16243903913021,8.495047823437647,9.304795045696675,23.66587693777777,34.8723773869178,10.397756015836867,10.73607903893466,109.34591196022208,130.23931871116957,54.84596554380485,25.70397354532697,20.76788939511701,47.79676811322482,3214.719814513414,1182.9385158359307,1214.2349927785644,13.40507545163541,11.181845220198213,14.302639414847269,309.79767095297814,15.15944736341689,15.700044794891069,15.417164092471038
5089,64.0,0.001955609681314,0.0021079767196958,0.0051519530326564,0.0019708195504217,0.0021247145356203,0.0237984001996596,0.0238737229699657,0.0281552432440342,0.0051932180063739,0.0752193913412371,0.0485472243075762,0.0500119612435195,0.0539284706061664,0.0523723934077444,0.0823522002153299,0.1252093859531244,0.1258548249380563,0.1016509360114862,0.1096307642806221,0.1006031929443762,0.1084805596096444,0.1323453960484937,0.1279991913411207,0.1580518542704753,0.1642112498199175,0.1717255438585737,0.2356374735419333,0.2275823627768051,0.2284103983931042,0.233541360969932,0.2685328466911691,0.2578360930641718,0.2387646461062802,0.3122025780860023,0.2643869526548911,0.2685880448812032,0.2583837557439233,0.2886499502380009,0.2673624954997635,0.4078741312047163,0.4435628612016245,0.4430721482383645,0.2662273702677549,0.4778528444894178,0.73004341288519,0.6203637390310907,0.7083552133680648,0.9520504810588164,1.040315215211803,1.406815625533082,1.2542172926619832,1.1712828674196063,1.6353832103510575,1.350824723095283,1.8813073701646637,1.4928529799253891,1.6329528103712092,2.105201914095852,1.756902536379651,2.300578145757536,2.699969310699864,3.239115030550229,3.892860005873065,4.358964138309131,4.459507096365453,4.623184531521069,4.578545224135194,5.288331685531867,5.340451168161166,6.057430326291129,5.580398390886513,7.685491881797832,8.226409713588511,8.57061714476488,9.362971737827229,24.00626830900001,10.464639077509228,10.793649216718974,35.15498656872571,109.86864190808878,130.7477023805463,55.07813341809323,25.895196037926087,20.88159414182361,48.17861404816545,3239.5746431408606,11.249979158254028,1188.7740554806917,1220.2343526157772,312.3067643339768,13.501540977573637,14.416234219872807,15.239945643818942,15.858857195868104,15.51358151827296
5090,64.5,0.0019615047998505,0.0021162726105773,0.0051938263014034,0.0019767598848523,0.0021330723066945,0.0241617017926443,0.0242396661568895,0.0285910599570279,0.005235418719947,0.0486926195353435,0.0501613427151692,0.0541391506496044,0.0525771703361853,0.0754960338826063,0.0827403166132663,0.1270211382359567,0.1276929090109497,0.1019546902126566,0.1100590681550429,0.1009036817175599,0.1089043537939643,0.1334156617882477,0.1290321354513502,0.1585329885307662,0.1658973622933958,0.1723928929133813,0.2369660216514947,0.2306042783889701,0.2314696116689487,0.3156450374884049,0.2703669434256458,0.2367265210470791,0.2394918110841711,0.2610893749252531,0.2677474344887637,0.4110623219896747,0.2897786891206771,0.2593931529332335,0.2707579289219091,0.2681663108854386,0.2683804017751739,0.7367871858573997,0.4452157201756233,0.444426388665984,0.4797201364390122,0.6253137532380009,0.7140691631560288,1.044881524342809,0.955805536421633,1.180738348367531,1.2588719804958095,1.4124868167296327,1.6433081745823197,1.3603668634458084,1.8919052546702837,2.118819044576256,1.5051739564770634,1.6394750195330705,1.764019510977171,2.313197034853191,2.731138400059088,3.2619556582557343,3.911811708624344,4.3783616202197,4.477234432280046,4.655656507931415,4.604558968715957,5.317467951497274,5.3593458547779065,6.081305243634883,5.625661586923533,7.720779178024211,8.289684233088341,8.646746506675083,9.422439040622049,24.34932941633228,35.43874600576479,10.531244694374438,26.087795726721566,131.25932944201978,110.39506105970035,55.31247316709178,20.99571035376724,10.851629907766782,48.56192018727687,3264.4962828518,1194.6292190810566,1226.2978569247475,11.319414542861852,13.5983299885895,314.8276968415333,14.530366787899425,15.31845486329915,15.610609261067337,16.02149775022796
