,autovalores
"('sourcebus.1',)",0.37739908661230626
"('sourcebus.2',)",0.4516493180713946
"('sourcebus.3',)",0.6380916141822109
"('800.1',)",0.380334011896393
"('800.2',)",0.45514656168258993
"('800.3',)",0.6430674871203972
"('802.1',)",9.333784574106335
"('802.2',)",9.630841640125222
"('802.3',)",11.178474722574578
"('806.1',)",11.522193054182054
"('806.2',)",15.143833328747386
"('806.3',)",17.026103961973654
"('808.1',)",26.556915780502976
"('808.2',)",26.883816868857345
"('808.3',)",27.541441390688313
"('810.2',)",19.55162782267577
"('812.1',)",15.731809841962857
"('812.2',)",16.27871661044447
"('812.3',)",19.36470747856781
"('814.1',)",25.68740163162568
"('814.2',)",23.403500387447885
"('814.3',)",29.660534250390597
"('814r.1',)",23.169712673266574
"('814r.2',)",49.76148114266826
"('814r.3',)",36.155552267145914
"('850.1',)",32.990022009223395
"('850.2',)",32.71840986182955
"('850.3',)",49.32020146976963
"('816.1',)",45.540400209892034
"('816.2',)",48.08660941766761
"('816.3',)",51.29935058963971
"('818.1',)",54.82787142137348
"('824.1',)",61.41555249183922
"('824.2',)",95.05550849053994
"('824.3',)",92.30679152119743
"('820.1',)",126.80638101349233
"('822.1',)",75.91005780694537
"('826.2',)",72.46419134561987
"('828.1',)",73.66139408151135
"('828.2',)",140.6333888520107
"('828.3',)",85.7365414724757
"('830.1',)",84.39333484388001
"('830.2',)",100.3071185110331
"('830.3',)",184.5869325978962
"('854.1',)",151.7371916550113
"('854.2',)",140.48025100651597
"('854.3',)",149.76005636548055
"('832.1',)",155.85826172485787
"('832.2',)",202.29841104371963
"('832.3',)",235.47786992446154
"('858.1',)",214.74518025291408
"('858.2',)",230.06363473433845
"('858.3',)",254.8397248378924
"('834.1',)",275.73228408737924
"('834.2',)",260.924711937101
"('834.3',)",283.90902747158935
"('860.1',)",323.9110210667615
"('860.2',)",329.3398988571428
"('860.3',)",348.3145129943053
"('842.1',)",480.53945423147564
"('842.2',)",400.1921661043668
"('842.3',)",399.92122811015804
"('836.1',)",555.3375574151966
"('836.2',)",756.1831251527937
"('836.3',)",791.874015298226
"('840.1',)",852.477343904474
"('840.2',)",921.9180064797212
"('840.3',)",1005.6992504073246
"('862.1',)",1050.894003122721
"('862.2',)",1069.1922853046199
"('862.3',)",1163.4996675018153
"('844.1',)",1381.865768868175
"('844.2',)",1518.5896682231646
"('844.3',)",2022.2959888352548
"('846.1',)",1599.8858278442722
"('846.2',)",4978.811380929135
"('846.3',)",4856.091094338745
"('848.1',)",42133.6530003172
"('848.2',)",2197.0199052152307
"('848.3',)",1746.7100191877348
"('852r.1',)",7616.506646367998
"('852r.2',)",34406.3016420997
"('852r.3',)",3439.9438847038596
"('888.1',)",26163.32041871389
"('888.2',)",3222.7708275956325
"('888.3',)",2691.2765354418707
"('856.2',)",13096.93197754859
"('852.1',)",1094.6985931707886
"('852.2',)",1726.7436831369246
"('852.3',)",2479.7899279209205
"('864.1',)",2936.0839426601983
"('838.2',)",27035.96380275612
"('890.1',)",8589.816389099344
"('890.2',)",14674.816019173331
"('890.3',)",14886.531757072922
