,autovalores
"('sourcebus.1',)",0.4907692344674474
"('sourcebus.2',)",0.7666197528253064
"('sourcebus.3',)",1.0852335507467161
"('800.1',)",0.4945803769572007
"('800.2',)",0.7725598323350773
"('800.3',)",1.0936969195806017
"('802.1',)",12.145224833900754
"('802.2',)",12.522475062486388
"('802.3',)",19.6912893861322
"('806.1',)",18.93131419105013
"('806.2',)",19.551314706046895
"('806.3',)",25.433842210644176
"('808.1',)",28.42040266811079
"('808.2',)",41.049138129302186
"('808.3',)",25.177346571554565
"('810.2',)",26.712971766781514
"('812.1',)",27.67250504582343
"('812.2',)",45.79039144600216
"('812.3',)",46.89652464658074
"('814.1',)",39.025731459051734
"('814.2',)",39.66986730995359
"('814.3',)",43.65123453851003
"('814r.1',)",39.30040321296855
"('814r.2',)",66.44014612245734
"('814r.3',)",59.80551454807645
"('850.1',)",56.05048927744113
"('850.2',)",65.73155604329573
"('850.3',)",59.462186180130516
"('816.1',)",55.58665863945613
"('816.2',)",82.85919008453699
"('816.3',)",69.65973912140736
"('818.1',)",74.99801957922035
"('824.1',)",74.29428004318234
"('824.2',)",91.83546469169958
"('824.3',)",103.03403126138534
"('820.1',)",162.02587463968115
"('822.1',)",133.95560449553366
"('826.2',)",109.43594225776872
"('828.1',)",127.9136353274053
"('828.2',)",144.0225012861233
"('828.3',)",167.9915146635811
"('830.1',)",240.0479943313952
"('830.2',)",258.1876563966215
"('830.3',)",260.865499178276
"('854.1',)",216.0032902490857
"('854.2',)",217.20514662983817
"('854.3',)",218.26925604973118
"('832.1',)",234.58891385379067
"('832.2',)",334.07801101655895
"('832.3',)",343.02574577083453
"('858.1',)",363.8948744851845
"('858.2',)",382.1445642363438
"('858.3',)",385.0932893040318
"('834.1',)",532.9330841072009
"('834.2',)",463.2236723221094
"('834.3',)",434.8982372993616
"('860.1',)",444.40017366112306
"('860.2',)",422.86168116972993
"('860.3',)",501.9753973692797
"('842.1',)",549.841092280523
"('842.2',)",787.0292483361163
"('842.3',)",554.8995283139038
"('836.1',)",907.5925520031354
"('836.2',)",988.7642806646825
"('836.3',)",1157.1276630859975
"('840.1',)",1353.2775032428228
"('840.2',)",1296.1142535325496
"('840.3',)",1314.6058263553361
"('862.1',)",1724.2482877058203
"('862.2',)",1780.5887141432327
"('862.3',)",1835.2223221523266
"('844.1',)",1894.8334940133482
"('844.2',)",2205.6391760775227
"('844.3',)",44675.13271048443
"('846.1',)",2481.895770289674
"('846.2',)",2832.7951436411486
"('846.3',)",2921.3996576800046
"('848.1',)",2332.7111763940106
"('848.2',)",56537.8745135885
"('848.3',)",3413.679811164114
"('852r.1',)",5230.033247060462
"('852r.2',)",7640.715493032419
"('852r.3',)",8275.312398652532
"('888.1',)",39556.48630488663
"('888.2',)",32198.83607360325
"('888.3',)",2579.0714361399337
"('856.2',)",3934.2475091003307
"('852.1',)",4638.531783859476
"('852.2',)",4497.226819432066
"('852.3',)",3549.5275534183816
"('864.1',)",11936.322459682711
"('838.2',)",15587.094112338242
"('890.1',)",17816.88702568084
"('890.2',)",14346.038530948423
"('890.3',)",17439.71996591092
