,autovalores
"('sourcebus.1',)",0.4471516569987559
"('sourcebus.2',)",0.6321968518651296
"('sourcebus.3',)",0.8947953974195244
"('800.1',)",0.450625384411345
"('800.2',)",0.6370947511722607
"('800.3',)",0.9017735245843883
"('802.1',)",11.064580339243639
"('802.2',)",11.410008093718302
"('802.3',)",17.93005983513516
"('806.1',)",15.623351786200198
"('806.2',)",16.125208538596432
"('806.3',)",23.614010197262438
"('808.1',)",23.172011274248643
"('808.2',)",35.30784859312148
"('808.3',)",37.71976911550894
"('810.2',)",38.63982058117975
"('812.1',)",22.04055403807555
"('812.2',)",22.82122505008185
"('812.3',)",22.94141952503011
"('814.1',)",32.728779130826624
"('814.2',)",35.45959241494705
"('814.3',)",36.01404116702731
"('814r.1',)",32.4183954646006
"('814r.2',)",59.65098412526653
"('814r.3',)",49.73807640206847
"('850.1',)",46.23507040596977
"('850.2',)",45.85297986982138
"('850.3',)",54.13204300019755
"('816.1',)",68.67674542918216
"('816.2',)",59.44559254638107
"('816.3',)",61.85561020663685
"('818.1',)",85.33949773127883
"('824.1',)",76.07330713921809
"('824.2',)",74.59216164010762
"('824.3',)",73.73816429790503
"('820.1',)",133.5288279048775
"('822.1',)",117.17232808406794
"('826.2',)",178.0672076823923
"('828.1',)",99.80411780645534
"('828.2',)",105.91505745093386
"('828.3',)",119.37044231673916
"('830.1',)",197.7403189503812
"('830.2',)",139.30963334900233
"('830.3',)",213.10236852739894
"('854.1',)",230.38632677435444
"('854.2',)",189.9321663423773
"('854.3',)",194.21855447364757
"('832.1',)",194.9423034234218
"('832.2',)",282.811739692118
"('832.3',)",321.3941614806288
"('858.1',)",294.833395881913
"('858.2',)",300.881799303118
"('858.3',)",334.70239525815674
"('834.1',)",358.25731437302875
"('834.2',)",383.7643318784946
"('834.3',)",479.9611788778487
"('860.1',)",379.71276243063954
"('860.2',)",491.1625172826543
"('860.3',)",386.7066461804545
"('842.1',)",426.2954556546305
"('842.2',)",464.69189475110295
"('842.3',)",657.7475521016889
"('836.1',)",758.8833105189732
"('836.2',)",899.2193831001536
"('836.3',)",1037.5522548595643
"('840.1',)",1112.5007656509242
"('840.2',)",1161.248539549143
"('840.3',)",1187.052603780663
"('862.1',)",1437.7262470958235
"('862.2',)",1481.099358560753
"('862.3',)",1591.6911034036889
"('844.1',)",1519.9306091199019
"('844.2',)",1926.8946463553366
"('844.3',)",1972.6397702818
"('846.1',)",2118.4596071313717
"('846.2',)",2198.731024042489
"('846.3',)",2403.190074362715
"('848.1',)",2558.349468612315
"('848.2',)",6890.865923442337
"('848.3',)",6496.640820996938
"('852r.1',)",4459.293669577827
"('852r.2',)",50775.99808400462
"('852r.3',)",10179.511669147263
"('888.1',)",36794.43840595566
"('888.2',)",30252.086640424488
"('888.3',)",2897.866595167186
"('856.2',)",3377.902639591825
"('852.1',)",14668.30100872662
"('852.2',)",37462.29715154924
"('852.3',)",3244.54161578687
"('864.1',)",3861.044813828628
"('838.2',)",3983.2591786687854
"('890.1',)",11942.664136126417
"('890.2',)",16636.820492901854
"('890.3',)",16436.624431724686
