,autovalores
"('sourcebus.1',)",0.4483069171099392
"('sourcebus.2',)",0.6355457927745818
"('sourcebus.3',)",0.8995426588838895
"('800.1',)",0.451789578618286
"('800.2',)",0.640469659813343
"('800.3',)",0.9065578115546387
"('802.1',)",11.093209991668136
"('802.2',)",11.439473473148215
"('802.3',)",17.976598870555915
"('806.1',)",15.705792847133466
"('806.2',)",16.210575232188106
"('806.3',)",23.734649495463714
"('808.1',)",23.23192783977597
"('808.2',)",35.45792094779302
"('808.3',)",37.92092744319258
"('810.2',)",38.84558186678069
"('812.1',)",22.157105588963667
"('812.2',)",22.942182456726318
"('812.3',)",23.00064525674495
"('814.1',)",32.901739147081365
"('814.2',)",35.55475542479247
"('814.3',)",36.20423594021616
"('814r.1',)",32.589893369129044
"('814r.2',)",59.82447149685443
"('814r.3',)",49.989861227582594
"('850.1',)",46.479855026331606
"('850.2',)",46.09572888729273
"('850.3',)",54.27343024420374
"('816.1',)",69.03201554194177
"('816.2',)",59.620154308339345
"('816.3',)",62.05093734696049
"('818.1',)",134.2395788596982
"('824.1',)",85.78172647266763
"('824.2',)",76.46696865645107
"('824.3',)",74.60436702358027
"('820.1',)",73.75488413057448
"('822.1',)",117.6055501987213
"('826.2',)",100.06016238328688
"('828.1',)",106.46496105484647
"('828.2',)",179.0137247422642
"('828.3',)",119.98813765678872
"('830.1',)",140.02795564361008
"('830.2',)",231.17267084255897
"('830.3',)",214.23485861366677
"('854.1',)",198.7955328554762
"('854.2',)",190.63442147906
"('854.3',)",194.86192090733442
"('832.1',)",195.93266551255886
"('832.2',)",284.28997540132536
"('832.3',)",295.92908292344384
"('858.1',)",322.93805646267106
"('858.2',)",302.44127161994516
"('858.3',)",336.0035942275519
"('834.1',)",360.16840828158746
"('834.2',)",492.703067530045
"('834.3',)",481.3364247486932
"('860.1',)",381.3823881345769
"('860.2',)",385.7526336418756
"('860.3',)",428.15284133958414
"('842.1',)",466.93047331894184
"('842.2',)",387.6641399804792
"('842.3',)",660.9907345774582
"('836.1',)",762.6170584243866
"('836.2',)",901.5853717791657
"('836.3',)",1040.7934222841554
"('840.1',)",1118.0439154488001
"('840.2',)",1165.5067424935821
"('840.3',)",1190.095747345108
"('862.1',)",1444.8888260485353
"('862.2',)",1488.6305973374167
"('862.3',)",1599.3975329059128
"('844.1',)",1527.7922228531677
"('844.2',)",1936.9049748755633
"('844.3',)",1979.311482717433
"('846.1',)",2127.6670829848495
"('846.2',)",2208.196967454278
"('846.3',)",2415.1064686864306
"('848.1',)",6925.753308564354
"('848.2',)",6525.910333624082
"('848.3',)",50926.17928188196
"('852r.1',)",2566.769179577177
"('852r.2',)",2911.4484899113695
"('852r.3',)",4478.748619260727
"('888.1',)",30304.717978587374
"('888.2',)",10224.78665062294
"('888.3',)",36990.9256540954
"('856.2',)",3392.288462619506
"('852.1',)",14692.515272165974
"('852.2',)",3878.2180868678415
"('852.3',)",3252.9141086477125
"('864.1',)",37515.75801317065
"('838.2',)",12003.915921922435
"('890.1',)",16668.304877383453
"('890.2',)",16462.488096109784
"('890.3',)",3997.7535948481313
