,autovalores
"('sourcebus.1',)",0.2900593321223471
"('sourcebus.2',)",0.3144813598761235
"('sourcebus.3',)",0.42399863143582095
"('800.1',)",0.29231611882643715
"('800.2',)",0.31691744276602224
"('800.3',)",0.4273041298924274
"('802.1',)",7.158869854593043
"('802.2',)",7.401350417134033
"('802.3',)",8.025717048000672
"('806.1',)",7.809556206816141
"('806.2',)",11.35143758553292
"('806.3',)",12.279387926944183
"('808.1',)",17.679680618684667
"('808.2',)",18.050040020366183
"('808.3',)",10.819465571850294
"('810.2',)",10.458965948148627
"('812.1',)",18.680675048849185
"('812.2',)",15.006481067816614
"('812.3',)",17.037205165871217
"('814.1',)",16.330897204511338
"('814.2',)",14.881572581706132
"('814.3',)",16.142733290530348
"('814r.1',)",22.408098543752956
"('814r.2',)",21.9281957699805
"('814r.3',)",25.846395805541242
"('850.1',)",21.75189414349042
"('850.2',)",40.171412634544986
"('850.3',)",32.9068924569411
"('816.1',)",35.95394278941647
"('816.2',)",34.693898977275666
"('816.3',)",39.45276152659357
"('818.1',)",38.74534693143208
"('824.1',)",43.03589565272874
"('824.2',)",62.826873068404716
"('824.3',)",50.6234778490849
"('820.1',)",57.30526185821392
"('822.1',)",83.8248188572207
"('826.2',)",92.8129389068485
"('828.1',)",100.26438258167045
"('828.2',)",68.5453180670998
"('828.3',)",64.82035472564188
"('830.1',)",70.21861674277133
"('830.2',)",70.4820666556401
"('830.3',)",72.01537159267934
"('854.1',)",111.56425812071188
"('854.2',)",139.50623520862086
"('854.3',)",94.18785144318642
"('832.1',)",115.34641273061334
"('832.2',)",134.4982362741694
"('832.3',)",142.88804698174928
"('858.1',)",184.53525172180377
"('858.2',)",159.64876603307133
"('858.3',)",168.24038023093652
"('834.1',)",163.2400926141673
"('834.2',)",187.45125468932036
"('834.3',)",201.7086303428006
"('860.1',)",225.91126026748628
"('860.2',)",260.84212420502104
"('860.3',)",524.8697453221946
"('842.1',)",268.9831240549636
"('842.2',)",320.77723297002984
"('842.3',)",307.6509066895623
"('836.1',)",384.38430447254876
"('836.2',)",328.58206014893983
"('836.3',)",601.4108576544513
"('840.1',)",628.4505947857866
"('840.2',)",695.065809152527
"('840.3',)",715.7154668487491
"('862.1',)",748.3211975164887
"('862.2',)",739.2467430493468
"('862.3',)",813.6791749939987
"('844.1',)",1050.0200590841396
"('844.2',)",785.3041910739012
"('844.3',)",925.3768777088164
"('846.1',)",1170.890302253984
"('846.2',)",1111.963954210214
"('846.3',)",1607.4814821056973
"('848.1',)",1397.3687300909587
"('848.2',)",2125.1612267295327
"('848.3',)",2478.2501350196612
"('852r.1',)",17263.60380812707
"('852r.2',)",1791.551255256939
"('852r.3',)",1871.4355910245513
"('888.1',)",23708.606638211357
"('888.2',)",3326.5383756751894
"('888.3',)",5295.044372977319
"('856.2',)",34547.42455764285
"('852.1',)",10980.553551777464
"('852.2',)",1358.726297078996
"('852.3',)",2742.299089120184
"('864.1',)",30990.112551731083
"('838.2',)",3428.4469094249916
"('890.1',)",12452.619451032366
"('890.2',)",13014.572339480832
"('890.3',)",5745.693287359107
