,autovalores
"('sourcebus.1',)",0.45061501611160437
"('sourcebus.2',)",0.6422709837083576
"('sourcebus.3',)",0.9090752855624569
"('800.1',)",0.4541155276455145
"('800.2',)",0.647246997273933
"('800.3',)",0.9161647862174171
"('802.1',)",11.150407651999018
"('802.2',)",11.498342389636944
"('802.3',)",18.0696012610856
"('806.1',)",15.871343468642289
"('806.2',)",16.382003141121903
"('806.3',)",23.97676640838525
"('808.1',)",23.35163328884119
"('808.2',)",35.758154522727644
"('808.3',)",38.32486689846812
"('810.2',)",39.25877127164313
"('812.1',)",22.39113200929487
"('812.2',)",23.118971440106023
"('812.3',)",23.185064692120882
"('814.1',)",33.24906411716036
"('814.2',)",36.586410144577954
"('814.3',)",35.74452736682984
"('814r.1',)",32.93428111756356
"('814r.2',)",60.17206914290764
"('814r.3',)",50.49535997179229
"('850.1',)",46.971372480837346
"('850.2',)",46.58315882933524
"('850.3',)",54.55586340666608
"('816.1',)",69.74513134042735
"('816.2',)",59.96717984456156
"('816.3',)",62.44348567455296
"('818.1',)",77.25737117201791
"('824.1',)",74.62849073402244
"('824.2',)",73.78793142663505
"('824.3',)",86.66958467063532
"('820.1',)",135.66672235695148
"('822.1',)",118.47297603871401
"('826.2',)",100.5714147030198
"('828.1',)",107.56909527780732
"('828.2',)",180.91421989576804
"('828.3',)",121.22799758723222
"('830.1',)",141.4698782824723
"('830.2',)",232.7460744860542
"('830.3',)",216.50861045974995
"('854.1',)",200.91435294860105
"('854.2',)",192.04079027799003
"('854.3',)",196.14030840368102
"('832.1',)",197.92712016671842
"('832.2',)",287.25542266197806
"('832.3',)",298.1102328971691
"('858.1',)",326.0335577189302
"('858.2',)",305.58065228743
"('858.3',)",338.6096265127889
"('834.1',)",364.0058312566642
"('834.2',)",389.744148980329
"('834.3',)",484.08860876083486
"('860.1',)",495.7832368554635
"('860.2',)",471.42877962793295
"('860.3',)",431.8863938722273
"('842.1',)",384.723861349101
"('842.2',)",389.5777604812305
"('842.3',)",667.499833617829
"('836.1',)",770.1106714148011
"('836.2',)",906.3130916906518
"('836.3',)",1047.2456434404078
"('840.1',)",1129.1583306414454
"('840.2',)",1174.0504300787481
"('840.3',)",1196.1902206641782
"('862.1',)",1459.2695878645638
"('862.2',)",1503.7433877534882
"('862.3',)",1614.8491996026237
"('844.1',)",1956.9563378852465
"('844.2',)",1992.5979513064358
"('844.3',)",2146.1500209227943
"('846.1',)",2227.2346563575265
"('846.2',)",6995.751847757679
"('846.3',)",6584.568255650878
"('848.1',)",1543.5783248458881
"('848.2',)",2438.955179143683
"('848.3',)",51226.697656960416
"('852r.1',)",2938.7005982681226
"('852r.2',)",4517.795733373309
"('852r.3',)",10315.47058945567
"('888.1',)",30409.721115834873
"('888.2',)",37385.46995518694
"('888.3',)",14740.804301318129
"('856.2',)",3421.264362613248
"('852.1',)",2583.645912477756
"('852.2',)",3912.509954246686
"('852.3',)",3269.328902394378
"('864.1',)",16731.156415356414
"('838.2',)",37622.88955381692
"('890.1',)",12126.789907006529
"('890.2',)",16514.210914040872
"('890.3',)",4027.1180393233767
