,autovalores
"('852r.1',)",47807.99428169367
"('856.2',)",36414.268936432025
"('852r.2',)",33001.122305467106
"('888.3',)",29190.086029978727
"('890.1',)",16005.041395657161
"('890.3',)",15918.028828118217
"('852.1',)",14174.794454312469
"('890.2',)",10753.821402282298
"('888.2',)",9290.63406988809
"('848.2',)",6213.868482940102
"('848.3',)",5924.1242329233555
"('852r.3',)",4083.8596242264603
"('864.1',)",3714.012256710237
"('852.3',)",3522.9436602914366
"('852.2',)",3128.0624000604
"('838.2',)",3032.2655789004243
"('888.1',)",2636.2889203420846
"('848.1',)",2390.7042772175037
"('846.2',)",2169.5295746674155
"('846.3',)",2020.0338807043672
"('846.1',)",1940.1747386134218
"('844.3',)",1832.4350362797409
"('844.2',)",1732.6836658248062
"('844.1',)",1441.4369415587146
"('862.3',)",1368.1658463087679
"('862.1',)",1335.0716997667816
"('862.2',)",1299.4073453246392
"('840.3',)",1126.6092231881273
"('840.2',)",1078.107937547467
"('840.1',)",1007.1523956203308
"('836.3',)",969.3485095815703
"('836.2',)",851.9121806632185
"('836.1',)",686.5724914953361
"('842.3',)",594.9231397543131
"('860.2',)",460.5067926924451
"('834.2',)",452.76611402988493
"('842.2',)",421.8024773361267
"('860.3',)",390.5778513789866
"('842.1',)",367.5743824602727
"('860.1',)",346.7356832373619
"('834.3',)",345.31747842947294
"('858.3',)",321.36026228232134
"('834.1',)",309.15614086525295
"('832.2',)",291.28327945230654
"('858.1',)",273.9953686131743
"('858.2',)",269.615475271913
"('832.3',)",254.1678030129883
"('854.1',)",214.819441061859
"('830.2',)",191.2245804781303
"('854.3',)",181.47497309626183
"('830.1',)",177.3665882998955
"('854.2',)",176.11643055456796
"('832.1',)",175.61881897486796
"('828.3',)",159.78757674546716
"('830.3',)",125.41451530847185
"('824.1',)",119.80494596924774
"('822.1',)",108.63857205479361
"('828.2',)",107.41555782826937
"('828.1',)",95.42716319625188
"('826.2',)",94.52739044693284
"('824.2',)",76.79542206996251
"('820.1',)",74.32828103062246
"('824.3',)",73.37675820810288
"('818.1',)",68.47168102160455
"('816.1',)",61.8007250545446
"('816.3',)",58.11629287150306
"('814r.2',)",56.246638361100956
"('816.2',)",55.82467821883119
"('850.3',)",51.29867274110737
"('814r.3',)",44.87435841968038
"('850.1',)",41.50896199224996
"('850.2',)",41.166183016619286
"('810.2',)",34.669508916768265
"('808.3',)",33.837818915527144
"('814.2',)",33.561518547482464
"('808.2',)",32.33644422923135
"('814.3',)",32.32859901040973
"('814.1',)",29.391781284086406
"('814r.1',)",29.109483140416007
"('808.1',)",21.972772898310375
"('812.3',)",21.75611682572342
"('806.3',)",21.276803814708956
"('812.2',)",20.486169490583773
"('812.1',)",19.78998375943146
"('802.3',)",17.000527153070916
"('806.2',)",14.478231971123108
"('806.1',)",14.032717268265435
"('802.2',)",10.820333384277681
"('802.1',)",10.491492322446533
"('800.3',)",0.8094235766660774
"('sourcebus.3',)",0.8031601586913636
"('800.2',)",0.5719867712309049
"('sourcebus.2',)",0.5675898909620084
"('800.1',)",0.42732732858090394
"('sourcebus.1',)",0.4240323450540525
