,autovalores
"('852r.1',)",43399.74528189409
"('888.1',)",34862.009737824126
"('856.2',)",27649.391722768825
"('852.3',)",27531.96834596703
"('838.2',)",15133.68650549362
"('864.1',)",14981.373055479995
"('852.1',)",13358.884971946389
"('890.3',)",9061.889373249733
"('852r.3',)",7988.294569425304
"('848.2',)",5248.4907324216965
"('848.3',)",5092.278137327087
"('852r.2',)",3571.8186388876225
"('888.2',)",3334.842409812166
"('890.2',)",3058.157936375638
"('888.3',)",2803.339735146511
"('852.2',)",2604.0261050997888
"('890.1',)",2286.6258944540455
"('848.1',)",2113.322979779601
"('846.2',)",1834.6884627076608
"('846.3',)",1791.7431096900566
"('846.1',)",1677.0644979266576
"('844.3',)",1591.9857101622579
"('844.2',)",1458.1186580903166
"('844.1',)",1224.6773296706463
"('862.3',)",1154.1137789731658
"('862.1',)",1127.1752898279021
"('862.2',)",1104.7061918614972
"('840.3',)",1033.6059417957847
"('840.2',)",956.5393155400584
"('840.1',)",884.6197808903989
"('836.3',)",834.2592572946817
"('836.2',)",778.6004343903138
"('836.1',)",583.9301662803924
"('842.3',)",505.5377872833467
"('860.2',)",413.8695966916104
"('834.3',)",411.95952190664
"('860.3',)",363.62949528752324
"('842.1',)",339.00818704903634
"('842.2',)",338.12705206894066
"('860.1',)",297.854973856666
"('858.3',)",290.8867864070582
"('834.2',)",271.70426998926644
"('834.1',)",269.2977448969299
"('858.1',)",247.77950457616896
"('858.2',)",240.1330063992355
"('832.3',)",226.72778427823314
"('832.2',)",213.58870643222824
"('854.2',)",191.42818619067097
"('854.3',)",161.75731588016228
"('830.3',)",160.32379271321983
"('854.1',)",155.67004810635453
"('828.2',)",148.61736117573767
"('832.1',)",148.15364178593663
"('828.1',)",133.97750570829342
"('830.2',)",105.75732802782181
"('824.2',)",100.43547166464808
"('820.1',)",95.97431776931326
"('828.3',)",90.45770944308683
"('830.1',)",86.80502556517601
"('826.2',)",80.1130111651791
"('822.1',)",73.83409728403457
"('824.3',)",72.70039548123454
"('824.1',)",64.74661230651
"('818.1',)",57.775074186771846
"('816.3',)",52.831355346369165
"('816.1',)",52.04225019225619
"('814r.2',)",51.21854586632199
"('816.2',)",49.88816989546951
"('850.3',)",46.88399073462574
"('814r.3',)",38.035033586409185
"('850.1',)",34.84112270542448
"('850.2',)",34.55398248203318
"('814.3',)",30.576295400384716
"('810.2',)",29.083609739925695
"('808.2',)",28.379532374912873
"('808.1',)",27.875097143856483
"('814.2',)",27.131487944801936
"('814.1',)",24.6989883969863
"('814r.1',)",24.455139087836592
"('808.3',)",20.11353458900888
"('812.3',)",19.919368184590912
"('806.3',)",17.95352307245791
"('812.2',)",17.192779478266278
"('812.1',)",16.61379098708744
"('802.3',)",15.571052755561539
"('806.1',)",12.161877111779296
"('806.2',)",11.795853550934588
"('802.2',)",9.906696889933091
"('802.1',)",9.602609339268861
"('800.3',)",0.6792030866686127
"('sourcebus.3',)",0.6739475222301401
"('800.2',)",0.4804291146241827
"('sourcebus.2',)",0.47673710292624427
"('800.1',)",0.39123154774987207
"('sourcebus.1',)",0.3882132130183339
