,autovalores
"('sourcebus.1',)",0.1917344960786473
"('sourcebus.2',)",0.2423095007411991
"('sourcebus.3',)",0.28199874361950467
"('800.1',)",0.19322251368234217
"('800.2',)",0.2441949693107693
"('800.3',)",0.28419451272482676
"('802.1',)",4.741830594811144
"('802.2',)",4.892589653318247
"('802.3',)",7.463329738794612
"('806.1',)",6.0173602555115595
"('806.2',)",11.471206944508022
"('806.3',)",6.184958770537749
"('808.1',)",11.728135101687853
"('808.2',)",9.676990481001305
"('808.3',)",6.951634611847444
"('810.2',)",7.197398248585719
"('812.1',)",12.58745164549622
"('812.2',)",11.190191549803727
"('812.3',)",9.93121107968928
"('814.1',)",12.584191124252946
"('814.2',)",9.839540795350576
"('814.3',)",15.101075488701818
"('814r.1',)",14.57858294243556
"('814r.2',)",12.439501217631264
"('814r.3',)",14.472734913946281
"('850.1',)",19.866462208241852
"('850.2',)",21.714191740423313
"('850.3',)",32.14761055851036
"('816.1',)",23.162491994859337
"('816.2',)",40.87284711703797
"('816.3',)",25.475624502095446
"('818.1',)",27.12906669743039
"('824.1',)",29.82023783924044
"('824.2',)",33.588121242717676
"('824.3',)",33.00285837226186
"('820.1',)",38.29477419662405
"('822.1',)",54.50262125903848
"('826.2',)",60.21240003713338
"('828.1',)",49.83047790992643
"('828.2',)",65.1352344071101
"('828.3',)",43.01008860702611
"('830.1',)",54.422800538766566
"('830.2',)",63.048901792332565
"('830.3',)",66.72927329669973
"('854.1',)",81.5522847061495
"('854.2',)",80.78110927502642
"('854.3',)",69.43611679448829
"('832.1',)",103.02825522897486
"('832.2',)",88.0532204711925
"('832.3',)",105.6897387210198
"('858.1',)",93.88108396877972
"('858.2',)",109.20046182908742
"('858.3',)",121.738889399044
"('834.1',)",111.51889225787902
"('834.2',)",126.4519063548679
"('834.3',)",144.2045369353832
"('860.1',)",157.7448799147729
"('860.2',)",194.59745353320815
"('860.3',)",342.36041863908184
"('842.1',)",254.58117443024548
"('842.2',)",230.68946767919158
"('842.3',)",215.94048175962718
"('836.1',)",221.50131847102003
"('836.2',)",270.4359477384732
"('836.3',)",416.5346498730433
"('840.1',)",465.0196973823339
"('840.2',)",481.10667087128587
"('840.3',)",495.4032959716357
"('862.1',)",498.3861628578483
"('862.2',)",568.8472835192953
"('862.3',)",707.8742240201705
"('844.1',)",627.9867768679678
"('844.2',)",614.7247517568923
"('844.3',)",789.9812397323533
"('846.1',)",770.0563442572032
"('846.2',)",520.8159504886744
"('846.3',)",921.1162190258619
"('848.1',)",1043.4256716407597
"('848.2',)",1261.665658478065
"('848.3',)",1084.6900867194404
"('852r.1',)",1456.2615783118722
"('852r.2',)",1868.6221692501317
"('852r.3',)",2136.8256798281386
"('888.1',)",2233.6624906688266
"('888.2',)",3617.1336798682546
"('888.3',)",1379.7686858710488
"('856.2',)",20987.000545699193
"('852.1',)",26603.884622362042
"('852.2',)",8645.824305681237
"('852.3',)",11197.429113820399
"('864.1',)",3789.1671478022054
"('838.2',)",30622.50506901987
"('890.1',)",10174.273982673101
"('890.2',)",11027.949092285362
"('890.3',)",2455.1927985628613
