,autovalores
"('sourcebus.1',)",0.4672562956721204
"('sourcebus.2',)",0.6921149258557575
"('sourcebus.3',)",0.979705629165865
"('800.1',)",0.47088552445373383
"('800.2',)",0.6974774000281186
"('800.3',)",0.9873459899287349
"('802.1',)",11.562744447104095
"('802.2',)",11.922781211400507
"('802.3',)",18.74091503391076
"('806.1',)",17.098155256088813
"('806.2',)",17.652478730811747
"('806.3',)",25.76533330489165
"('808.1',)",24.21463424795635
"('808.2',)",37.93718042699726
"('808.3',)",41.318019773480096
"('810.2',)",42.320722276054795
"('812.1',)",24.984501072211724
"('812.2',)",23.97206741496108
"('812.3',)",24.12460973071662
"('814.1',)",35.823016695755406
"('814.2',)",37.107439066789595
"('814.3',)",39.41987226063166
"('814r.1',)",35.48644517193784
"('814r.2',)",62.71800604678179
"('814r.3',)",54.23610427029014
"('850.1',)",50.61250522538118
"('850.2',)",50.19399976469949
"('850.3',)",56.59065133016719
"('816.1',)",75.0175515535364
"('816.2',)",62.40891276497001
"('816.3',)",65.35587892115794
"('818.1',)",83.10957221958662
"('824.1',)",93.24119062973595
"('824.2',)",74.012784291879
"('824.3',)",74.79260675400519
"('820.1',)",146.23839138252444
"('822.1',)",124.80054215406605
"('826.2',)",104.25002614442126
"('828.1',)",115.74167088302956
"('828.2',)",194.99009385379216
"('828.3',)",130.39419021259903
"('830.1',)",152.1325864030326
"('830.2',)",216.61010360078313
"('830.3',)",233.33819257239114
"('854.1',)",244.18555247765474
"('854.2',)",202.3107978753091
"('854.3',)",205.32292464015745
"('832.1',)",212.6863535771227
"('832.2',)",308.92309937031706
"('832.3',)",313.895600275311
"('858.1',)",348.77715598076094
"('858.2',)",328.9650137065025
"('858.3',)",357.62937598628014
"('834.1',)",392.43456145842504
"('834.2',)",419.2733180779003
"('834.3',)",518.0787532161066
"('860.1',)",409.0901572799201
"('860.2',)",459.7352484319402
"('860.3',)",504.1108022566318
"('842.1',)",504.8510963873421
"('842.2',)",403.3603564936086
"('842.3',)",715.5939759608581
"('836.1',)",825.4679847174045
"('836.2',)",940.4309144124477
"('836.3',)",1093.1419871370344
"('840.1',)",1209.0795904704062
"('840.2',)",1236.087884861338
"('840.3',)",1243.1668182083579
"('862.1',)",1565.7164798441927
"('862.2',)",1615.297226529507
"('862.3',)",1728.3770225798255
"('844.1',)",1660.5322234099974
"('844.2',)",2081.156292177479
"('844.3',)",2282.5510249395343
"('846.1',)",2368.8299762532197
"('846.2',)",2109.749667952544
"('846.3',)",7014.360968223591
"('848.1',)",7512.018545748982
"('848.2',)",53410.392500360205
"('848.3',)",40308.512109244024
"('852r.1',)",3138.6418238811584
"('852r.2',)",4805.872389106791
"('852r.3',)",31160.32297728626
"('888.1',)",3634.548818795578
"('888.2',)",10977.854807055104
"('888.3',)",2610.7675522777868
"('856.2',)",2709.5426414814265
"('852.1',)",15086.983399407727
"('852.2',)",38408.173508775224
"('852.3',)",3380.974580705659
"('864.1',)",4156.394510362447
"('838.2',)",4257.98174347016
"('890.1',)",13031.051019880028
"('890.2',)",17182.379469587704
"('890.3',)",16890.36327891102
