,autovalores
"('sourcebus.1',)",0.1549570192243229
"('sourcebus.2',)",0.23687126739949432
"('sourcebus.3',)",0.20733082711512685
"('800.1',)",0.15615928123421638
"('800.2',)",0.2089472796872106
"('800.3',)",0.23871330868798998
"('802.1',)",3.834156086824789
"('802.2',)",3.9542578996005253
"('802.3',)",6.047199922517549
"('806.1',)",5.149162871174132
"('806.2',)",5.292168888192258
"('806.3',)",5.8390892414417435
"('808.1',)",6.0464438719655424
"('808.2',)",10.296700657671776
"('808.3',)",9.24019648462868
"('810.2',)",9.448833555370067
"('812.1',)",8.420641364004805
"('812.2',)",8.028584750695481
"('812.3',)",9.228388055704219
"('814.1',)",7.952877396783162
"('814.2',)",10.768090154707684
"('814.3',)",12.269840753123761
"('814r.1',)",12.24508250243779
"('814r.2',)",10.643707995185606
"('814r.3',)",12.1595126979106
"('850.1',)",17.007444920749155
"('850.2',)",18.189258466885136
"('850.3',)",18.76833295163498
"('816.1',)",20.834804983833802
"('816.2',)",28.669760049406545
"('816.3',)",33.03249811126875
"('818.1',)",22.857948837404937
"('824.1',)",25.519176573254853
"('824.2',)",28.185672400484044
"('824.3',)",28.23154373662609
"('820.1',)",32.23751618749873
"('822.1',)",48.50377314771729
"('826.2',)",43.976157452130444
"('828.1',)",42.33621723860203
"('828.2',)",34.816614333331124
"('828.3',)",52.51329218276724
"('830.1',)",46.57366061539812
"('830.2',)",53.110976565292354
"('830.3',)",64.40358568560238
"('854.1',)",69.52479686967366
"('854.2',)",66.63499198853214
"('854.3',)",85.77020439571952
"('832.1',)",71.28485414793462
"('832.2',)",67.69643127745351
"('832.3',)",76.23980654481568
"('858.1',)",88.24511657323299
"('858.2',)",87.97504972715744
"('858.3',)",98.97373265986016
"('834.1',)",91.61284012193904
"('834.2',)",103.36529250132196
"('834.3',)",120.41655236556923
"('860.1',)",133.80625174402087
"('860.2',)",166.72549679245262
"('860.3',)",182.3040891001069
"('842.1',)",198.7459985991095
"('842.2',)",226.42053581585427
"('842.3',)",192.78501742796604
"('836.1',)",276.52910462757995
"('836.2',)",230.3712183386643
"('836.3',)",340.1083550166904
"('840.1',)",377.14369558544644
"('840.2',)",419.7001827899262
"('840.3',)",410.66242744817174
"('862.1',)",412.4989567594278
"('862.2',)",424.63000821725615
"('862.3',)",658.1792548128628
"('844.1',)",651.8572757279173
"('844.2',)",499.9907812039505
"('844.3',)",503.5974985029346
"('846.1',)",578.7013485805749
"('846.2',)",537.076742092823
"('846.3',)",751.5029016417499
"('848.1',)",899.2700430919871
"('848.2',)",1046.1876071188506
"('848.3',)",1600.0580880582525
"('852r.1',)",1762.8317952326095
"('852r.2',)",2995.7964626828557
"('852r.3',)",3082.1334156715848
"('888.1',)",19840.895705005165
"('888.2',)",24588.03101870036
"('888.3',)",7531.533417208258
"('856.2',)",1921.9033042994026
"('852.1',)",1204.4319344395067
"('852.2',)",1211.8680428176926
"('852.3',)",2130.745271339559
"('864.1',)",29389.328908495267
"('838.2',)",9018.90431543863
"('890.1',)",10084.915638164457
"('890.2',)",880.407181903779
"('890.3',)",8998.09251601874
