,autovalores
"('838.2',)",29450.422998316644
"('852.3',)",24688.076845831063
"('888.2',)",19899.19844949449
"('890.1',)",10133.694212509039
"('890.2',)",9123.284328234316
"('890.3',)",9060.887976490794
"('864.1',)",7589.030091225106
"('852r.2',)",3116.050817622219
"('852r.1',)",3025.7972406554654
"('852.2',)",2146.083330541302
"('852r.3',)",1936.8582614611928
"('848.2',)",1781.8279709650708
"('848.1',)",1613.7931884194866
"('852.1',)",1221.6943670150645
"('856.2',)",1215.1651852797786
"('848.3',)",1056.4522428055877
"('888.1',)",907.7639541650168
"('888.3',)",889.299137142988
"('846.3',)",759.6448113605925
"('846.1',)",664.2104516815837
"('844.3',)",657.6302962768406
"('844.2',)",584.980804805048
"('846.2',)",541.8750176477885
"('844.1',)",508.9018785414001
"('862.3',)",503.44523117001
"('840.2',)",429.0239699157122
"('840.3',)",423.1999272838449
"('862.2',)",416.5445893779298
"('862.1',)",414.7521594978352
"('840.1',)",381.38985325325444
"('836.3',)",343.8286322034247
"('842.1',)",279.68364578696713
"('836.1',)",232.28752843783184
"('842.3',)",227.84792622533826
"('842.2',)",200.34418680447666
"('836.2',)",193.96482581277678
"('860.3',)",184.17754813576406
"('860.2',)",168.13875290801977
"('860.1',)",134.96253951073524
"('834.3',)",121.59851192629753
"('834.2',)",104.4839478971988
"('858.3',)",100.06802961845598
"('834.1',)",92.58410387885442
"('854.2',)",89.06329856466446
"('854.3',)",88.91385369250138
"('854.1',)",86.72651210259939
"('858.1',)",77.08669804852782
"('832.2',)",72.09005225771769
"('832.1',)",70.12074936098912
"('858.2',)",67.79795532271855
"('832.3',)",67.33418286144173
"('830.3',)",64.53860054284412
"('830.2',)",53.55071121164624
"('828.3',)",53.118067139833066
"('828.1',)",49.06477924389745
"('830.1',)",47.004087898271074
"('822.1',)",44.48025522703052
"('826.2',)",42.707421234279764
"('828.2',)",35.21080856754003
"('816.2',)",33.405820260808404
"('820.1',)",32.505868532669524
"('850.3',)",28.84852631792565
"('824.2',)",28.484420016723032
"('824.3',)",28.426370821586527
"('824.1',)",25.760269427918338
"('818.1',)",23.063537558875172
"('816.3',)",21.064250608553404
"('816.1',)",18.98009639240722
"('850.2',)",18.333913367574144
"('850.1',)",17.17436340324547
"('814.2',)",12.406364454791255
"('814r.1',)",12.348288912641921
"('814r.3',)",12.261742922314426
"('814.3',)",10.867928534263179
"('814r.2',)",10.742169368403175
"('808.2',)",10.407870176414761
"('806.2',)",9.55808764234465
"('806.1',)",9.347099608684028
"('812.3',)",9.315435684446516
"('812.1',)",8.490928343090605
"('812.2',)",8.120015775764642
"('814.1',)",8.043518310008386
"('802.3',)",6.115268839381321
"('808.3',)",6.097309179928985
"('810.2',)",5.888015337947361
"('806.3',)",5.341120193103573
"('808.1',)",5.196972279033755
"('802.2',)",3.999335212711151
"('802.1',)",3.877785292012634
"('800.3',)",0.24072345387826494
"('sourcebus.2',)",0.2388658069157429
"('800.2',)",0.21087976298247263
"('sourcebus.3',)",0.20924849670644824
"('800.1',)",0.15793973538350065
"('sourcebus.1',)",0.15672375301050656
