,autovalores
"('888.3',)",34406.042076826125
"('852.1',)",30893.10918171475
"('888.2',)",23633.52649170165
"('852r.1',)",17081.67863642611
"('890.3',)",12965.889894822536
"('890.2',)",12397.441954799835
"('856.2',)",10923.770775528288
"('890.1',)",5687.25078120844
"('852r.2',)",5245.859412194532
"('838.2',)",3398.492096201565
"('888.1',)",3292.9805747322816
"('864.1',)",2727.761368488941
"('848.2',)",2461.854618398265
"('848.1',)",2106.1182761213067
"('852r.3',)",1853.5089672977883
"('848.3',)",1779.2547658512524
"('846.2',)",1592.7263867185784
"('846.3',)",1384.9319655672482
"('852.3',)",1348.9788896033529
"('844.3',)",1159.3404772445845
"('846.1',)",1101.6783857098394
"('844.1',)",1040.050808477444
"('852.2',)",916.0519888045649
"('862.3',)",808.8396281641918
"('844.2',)",777.6243183973199
"('862.1',)",742.6822004783993
"('862.2',)",731.9973729688069
"('840.3',)",708.7246260100745
"('840.2',)",689.3973831213347
"('840.1',)",623.6913587129366
"('836.3',)",597.0923169478572
"('860.2',)",519.4232627390016
"('836.2',)",380.9180162309708
"('836.1',)",325.4222639103214
"('842.2',)",318.97685745262174
"('842.3',)",305.5434855627537
"('842.1',)",267.57109178987054
"('860.3',)",259.00877558168287
"('860.1',)",223.83994608422984
"('834.3',)",200.08466063722193
"('834.2',)",185.71990265790797
"('858.1',)",182.66137694813634
"('858.3',)",166.4699005653258
"('834.1',)",161.76231406523559
"('858.2',)",158.058263672726
"('832.3',)",141.41861527137021
"('854.2',)",138.4948041121883
"('832.2',)",133.10869513339586
"('832.1',)",114.4050536998367
"('854.1',)",110.72152939616353
"('828.2',)",99.2113425039705
"('854.3',)",93.23866321547582
"('828.1',)",91.83530512772606
"('822.1',)",82.94563121319541
"('830.3',)",71.96415061562318
"('830.2',)",70.14893409783909
"('830.1',)",70.0116567921059
"('826.2',)",68.0201849426268
"('828.3',)",64.22478635262283
"('824.2',)",62.16801255395448
"('820.1',)",56.72446679051039
"('824.3',)",50.10576915674907
"('824.1',)",42.73460638752829
"('850.2',)",39.95416851403848
"('816.3',)",39.10876485020841
"('818.1',)",38.476871552190836
"('816.1',)",35.67837953280463
"('816.2',)",34.382216035710584
"('850.3',)",32.56960378033093
"('814r.3',)",25.6652769111269
"('814r.1',)",22.211526789147623
"('814r.2',)",21.703229934371723
"('850.1',)",21.52892907560297
"('812.1',)",18.50290043007471
"('808.2',)",17.861645354264404
"('808.1',)",17.49365068103299
"('812.3',)",16.860549886932443
"('814.1',)",16.21960649796548
"('814.3',)",16.032947755006486
"('812.2',)",14.868415668008922
"('814.2',)",14.744270450544906
"('806.3',)",12.210009213046277
"('802.3',)",11.236569828586923
"('808.3',)",10.708502217467247
"('810.2',)",10.35166789069954
"('806.1',)",7.971160767924413
"('806.2',)",7.756233327983573
"('802.2',)",7.333002688288639
"('802.1',)",7.093199892158345
"('800.3',)",0.4229195513352744
"('sourcebus.3',)",0.41964801035155963
"('800.2',)",0.31476048249215155
"('sourcebus.2',)",0.31234057276158766
"('800.1',)",0.28961747900192775
"('sourcebus.1',)",0.2873818370230798
