,autovalores
"('sourcebus.1',)",0.041058146729947204
"('sourcebus.2',)",0.057017300775833335
"('sourcebus.3',)",0.04137657572846004
"('800.1',)",0.10446742508809942
"('800.2',)",0.05746228923480869
"('800.3',)",0.1052820978023629
"('802.1',)",1.0173796876373231
"('802.2',)",1.0478732479881656
"('802.3',)",1.6247053504377456
"('806.1',)",1.4555535125739045
"('806.2',)",1.4134391600462264
"('806.3',)",2.375613633490841
"('808.1',)",2.428892553391279
"('808.2',)",2.8089445263841712
"('808.3',)",2.129134718562482
"('810.2',)",2.3265548389402584
"('812.1',)",2.1077917097723344
"('812.2',)",2.957812766800153
"('812.3',)",3.299004961565857
"('814.1',)",2.5818067476097637
"('814.2',)",2.668670146400541
"('814.3',)",3.9605841990767012
"('814r.1',)",2.9277473040007447
"('814r.2',)",4.593628145478253
"('814r.3',)",8.524196701294493
"('850.1',)",5.009630736245942
"('850.2',)",5.410140351107126
"('850.3',)",5.588558918990976
"('816.1',)",5.367833191245752
"('816.2',)",6.963533873509449
"('816.3',)",11.16178045024009
"('818.1',)",8.081434351650252
"('824.1',)",7.729539185323787
"('824.2',)",7.8421439712122325
"('824.3',)",12.47514369627497
"('820.1',)",9.270562287022502
"('822.1',)",13.201337314187171
"('826.2',)",14.623277657102296
"('828.1',)",14.409667958443869
"('828.2',)",12.532474810645333
"('828.3',)",12.873502452817256
"('830.1',)",14.251663850442217
"('830.2',)",18.137443929785523
"('830.3',)",18.837142197516776
"('854.1',)",20.597404427967124
"('854.2',)",22.476149145919344
"('854.3',)",22.778440259087766
"('832.1',)",24.84614255810568
"('832.2',)",23.559653427252798
"('832.3',)",27.388909436461784
"('858.1',)",25.469620627212866
"('858.2',)",31.496495840920772
"('858.3',)",28.464328501948195
"('834.1',)",36.11384022727925
"('834.2',)",45.081391834420174
"('834.3',)",39.06521428965277
"('860.1',)",46.35358169360159
"('860.2',)",53.10337080231958
"('860.3',)",71.98645381530616
"('842.1',)",66.38810669139427
"('842.2',)",73.16904033600234
"('842.3',)",88.49655149577436
"('836.1',)",92.26296548994526
"('836.2',)",94.38078469459263
"('836.3',)",94.88065719980972
"('840.1',)",112.29006022512887
"('840.2',)",115.00139445881965
"('840.3',)",121.35918701645029
"('862.1',)",146.1744499784482
"('862.2',)",160.42865223434856
"('862.3',)",154.39692758839362
"('844.1',)",156.10140396391702
"('844.2',)",199.61637143343586
"('844.3',)",167.74827476561455
"('846.1',)",205.09392337380916
"('846.2',)",232.52800871058415
"('846.3',)",255.67916427059384
"('848.1',)",404.5189592541949
"('848.2',)",461.17741390410526
"('848.3',)",315.8993127931757
"('852r.1',)",578.6464906183927
"('852r.2',)",2317.44986333424
"('852r.3',)",734.5234484468347
"('888.1',)",1046.509484630728
"('888.2',)",288.7806172079649
"('888.3',)",2667.141783615519
"('856.2',)",3123.912786404792
"('852.1',)",13566.765081972513
"('852.2',)",15739.051479181975
"('852.3',)",293.6394870743675
"('864.1',)",5372.329267740487
"('838.2',)",859.7566368770406
"('890.1',)",897.2482535248906
"('890.2',)",22959.11620133713
"('890.3',)",500.57167246603353
