,autovalores
"('sourcebus.1',)",0.4660320064065726
"('sourcebus.2',)",0.6883666710864751
"('sourcebus.3',)",0.9743953309713878
"('800.1',)",0.4696517644927714
"('800.2',)",0.6937000848356802
"('800.3',)",0.9819942761550193
"('802.1',)",11.532411962294933
"('802.2',)",11.891555667555226
"('802.3',)",18.69148501322844
"('806.1',)",17.0059103948892
"('806.2',)",17.556943347092403
"('806.3',)",25.63118631670346
"('808.1',)",24.151147353821077
"('808.2',)",37.77609381833061
"('808.3',)",41.09297152735066
"('810.2',)",24.84922111610817
"('812.1',)",23.90930740067148
"('812.2',)",23.994309680603582
"('812.3',)",42.090487199736906
"('814.1',)",35.62947361366498
"('814.2',)",37.007354978665774
"('814.3',)",39.20685336600776
"('814r.1',)",35.294539941702766
"('814r.2',)",62.52827502966502
"('814r.3',)",53.955183118526975
"('850.1',)",50.338790249688216
"('850.2',)",49.922563010585925
"('850.3',)",56.44103446902959
"('816.1',)",74.62182956736055
"('816.2',)",62.232421247599255
"('816.3',)",65.13719822433566
"('818.1',)",82.6698698631515
"('824.1',)",74.78109481244631
"('824.2',)",73.997010399006
"('824.3',)",92.74755610394307
"('820.1',)",145.44371431072912
"('822.1',)",124.33067984830829
"('826.2',)",103.97970623533519
"('828.1',)",115.12787036394114
"('828.2',)",193.9321391617335
"('828.3',)",129.70628182044732
"('830.1',)",151.3322326153492
"('830.2',)",243.33796844180324
"('830.3',)",232.07430018021174
"('854.1',)",215.4302369083641
"('854.2',)",201.547504004468
"('854.3',)",204.6480477992743
"('832.1',)",211.57932509559612
"('832.2',)",307.33570112464645
"('832.3',)",312.70232294799746
"('858.1',)",327.2044440203825
"('858.2',)",347.07881391054485
"('858.3',)",356.21734706199913
"('834.1',)",390.2973934605473
"('834.2',)",417.05607260324757
"('834.3',)",502.62727274365693
"('860.1',)",407.28309194553
"('860.2',)",402.34447701746797
"('860.3',)",457.6293528777329
"('842.1',)",516.4333398239347
"('842.2',)",502.33419754592796
"('842.3',)",711.9860940987909
"('836.1',)",821.3163853601267
"('836.2',)",937.9188076575942
"('836.3',)",1089.7914236230238
"('840.1',)",1203.3553867156484
"('840.2',)",1231.8106319910894
"('840.3',)",1239.0851374308572
"('862.1',)",1557.7210945879547
"('862.2',)",1606.9359426362548
"('862.3',)",1719.900279702357
"('844.1',)",1651.7398364105609
"('844.2',)",2074.291172752684
"('844.3',)",2272.3485712349384
"('846.1',)",2098.767024196146
"('846.2',)",2358.1814481535384
"('846.3',)",7473.350778669464
"('848.1',)",6982.3425190354665
"('848.2',)",2598.267100119445
"('848.3',)",53248.80241679759
"('852r.1',)",2699.883830777495
"('852r.2',)",3123.8041329676716
"('852r.3',)",4784.309553904578
"('888.1',)",40088.7594444922
"('888.2',)",10928.63642275978
"('888.3',)",31105.515525298044
"('856.2',)",3618.768431515508
"('852.1',)",15061.538668818961
"('852.2',)",38349.62432163878
"('852.3',)",3372.9310520821987
"('864.1',)",4138.715045618351
"('838.2',)",4239.760304180264
"('890.1',)",17149.28559147318
"('890.2',)",16862.430954501106
"('890.3',)",12963.51730990203
