,autovalores
"('848.1',)",51355.55185136943
"('890.2',)",37668.88934291277
"('856.2',)",37555.20110687451
"('852r.3',)",30454.615692257903
"('864.1',)",16758.045107954258
"('890.1',)",16536.379207793816
"('852.1',)",14761.44601361962
"('838.2',)",12179.598908163349
"('888.1',)",10354.38889223247
"('848.3',)",7025.842232213309
"('848.2',)",6609.755404110642
"('852r.2',)",4534.585026416362
"('890.3',)",4039.8644530682195
"('852.3',)",3927.1767336163657
"('888.3',)",3433.7505564692474
"('852.2',)",3276.246008659871
"('852r.1',)",2950.413922805221
"('888.2',)",2590.897709293893
"('846.3',)",2449.179743252464
"('844.3',)",2235.4351891130486
"('844.2',)",2154.0985248369498
"('846.2',)",1998.279509662597
"('846.1',)",1965.553330621442
"('862.3',)",1621.4870848108978
"('844.1',)",1550.369455207298
"('862.2',)",1510.2407876835553
"('862.1',)",1465.4553970727243
"('840.3',)",1198.8068144174447
"('840.2',)",1177.7237829368278
"('840.1',)",1133.9302573181815
"('836.3',)",1049.999516317875
"('836.2',)",908.3375469369558
"('836.1',)",773.3328516158078
"('842.3',)",670.2987194849062
"('860.2',)",497.1029314531368
"('834.3',)",485.26881021620204
"('842.2',)",473.36517300201854
"('842.1',)",433.4942450344993
"('834.2',)",391.4608766085594
"('860.3',)",390.3974406324522
"('860.1',)",386.1567374741023
"('834.1',)",365.6566593479627
"('858.3',)",339.7279372973733
"('832.3',)",327.36333444290045
"('858.2',)",306.93369677958884
"('858.1',)",299.04176474230866
"('832.2',)",288.52980926448447
"('854.1',)",233.4206869911787
"('830.3',)",217.48664847148825
"('830.1',)",201.82584348368252
"('832.1',)",198.78565352025385
"('854.3',)",196.68661740885463
"('854.2',)",192.64427768739458
"('828.2',)",181.73176264349124
"('830.2',)",142.08999545546092
"('820.1',)",136.2806577942773
"('828.3',)",121.76118804920478
"('822.1',)",118.8451296589056
"('828.1',)",108.0440455022302
"('826.2',)",100.79019879752207
"('824.1',)",87.05148107498046
"('818.1',)",77.5973696096196
"('824.2',)",74.63871386915429
"('824.3',)",73.80193653604996
"('816.2',)",70.05180281330452
"('816.3',)",62.61247538249784
"('814r.2',)",60.32129613449817
"('816.1',)",60.115068032543775
"('850.3',)",54.676768746764324
"('814r.3',)",50.712787174440486
"('850.1',)",47.182817882126784
"('850.2',)",46.79284576781442
"('810.2',)",39.436532433620414
"('808.3',)",38.49864586161435
"('814.2',)",36.75088199592678
"('808.2',)",35.88685965163004
"('814.1',)",35.825679281401875
"('814.3',)",33.3984906963002
"('814r.1',)",33.08244362945179
"('806.3',)",24.080872487006207
"('808.1',)",23.4028840743114
"('812.3',)",23.28955164055133
"('812.2',)",23.169632301763478
"('812.1',)",22.491805839007373
"('802.3',)",18.10942869238665
"('806.2',)",16.455755545699315
"('806.1',)",15.942566376462285
"('802.2',)",11.52354694138354
"('802.1',)",11.174896049000496
"('800.3',)",0.9202977334098575
"('sourcebus.3',)",0.9131762481307986
"('800.2',)",0.6501627964931971
"('sourcebus.2',)",0.6451643483128102
"('800.1',)",0.4551113774208819
"('sourcebus.1',)",0.45160322321983914
