,autovalores
"('sourcebus.1',)",0.3796799853981332
"('sourcebus.2',)",0.4568435116719843
"('sourcebus.3',)",0.645526535840976
"('800.1',)",0.3826324972920944
"('800.2',)",0.4603810872467966
"('800.3',)",0.65056040512391
"('802.1',)",9.390512051553312
"('802.2',)",9.689025831737169
"('802.3',)",15.233704549035567
"('806.1',)",11.306272489612361
"('806.2',)",11.654635045753848
"('806.3',)",17.21855206792281
"('808.1',)",19.670179316506342
"('808.2',)",26.83481524251306
"('808.3',)",27.191951728059863
"('810.2',)",27.860646593738945
"('812.1',)",15.914716195535238
"('812.2',)",16.468258407611167
"('812.3',)",19.481702744382538
"('814.1',)",25.98691476033349
"('814.2',)",23.671687981289704
"('814.3',)",29.85443373664689
"('814r.1',)",23.43585227130182
"('814r.2',)",50.06622245428479
"('814r.3',)",36.544018930727226
"('850.1',)",33.37388810300981
"('850.2',)",33.09905163791472
"('850.3',)",45.82438629447609
"('816.1',)",49.88516972374975
"('816.2',)",48.46534171850196
"('816.3',)",51.62118185372054
"('818.1',)",55.4374911271156
"('824.1',)",62.1052455850281
"('824.2',)",96.17130004510251
"('824.3',)",93.07334617318446
"('820.1',)",72.51532578771496
"('822.1',)",76.78234807818096
"('826.2',)",73.6987873793154
"('828.1',)",128.29373734051148
"('828.2',)",142.2892021247591
"('828.3',)",153.51815956266327
"('830.1',)",84.90345456088174
"('830.2',)",86.71491769776803
"('830.3',)",101.43621491630674
"('854.1',)",186.01936672014142
"('854.2',)",150.9949294096732
"('854.3',)",157.09862191199005
"('832.1',)",142.07323340483214
"('832.2',)",204.64061188951104
"('832.3',)",217.2309857567772
"('858.1',)",238.03721820265946
"('858.2',)",232.1780935121087
"('858.3',)",257.83821589904204
"('834.1',)",278.87665644626594
"('834.2',)",263.1786117672336
"('834.3',)",286.80940600008694
"('860.1',)",402.49468207920586
"('860.2',)",403.00908513244116
"('860.3',)",327.0790992363447
"('842.1',)",351.45665106617116
"('842.2',)",331.18710265330014
"('842.3',)",485.7308598354
"('836.1',)",561.2693833990417
"('836.2',)",760.9527658504361
"('836.3',)",800.6676978642607
"('840.1',)",859.2327788984993
"('840.2',)",929.1268551553749
"('840.3',)",1011.57488164307
"('862.1',)",1081.2176890951455
"('862.2',)",1062.0421501629044
"('862.3',)",1107.0195024238792
"('844.1',)",1176.2220685228117
"('844.2',)",1397.6796103713825
"('844.3',)",1533.9748171721803
"('846.1',)",1616.0263501204986
"('846.2',)",1763.6749316825917
"('846.3',)",1741.4776650484746
"('848.1',)",2041.6978516004604
"('848.2',)",5034.76992163648
"('848.3',)",4905.276543085571
"('852r.1',)",42397.51303804756
"('852r.2',)",34502.037319297706
"('852r.3',)",7693.977629865404
"('888.1',)",26471.51477077028
"('888.2',)",3466.7566326032893
"('888.3',)",3246.38216642469
"('856.2',)",2715.4359155013403
"('852.1',)",2215.381252627392
"('852.2',)",2505.5745949441853
"('852.3',)",2961.260039163875
"('864.1',)",13152.814738400131
"('838.2',)",27140.14805156492
"('890.1',)",8687.790002808342
"('890.2',)",14739.60652229441
"('890.3',)",14938.78576492493
