,autovalores
"('846.3',)",41769.852974432884
"('888.1',)",34273.494150071616
"('838.2',)",26891.577769844687
"('888.2',)",25739.56920301397
"('890.3',)",14813.745180834021
"('890.2',)",14584.673526760529
"('852.2',)",13018.679553756885
"('890.1',)",8455.048578442102
"('852r.3',)",7509.673989368318
"('848.1',)",4901.8608859987935
"('848.2',)",4788.278465114909
"('852r.2',)",3403.557650559309
"('852.1',)",3189.981523246765
"('864.1',)",2901.497309000474
"('888.3',)",2657.3180166738643
"('852.3',)",2444.3524320927463
"('852r.1',)",2171.9087025746953
"('856.2',)",1995.200540819752
"('846.2',)",1725.53806132504
"('846.1',)",1704.3293153347786
"('848.3',)",1577.5857939557495
"('844.3',)",1497.3101187884247
"('844.1',)",1360.1227728824222
"('862.3',)",1145.9775449948277
"('844.2',)",1077.7590629349825
"('862.1',)",1052.663023626282
"('862.2',)",1035.5761485488656
"('840.3',)",997.5396434275077
"('840.2',)",911.980932748856
"('840.1',)",843.094704282265
"('836.3',)",779.8297044690671
"('836.2',)",749.4813336596616
"('836.1',)",547.1802481966416
"('842.3',)",473.395309804889
"('842.1',)",396.6059211956424
"('842.2',)",396.04536420069326
"('860.3',)",344.0222757210121
"('860.2',)",326.7782835430119
"('860.1',)",319.5225762844301
"('834.3',)",279.91608599574005
"('834.1',)",271.4076274551178
"('834.2',)",257.80802972963295
"('858.3',)",250.7169087413601
"('832.3',)",231.95189767127758
"('858.2',)",227.13392931220756
"('858.1',)",211.32679797649772
"('832.2',)",199.0773964567698
"('854.1',)",182.6053953951573
"('854.3',)",154.13782103830775
"('830.2',)",149.28828091700157
"('854.2',)",148.05404306986264
"('828.3',)",138.35670847462222
"('832.1',)",138.2886325204298
"('824.3',)",124.76121917725655
"('830.3',)",98.75613956554645
"('824.2',)",93.52131307337865
"('820.1',)",91.24757320100878
"('828.2',)",84.39651985026713
"('830.1',)",83.67818233228677
"('826.2',)",74.7101996751053
"('828.1',)",73.60853437902787
"('822.1',)",72.39191465974167
"('824.1',)",60.46849637917064
"('818.1',)",53.99138290369608
"('816.3',)",50.852788759430474
"('850.1',)",49.340173399364986
"('816.1',)",48.54301719972674
"('816.2',)",47.5615287361668
"('850.3',)",45.14493071780225
"('814r.3',)",35.62280109261378
"('814r.2',)",32.46225851564262
"('850.2',)",32.19508337551957
"('814.3',)",29.390208296424092
"('812.2',)",27.103234731281294
"('812.1',)",26.46274939608779
"('810.2',)",26.169949879436825
"('814.2',)",25.275566164257157
"('812.3',)",23.03526555474208
"('814r.1',)",22.804253408618298
"('808.3',)",19.38675048617388
"('814.1',)",19.2020230965959
"('806.3',)",16.761434402402845
"('808.2',)",16.018130449215796
"('808.1',)",15.480331264192015
"('802.3',)",15.019107049578821
"('806.1',)",11.340325708696103
"('806.2',)",11.003012827043975
"('802.2',)",9.549937567624545
"('802.1',)",9.254879069481868
"('800.3',)",0.6327662558646888
"('sourcebus.3',)",0.6278701167502543
"('800.2',)",0.4479586164191425
"('sourcebus.2',)",0.44451676270627466
"('800.1',)",0.37713806705758934
"('sourcebus.1',)",0.3742275894123273
