,autovalores
"('sourcebus.1',)",0.40273299762234444
"('sourcebus.2',)",0.5121765657874802
"('sourcebus.3',)",0.7244309866086994
"('800.1',)",0.4058634193388096
"('800.2',)",0.5161435952139548
"('800.3',)",0.7300803300235782
"('802.1',)",9.963143956067135
"('802.2',)",10.277061275543362
"('802.3',)",16.14837716290975
"('806.1',)",13.065471126500166
"('806.2',)",12.668306466841093
"('806.3',)",19.25570040649608
"('808.1',)",20.867471011650878
"('808.2',)",29.66167474969037
"('808.3',)",30.506878478116935
"('810.2',)",31.262782719381484
"('812.1',)",17.855125509587257
"('812.2',)",18.47961833811242
"('812.3',)",20.663984016292872
"('814.1',)",26.529428863884775
"('814.2',)",29.163267777819783
"('814.3',)",31.79363843886769
"('814r.1',)",26.270836488966456
"('814r.2',)",53.22067860227569
"('814r.3',)",40.699655151048084
"('850.1',)",37.44678114837406
"('850.2',)",37.13785573509716
"('850.3',)",48.6787187339148
"('816.1',)",55.864074667551826
"('816.2',)",52.315750231051794
"('816.3',)",54.92252843220281
"('818.1',)",61.94587798516264
"('824.1',)",108.00610491178959
"('824.2',)",69.45018509909585
"('824.3',)",72.99334099147465
"('820.1',)",101.0193951736042
"('822.1',)",74.04819699026987
"('826.2',)",86.01072371198447
"('828.1',)",144.0669721215687
"('828.2',)",90.03883210864261
"('828.3',)",97.09667332451127
"('830.1',)",159.85325626265745
"('830.2',)",113.44084104342016
"('830.3',)",172.4041127547832
"('854.1',)",163.8077851902049
"('854.2',)",200.78932517013286
"('854.3',)",169.72975917648475
"('832.1',)",158.91911953246154
"('832.2',)",229.4631194285142
"('832.3',)",243.56876311093902
"('858.1',)",264.927336192134
"('858.2',)",253.774281830595
"('858.3',)",312.18489655583915
"('834.1',)",289.64504998191944
"('834.2',)",286.5585773037704
"('834.3',)",428.29049436014185
"('860.1',)",317.25124166187624
"('860.2',)",432.6167743155786
"('860.3',)",359.5594649949437
"('842.1',)",350.019508077472
"('842.2',)",385.8707847744243
"('842.3',)",540.5828729969662
"('836.1',)",624.1149469909909
"('836.2',)",808.3619851637935
"('836.3',)",892.3329321942334
"('840.1',)",929.188629484087
"('840.2',)",1004.658196207835
"('840.3',)",1071.227805022784
"('862.1',)",1208.648452061496
"('862.2',)",1180.6631242387464
"('862.3',)",1237.753223446232
"('844.1',)",1310.0528101664834
"('844.2',)",1565.4341828334323
"('844.3',)",1691.2010733864372
"('846.1',)",1782.6403235378002
"('846.2',)",1965.5547850040448
"('846.3',)",1877.8265831335682
"('848.1',)",2230.273248083493
"('848.2',)",5627.036015458787
"('848.3',)",5420.756361302744
"('852r.1',)",45152.30651528154
"('852r.2',)",3766.852109942644
"('852r.3',)",35482.25276439389
"('888.1',)",8504.030706890333
"('888.2',)",29740.86176161466
"('888.3',)",2941.9792705764453
"('856.2',)",3486.0673193213934
"('852.1',)",13698.715971606372
"('852.2',)",2418.5080162186287
"('852.3',)",28203.33768908649
"('864.1',)",3235.1059228011236
"('838.2',)",2777.1691905521757
"('890.1',)",15465.866315856905
"('890.2',)",9724.7322542388
"('890.3',)",15386.975740872527
