,autovalores
"('848.3',)",50454.36781679432
"('838.2',)",37347.97109631663
"('888.2',)",36375.156328695666
"('888.1',)",30139.017113729224
"('890.1',)",16569.222522193744
"('890.3',)",16381.184879503351
"('856.2',)",14616.244818562604
"('890.2',)",11811.83444565776
"('888.3',)",10082.647608596259
"('848.1',)",6816.359591475643
"('848.2',)",6434.05568562758
"('852r.3',)",4417.763049104657
"('864.1',)",3952.5908582077113
"('852.1',)",3824.210836707882
"('852.3',)",3347.3723987901217
"('852.2',)",3226.157254407485
"('852r.2',)",2868.869397345707
"('846.3',)",2540.336549428481
"('846.2',)",2377.6819392679613
"('852r.1',)",2178.5720540751395
"('846.1',)",2098.806996644638
"('844.2',)",1958.2536949314733
"('844.3',)",1905.4981313715218
"('844.1',)",1575.2212400446167
"('862.3',)",1503.154885023144
"('862.2',)",1465.017633925634
"('862.1',)",1422.4405333686695
"('840.3',)",1180.5371193174742
"('840.2',)",1152.1521060029493
"('840.1',)",1100.6639156884657
"('836.3',)",1030.5692028359792
"('836.2',)",894.1445257473905
"('836.1',)",750.911840511737
"('842.3',)",650.8234191901021
"('860.2',)",487.8602868814575
"('834.3',)",477.0161107403182
"('842.2',)",459.9190044671198
"('860.3',)",422.3360538360068
"('842.1',)",384.6531265164195
"('834.2',)",379.52045140340675
"('860.1',)",376.13763004407673
"('834.1',)",354.1792144968326
"('858.3',)",331.91835033819785
"('832.3',)",318.09452245631513
"('858.2',)",297.56700557570514
"('858.1',)",292.46950216424335
"('832.2',)",279.65469845715353
"('830.3',)",228.70209362312153
"('854.1',)",210.685473361541
"('830.2',)",195.4885684047013
"('854.3',)",192.94929543615697
"('832.1',)",192.71676857805744
"('854.2',)",188.42942249733696
"('828.2',)",176.0473332678397
"('830.1',)",137.776310521083
"('820.1',)",132.01212319360815
"('828.3',)",118.05183425466882
"('822.1',)",116.24510040259985
"('828.1',)",104.74162553843928
"('826.2',)",99.25443055247486
"('818.1',)",84.39569048801819
"('824.1',)",75.23321249330961
"('824.2',)",74.56567917730703
"('824.3',)",73.70188769470714
"('816.1',)",67.91834635604175
"('816.3',)",61.43923880031861
"('814r.2',)",59.27991607095258
"('816.2',)",59.06911238966832
"('850.3',)",53.82868004200039
"('814r.3',)",49.20071224261921
"('850.1',)",45.71271917263339
"('850.2',)",45.3349723976868
"('810.2',)",38.20077584901723
"('808.3',)",37.29053831755973
"('814.3',)",35.60891049464006
"('814.2',)",35.25461683248626
"('808.2',)",34.98637439542946
"('814.1',)",32.3597291148249
"('814r.1',)",32.05246378258923
"('806.3',)",23.356440210717953
"('808.1',)",23.04347311356589
"('812.3',)",22.81436506206001
"('812.2',)",22.563116249240373
"('812.1',)",21.7918373610404
"('802.3',)",17.830247802093478
"('806.2',)",15.943060159306697
"('806.1',)",15.447443554984721
"('802.2',)",11.34679759563999
"('802.1',)",11.003160840122387
"('800.3',)",0.8915645893267307
"('sourcebus.3',)",0.8846654691538967
"('800.2',)",0.6298937199898826
"('sourcebus.2',)",0.6250512287396013
"('800.1',)",0.44812790572622146
"('sourcebus.1',)",0.4446733434651479
