,autovalores
"('sourcebus.1',)",0.09966730645844331
"('sourcebus.2',)",0.17876431242301605
"('sourcebus.3',)",0.1379816781927078
"('800.1',)",0.10044040168834384
"('800.2',)",0.13905852154761214
"('800.3',)",0.18015477463890991
"('802.1',)",2.5434959308796476
"('802.2',)",2.467746304490182
"('802.3',)",3.9107536743643903
"('806.1',)",5.902883860997722
"('806.2',)",6.036860173996368
"('806.3',)",3.4213815201387683
"('808.1',)",3.522105228248933
"('808.2',)",6.748605924148477
"('808.3',)",5.644234329845864
"('810.2',)",5.165979535253872
"('812.1',)",4.414907123961544
"('812.2',)",4.564357339649215
"('812.3',)",6.87581020321491
"('814.1',)",5.11588652670403
"('814.2',)",7.9469101369756965
"('814.3',)",7.159134559038445
"('814r.1',)",7.083869173968242
"('814r.2',)",9.252817954955647
"('814r.3',)",11.130513994235475
"('850.1',)",9.18008235765738
"('850.2',)",13.915627233480231
"('850.3',)",12.113796215807477
"('816.1',)",13.505225850497387
"('816.2',)",20.832787760408443
"('816.3',)",16.131984624364467
"('818.1',)",22.893957143845316
"('824.1',)",16.860057310715735
"('824.2',)",18.791601553333155
"('824.3',)",28.296917840379976
"('820.1',)",30.991776584089905
"('822.1',)",33.64317703216452
"('826.2',)",29.969866541733243
"('828.1',)",21.445547436674463
"('828.2',)",24.36818675235423
"('828.3',)",22.45151516199664
"('830.1',)",31.04406855854291
"('830.2',)",40.211719249457346
"('830.3',)",43.82668348849424
"('854.1',)",49.623254262290736
"('854.2',)",46.00355802770631
"('854.3',)",49.61278052530082
"('832.1',)",55.555049023154815
"('832.2',)",56.29288615005697
"('832.3',)",63.38240632119257
"('858.1',)",64.57566201458484
"('858.2',)",81.61687746766115
"('858.3',)",60.38163249286631
"('834.1',)",58.05160728415664
"('834.2',)",67.75341752576239
"('834.3',)",62.82066812285933
"('860.1',)",95.75662948431707
"('860.2',)",116.19121902778303
"('860.3',)",126.14911022264444
"('842.1',)",144.50133614287836
"('842.2',)",221.68819665898218
"('842.3',)",151.0941800429792
"('836.1',)",180.78171298058703
"('836.2',)",173.5035433927708
"('836.3',)",169.55643124780138
"('840.1',)",244.0472341689673
"('840.2',)",273.66048955747084
"('840.3',)",279.32638242246367
"('862.1',)",308.61754328125653
"('862.2',)",284.737499260574
"('862.3',)",382.7680522186913
"('844.1',)",377.500668922866
"('844.2',)",338.1798980922843
"('844.3',)",453.5399576173456
"('846.1',)",506.2290581289863
"('846.2',)",716.8996273334258
"('846.3',)",611.1521796777453
"('848.1',)",909.739235994024
"('848.2',)",1106.7611518188105
"('848.3',)",2060.882575767039
"('852r.1',)",1413.0038976168414
"('852r.2',)",2009.4861908349255
"('852r.3',)",5760.66209233895
"('888.1',)",17719.648754928687
"('888.2',)",21213.761822084314
"('888.3',)",5491.65640969955
"('856.2',)",366.1329072602976
"('852.1',)",478.4591238872838
"('852.2',)",837.1330442190207
"('852.3',)",591.3846798501067
"('864.1',)",1181.9606215791848
"('838.2',)",6634.8940341537345
"('890.1',)",27193.67831211902
"('890.2',)",8308.290961675777
"('890.3',)",1624.468425771203
