,autovalores
"('852r.3',)",50165.131746932
"('864.1',)",37245.34590558087
"('888.2',)",35999.85682140518
"('888.3',)",30036.922607257093
"('890.1',)",16508.232556602492
"('890.3',)",16331.25376141953
"('856.2',)",14569.184574545006
"('890.2',)",11694.591016820528
"('888.1',)",9995.653073498743
"('848.1',)",6749.599461731276
"('848.2',)",6377.888806765276
"('852r.2',)",4380.575829251905
"('838.2',)",3925.4114162196693
"('852.1',)",3791.051100736699
"('852.3',)",3320.3347388638254
"('852.2',)",3208.994590627412
"('852r.1',)",2842.905068603326
"('846.3',)",2524.1456932639885
"('846.2',)",2354.7652105073053
"('848.3',)",2160.582806301835
"('844.3',)",2081.211097003853
"('844.2',)",1945.1821388788003
"('846.1',)",1886.3175348032557
"('862.3',)",1560.4499664493853
"('844.1',)",1488.1390554318182
"('862.2',)",1450.6103220107775
"('862.1',)",1408.756755310577
"('840.3',)",1174.6765874623075
"('840.2',)",1143.995836392332
"('840.1',)",1090.0695937692365
"('836.3',)",1024.2352347324372
"('836.2',)",889.5713400736666
"('836.1',)",743.7719345905942
"('842.3',)",644.621510471206
"('860.2',)",484.8870488394563
"('834.3',)",474.3677356907196
"('842.2',)",455.65185435634527
"('860.3',)",418.7962633880042
"('842.1',)",382.802797099101
"('834.2',)",375.7205391013105
"('860.1',)",372.923155627532
"('834.1',)",350.5288639833711
"('858.1',)",329.4178327329618
"('832.3',)",315.1350589254888
"('858.3',)",294.6224594104046
"('858.2',)",290.31552628802035
"('832.2',)",276.82619873115505
"('830.3',)",227.18719359062464
"('854.1',)",208.52179770704427
"('830.2',)",193.47298057697498
"('854.3',)",191.65128260649755
"('832.1',)",190.87653394376673
"('854.2',)",187.07939112077335
"('826.2',)",174.23921449371474
"('830.1',)",136.40326214384564
"('818.1',)",130.65447346440087
"('828.3',)",116.87095502641978
"('822.1',)",115.41188854929901
"('828.2',)",103.69140750893183
"('828.1',)",98.75839695843098
"('824.1',)",83.5507347266368
"('824.3',)",74.54145556182527
"('824.2',)",74.48117903466999
"('820.1',)",73.66870658581574
"('816.1',)",67.23916490365153
"('816.3',)",61.06711326577783
"('814r.2',)",58.94675007148307
"('816.2',)",58.72739600426744
"('850.3',)",53.55518964730378
"('814r.3',)",48.719631313320335
"('850.1',)",45.24515373343018
"('850.2',)",44.87129513860153
"('810.2',)",37.80782023144225
"('808.3',)",36.90635736605665
"('814.3',)",35.249341892030806
"('814.2',)",35.06668464859602
"('808.2',)",34.697186098110265
"('814.1',)",32.02942655586348
"('814r.1',)",31.72495031220918
"('806.3',)",23.12572876515889
"('808.1',)",22.927616239482365
"('812.3',)",22.699847781042067
"('812.2',)",22.332084404994816
"('812.1',)",21.569201300212615
"('802.3',)",17.740316560545626
"('806.2',)",15.780037154399476
"('806.1',)",15.29000296795651
"('802.2',)",11.28982488032202
"('802.1',)",10.947800122712518
"('800.3',)",0.8824268143356063
"('sourcebus.3',)",0.8755984117182782
"('800.2',)",0.6234488687787327
"('sourcebus.2',)",0.6186559681496353
"('800.1',)",0.4458768906701375
"('sourcebus.1',)",0.4424396014597061
