,autovalores
"('890.2',)",27565.288411541806
"('888.3',)",21749.54663498451
"('888.2',)",18079.612174671824
"('890.3',)",8605.359259572959
"('890.1',)",7032.738731267365
"('856.2',)",6235.864464942458
"('852.1',)",5821.654252596579
"('852r.1',)",2200.4893395022323
"('852r.3',)",2164.029258597625
"('838.2',)",1704.6637115305334
"('888.1',)",1493.026063959384
"('848.3',)",1262.6710002013053
"('848.2',)",1188.2974553668525
"('848.1',)",958.0832240328463
"('864.1',)",890.5690132418387
"('846.3',)",767.3193581871441
"('852r.2',)",656.4770092032059
"('852.3',)",633.6592599048537
"('846.2',)",538.7487154324416
"('852.2',)",507.89912152649345
"('844.3',)",483.7530695024632
"('844.1',)",408.3956052602183
"('844.2',)",400.45282317168034
"('846.1',)",393.23602055581114
"('862.3',)",362.17734383749314
"('840.2',)",326.982115193254
"('862.2',)",303.20598272598386
"('862.1',)",300.0080974459562
"('840.3',)",294.9988144526574
"('840.1',)",263.47625318964293
"('836.3',)",239.20468828800438
"('842.3',)",193.36871518369767
"('836.1',)",183.44813981836086
"('836.2',)",178.6717616663614
"('842.2',)",157.8850438293911
"('842.1',)",153.01906327113676
"('860.3',)",133.9779268444603
"('860.2',)",124.43297729244874
"('860.1',)",101.65821199382695
"('858.1',)",87.50384700949674
"('834.1',)",73.03593002494942
"('858.3',)",69.62656627319923
"('854.3',)",67.24938237819212
"('834.2',)",65.04712197389031
"('834.3',)",63.824940070895444
"('832.2',)",60.913298912262825
"('832.1',)",59.999664416044716
"('858.2',)",59.337139072498395
"('832.3',)",53.52894619302758
"('854.2',)",52.711120836220516
"('854.1',)",49.71178468813773
"('830.2',)",47.2608166233226
"('830.3',)",42.11362916172756
"('826.2',)",36.392988169713156
"('822.1',)",33.54578617880647
"('830.1',)",33.4732717647995
"('828.1',)",31.881731341765448
"('824.3',)",30.569280339901674
"('828.2',)",25.52687437375222
"('828.3',)",24.26005802716796
"('818.1',)",24.039406403122854
"('820.1',)",22.455140696645067
"('816.3',)",22.425568283073712
"('824.2',)",20.26383852450707
"('824.1',)",18.197120089769626
"('816.2',)",17.163344073806137
"('816.1',)",14.587981447516837
"('850.2',)",14.568789349014638
"('850.3',)",13.08896884653073
"('814r.3',)",12.020718992777226
"('814r.1',)",9.692585121237379
"('850.1',)",9.617187648188905
"('814.2',)",8.582347580590307
"('814.3',)",7.722997581258735
"('814r.2',)",7.640894871670351
"('808.2',)",7.275979602897785
"('812.3',)",7.209033171545447
"('806.2',)",6.534643087272285
"('806.1',)",6.389650780444955
"('812.1',)",6.090697698827562
"('812.2',)",5.584310744064125
"('814.1',)",5.530379628336512
"('810.2',)",4.781746478629408
"('808.3',)",4.624409813833569
"('802.3',)",4.2238176444123035
"('808.1',)",3.7990920515490276
"('806.3',)",3.691065642297706
"('802.2',)",2.7495988002309213
"('802.1',)",2.6674758129926337
"('800.3',)",0.1887424405681743
"('sourcebus.2',)",0.18728597232038938
"('800.2',)",0.14999576177757482
"('sourcebus.3',)",0.14883424453168415
"('800.1',)",0.10858017795169361
"('sourcebus.1',)",0.10774440684613164
