,autovalores
"('sourcebus.1',)",0.3506773530148516
"('sourcebus.2',)",0.39522818388567144
"('sourcebus.3',)",0.5565727329039937
"('800.1',)",0.353406522978327
"('800.2',)",0.3982869950026734
"('800.3',)",0.560912682024681
"('802.1',)",8.667561498878031
"('802.2',)",8.94910074700119
"('802.3',)",10.083565105221389
"('806.1',)",9.791965353295799
"('806.2',)",14.102614879873036
"('806.3',)",14.917804882587228
"('808.1',)",13.725543951945752
"('808.2',)",14.200321247706501
"('808.3',)",23.297929363991155
"('810.2',)",23.60538384157192
"('812.1',)",24.082451783328064
"('812.2',)",18.160608658290137
"('812.3',)",20.49252500205657
"('814.1',)",22.400518521369737
"('814.2',)",17.99363507082798
"('814.3',)",20.278868107486904
"('814r.1',)",27.355754588120156
"('814r.2',)",28.78011763970826
"('814r.3',)",31.970571410987052
"('850.1',)",46.31712034021288
"('850.2',)",28.544053295881877
"('850.3',)",43.10608889965529
"('816.1',)",42.18167931212994
"('816.2',)",43.75509143062463
"('816.3',)",47.55560322963573
"('818.1',)",48.246345130041014
"('824.1',)",53.9269176927484
"('824.2',)",82.81175303136314
"('824.3',)",110.48247820636023
"('820.1',)",122.46524551557812
"('822.1',)",66.32105279187233
"('826.2',)",83.67420636355108
"('828.1',)",71.81384824203576
"('828.2',)",74.93936406767472
"('828.3',)",78.44810720253683
"('830.1',)",73.18551186455053
"('830.2',)",132.18994196466767
"('830.3',)",88.02750399796543
"('854.1',)",135.8663913868657
"('854.2',)",122.95008179227085
"('854.3',)",141.61039810351647
"('832.1',)",168.36214173188964
"('832.2',)",207.11220769990638
"('832.3',)",176.57582342930576
"('858.1',)",187.4547018490018
"('858.2',)",205.96605683747714
"('858.3',)",221.9390620371211
"('834.1',)",241.17817000805186
"('834.2',)",235.3098069858386
"('834.3',)",252.03472953259725
"('860.1',)",287.90472482230535
"('860.2',)",314.8032245511757
"('860.3',)",308.1371352748604
"('842.1',)",371.66975233904486
"('842.2',)",367.14420756326354
"('842.3',)",423.31307220366523
"('836.1',)",490.22948883928944
"('836.2',)",687.2015905303106
"('836.3',)",708.2817949328795
"('840.1',)",773.8763734827136
"('840.2',)",841.5940582456018
"('840.3',)",927.5992653626563
"('862.1',)",1208.373507054327
"('862.2',)",937.961348689231
"('862.3',)",938.8740444450691
"('844.1',)",959.5774811992794
"('844.2',)",1022.7712566142092
"('844.3',)",1345.3829905209923
"('846.1',)",1521.6840611513999
"('846.2',)",1602.5216912337892
"('846.3',)",1795.0179261292199
"('848.1',)",1996.1988019293124
"('848.2',)",2400.6499482803674
"('848.3',)",4366.77203386855
"('852r.1',)",4306.925332261371
"('852r.2',)",2951.724839404135
"('852r.3',)",6753.807494229578
"('888.1',)",39206.98840985309
"('888.2',)",22781.87520738781
"('888.3',)",33297.60968305447
"('856.2',)",3164.120330813314
"('852.1',)",2654.4821050478026
"('852.2',)",12420.779823050518
"('852.3',)",25846.334325424414
"('864.1',)",1418.8708316036054
"('838.2',)",2199.9528658386052
"('890.1',)",13918.82368831207
"('890.2',)",14269.970727786123
"('890.3',)",7512.5543189800665
