,autovalores
"('sourcebus.1',)",0.4109756882206524
"('sourcebus.2',)",0.5331471025355727
"('sourcebus.3',)",0.7542467637122708
"('800.1',)",0.4141697778431313
"('800.2',)",0.5372768231037108
"('800.3',)",0.7601286685483423
"('802.1',)",10.167669089592726
"('802.2',)",10.487306089231385
"('802.3',)",16.47754011139675
"('806.1',)",13.60012992223417
"('806.2',)",13.184642667244644
"('806.3',)",20.022537136363148
"('808.1',)",21.29528744001862
"('808.2',)",30.689019250893487
"('808.3',)",31.767406798806785
"('810.2',)",32.5521675509719
"('812.1',)",18.58802331151347
"('812.2',)",19.239565835843155
"('812.3',)",21.08665030650866
"('814.1',)",27.61264691829846
"('814.2',)",30.362507499273022
"('814.3',)",32.47983909983357
"('814r.1',)",27.345150058676296
"('814r.2',)",54.379301412325155
"('814r.3',)",42.279078091328316
"('850.1',)",38.98537319109516
"('850.2',)",38.66361337669558
"('850.3',)",49.69407612501357
"('816.1',)",53.68629960219323
"('816.2',)",58.11564419659648
"('816.3',)",56.136181025746716
"('818.1',)",64.41551274272163
"('824.1',)",72.2314858717576
"('824.2',)",112.47546213570733
"('824.3',)",103.93874466597744
"('820.1',)",73.1479516501541
"('822.1',)",74.16115688413274
"('826.2',)",89.47187345909451
"('828.1',)",150.0224271911469
"('828.2',)",101.00970163138115
"('828.3',)",91.88773749707434
"('830.1',)",117.9780818713748
"('830.2',)",166.48693355725828
"('830.3',)",179.53425589744108
"('854.1',)",206.18017275637808
"('854.2',)",168.52115688678646
"('854.3',)",165.25629511902798
"('832.1',)",174.2707239371488
"('832.2',)",238.82681007424054
"('832.3',)",274.9630343857285
"('858.1',)",261.55545113011317
"('858.2',)",253.4867635378964
"('858.3',)",301.6579725365438
"('834.1',)",295.1904490686216
"('834.2',)",324.74398614860036
"('834.3',)",437.69290703169304
"('860.1',)",328.5370243174828
"('860.2',)",443.36270367632557
"('860.3',)",371.40728003597485
"('842.1',)",356.8014236151107
"('842.2',)",399.33113144247034
"('842.3',)",561.2047511941491
"('836.1',)",647.801151847854
"('836.2',)",825.2176174930263
"('836.3',)",924.1672955266203
"('840.1',)",956.7304925278012
"('840.2',)",1032.710589310317
"('840.3',)",1092.637074005023
"('862.1',)",1256.6260432526792
"('862.2',)",1225.6041084455496
"('862.3',)",1287.1450596844527
"('844.1',)",1360.060732576509
"('844.2',)",1628.7913429098332
"('844.3',)",1746.8826712031296
"('846.1',)",1843.2052642328138
"('846.2',)",2042.9974360385404
"('846.3',)",1930.2046130005156
"('848.1',)",2293.677555032858
"('848.2',)",46169.445473273896
"('848.3',)",5849.812613153328
"('852r.1',)",5612.645800713784
"('852r.2',)",3885.6445626012865
"('852r.3',)",8804.444099325148
"('888.1',)",30975.733577829495
"('888.2',)",35839.50157170113
"('888.3',)",2499.586797160924
"('856.2',)",28585.476970208587
"('852.1',)",13885.888767248662
"('852.2',)",3014.931242969151
"('852.3',)",3572.983307655471
"('864.1',)",3342.810319179976
"('838.2',)",2877.1429830977518
"('890.1',)",10115.164328520232
"('890.2',)",15662.08873807412
"('890.3',)",15606.51387343674
